,date,open,high,low,close,volume,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio
31,2014-02-18,269500,271500,266000,271000,24272,270200.0,31579.2,0.0029607698001480384,-0.23139281552414248,266350.0,50556.8,0.017458231650084477,-0.5199063231850117,264925.0,48951.45,0.022931018212701708,-0.5041617766174444,,,,,,,,,0.0,0.0018450184501845018,-0.01845018450184502,0.0055658627087198514,-0.20692697271687632
32,2014-02-19,270000,271500,267000,269000,24010,269500.0,26781.4,-0.0018552875695732839,-0.10348226754389245,267900.0,47269.9,0.004106009705113848,-0.49206577547234076,264925.0,47487.65,0.015381711805227894,-0.4943948584526714,,,,,,,,,-0.0036900369003690036,0.00929368029739777,-0.007434944237918215,-0.007380073800738007,-0.010794330916282137
33,2014-02-20,269000,269000,263000,266000,30412,268700.0,26710.8,-0.010048381094157052,0.13856567380984475,269000.0,44879.0,-0.011152416356877323,-0.3223556674613962,264950.0,46596.1,0.003963011889035667,-0.3473273514306991,,,,,,,,,0.0,0.011278195488721804,-0.011278195488721804,-0.011152416356877323,0.2666389004581424
34,2014-02-21,266000,270500,264500,268500,41706,268800.0,30201.0,-0.0011160714285714285,0.3809476507400417,269250.0,39202.3,-0.002785515320334262,0.06386615071054497,265025.0,46174.35,0.013111970568814264,-0.09677125936802572,,,,,,,,,0.0,0.0074487895716946,-0.0148975791433892,0.009398496240601503,0.3713665658292779
35,2014-02-24,267500,270000,266000,266500,22856,268200.0,28651.2,-0.00633855331841909,-0.20226726978276655,269400.0,36150.0,-0.010764662212323682,-0.36774550484094054,265175.0,45496.25,0.004996700292259828,-0.49762892546088966,,,,,,,,,-0.0037243947858473,0.013133208255159476,-0.001876172607879925,-0.0074487895716946,-0.4519733371697118
36,2014-02-25,267500,268500,265500,267000,26689,267400.0,29134.6,-0.0014958863126402393,-0.08394143046412166,268800.0,30356.9,-0.006696428571428571,-0.1208259077837329,265300.0,45505.35,0.006407840180927252,-0.4134975338064645,,,,,,,,,0.00375234521575985,0.0056179775280898875,-0.0056179775280898875,0.001876172607879925,0.16770213510675533
37,2014-02-26,266000,269500,266000,267000,30924,267000.0,30517.4,0.0,0.013323546566876553,268250.0,28649.4,-0.004659832246039142,0.07939433286560969,265650.0,43866.3,0.005081874647092038,-0.29503970017986475,,,,,,,,,-0.003745318352059925,0.009363295880149813,-0.003745318352059925,0.0,0.15867960583011728
38,2014-02-27,267500,275500,267000,275000,97666,268800.0,43968.2,0.023065476190476192,1.2212872030240038,268750.0,35339.5,0.023255813953488372,1.7636497403755005,266400.0,47504.2,0.03228228228228228,1.0559445270102434,,,,,,,,,0.0018726591760299626,0.0018181818181818182,-0.02909090909090909,0.0299625468164794,2.1582589574440565
39,2014-02-28,275500,278500,272500,274500,56965,270000.0,47020.0,0.016666666666666666,0.2115057422373458,269400.0,38610.5,0.01893095768374165,0.47537586925836234,266850.0,47673.5,0.02866779089376054,0.1948986334126926,,,,,,,,,0.0018181818181818182,0.014571948998178506,-0.007285974499089253,-0.0018181818181818182,-0.4167366330145598
40,2014-03-03,274000,277500,271000,274000,48255,271500.0,52099.8,0.009208103130755065,-0.07379682839473477,269850.0,40375.5,0.015378914211599036,0.19515547795073745,267375.0,48098.7,0.024777933613838243,0.0032495680756445167,,,,,,,,,-0.0018214936247723133,0.012773722627737226,-0.010948905109489052,-0.0018214936247723133,-0.1529009040638989
41,2014-03-04,272000,273000,267500,269500,44828,272000.0,55727.6,-0.009191176470588236,-0.19558710585060182,269700.0,42431.1,-0.0007415647015202076,0.05648922606295857,268025.0,46493.95,0.005503217983397072,-0.03583154367396182,,,,,,,,,-0.0072992700729927005,0.012987012987012988,-0.0074211502782931356,-0.016423357664233577,-0.07101854730079785
42,2014-03-05,272000,273500,267500,270500,54680,272700.0,60478.8,-0.008067473414008068,-0.0958815320409797,269850.0,45498.1,0.002408745599407078,0.20180842716509045,268875.0,46384.0,0.00604370060437006,0.17885477750948603,,,,,,,,,0.00927643784786642,0.011090573012939002,-0.011090573012939002,0.0037105751391465678,0.21977335593825287
43,2014-03-06,270500,280500,269000,280500,107623,273800.0,62470.2,0.024470416362308255,0.7227894259983161,271300.0,53219.2,0.03391079985256174,1.0222588840117854,270150.0,49049.1,0.038312048861743477,1.1941890880770494,,,,,,,,,0.0,0.0,-0.040998217468805706,0.036968576709796676,0.9682333577176299
44,2014-03-07,281000,283000,278000,280500,62692,275000.0,63615.6,0.02,-0.014518451449015628,272500.0,55317.8,0.029357798165137616,0.1333060967717443,270875.0,47260.05,0.03553299492385787,0.3265326634229121,,,,,,,,,0.0017825311942959,0.008912655971479501,-0.008912655971479501,0.0,-0.41748511006011724
45,2014-03-10,280000,280000,273000,274000,58950,275000.0,65754.6,-0.0036363636363636364,-0.1034847752096432,273250.0,58927.2,0.0027447392497712718,0.0003869180955484549,271325.0,47538.6,0.009859025154335207,0.24004493190796536,,,,,,,,,-0.0017825311942959,0.021897810218978103,-0.0036496350364963502,-0.023172905525846704,-0.05968863650864544
46,2014-03-11,274000,281000,272000,280000,62919,277100.0,69372.8,0.010465535907614579,-0.09303069791042026,274550.0,62550.2,0.019850664724093973,0.005896064281169412,271675.0,46453.55,0.030643231802705437,0.35444976756351226,,,,,,,,,0.0,0.0035714285714285713,-0.02857142857142857,0.021897810218978103,0.06732824427480916
47,2014-03-12,279500,280500,270000,271500,81013,277300.0,74639.4,-0.020915975477821855,0.08539189757688308,275000.0,67559.1,-0.012727272727272728,0.1991426765602264,271625.0,48104.25,-0.0004601932811780948,0.6841131500854915,,,,,,,,,-0.0017857142857142857,0.03314917127071823,-0.0055248618784530384,-0.030357142857142857,0.2875760898933549
48,2014-03-13,271500,276500,271500,276000,50398,276400.0,63194.4,-0.001447178002894356,-0.2024926259288798,275100.0,62832.3,0.003271537622682661,-0.19789662323359167,271925.0,49085.9,0.014985749747172934,0.026730690483417814,,,,,,,,,0.0,0.0018115942028985507,-0.016304347826086956,0.016574585635359115,-0.3779023119746214
49,2014-03-14,273000,276500,271500,274000,43387,275100.0,59333.4,-0.003998545983278807,-0.26875924858511396,275050.0,61474.5,-0.0038174877295037266,-0.2942276879031143,272225.0,50042.5,0.006520341629167049,-0.13299695259029826,,,,,,,,,-0.010869565217391304,0.009124087591240875,-0.009124087591240875,-0.007246376811594203,-0.13911266320092067
50,2014-03-17,274000,275000,268500,270000,49362,274300.0,57415.8,-0.015676266861100983,-0.14027149321266974,274650.0,61585.2,-0.016930638995084655,-0.19847625728259383,272250.0,50980.35,-0.008264462809917356,-0.03174458394263669,,,,,,,,,0.0,0.018518518518518517,-0.005555555555555556,-0.014598540145985401,0.13771406181575127
51,2014-03-18,272000,274000,270000,273000,37811,272900.0,52394.2,0.00036643459142543056,-0.27833615171144893,275000.0,60883.5,-0.007272727272727273,-0.37896145918023766,272350.0,51657.3,0.002386634844868735,-0.268041496555182,,,,,,,,,0.007407407407407408,0.003663003663003663,-0.01098901098901099,0.011111111111111112,-0.2340059154815445
52,2014-03-19,274000,274000,267500,268500,57065,272300.0,47604.6,-0.01395519647447668,0.19872869428584636,274800.0,61122.0,-0.02292576419213974,-0.06637544582965217,272325.0,53310.05,-0.01404571743321399,0.07043606224342308,,,,,,,,,0.003663003663003663,0.020484171322160148,-0.0037243947858473,-0.016483516483516484,0.5092168945544947
53,2014-03-20,268500,268500,261000,261500,71196,269400.0,51764.2,-0.029324424647364514,0.37539071404561464,272900.0,57479.3,-0.04177354342249908,0.23863721374477415,272100.0,55349.25,-0.03895626607864756,0.28630469247550777,,,,,,,,,0.0,0.02676864244741874,-0.0019120458891013384,-0.0260707635009311,0.24762989573293612
54,2014-03-21,262000,265000,259000,265000,64695,267600.0,56025.8,-0.009715994020926755,0.1547358538387671,271350.0,57679.6,-0.02340151096370002,0.12162705705310026,271925.0,56498.7,-0.025466580858692654,0.1450705945446533,,,,,,,,,0.0019120458891013384,0.0,-0.022641509433962263,0.01338432122370937,-0.0913113096241362
55,2014-03-24,265000,266000,263500,264500,23561,266500.0,50865.6,-0.0075046904315197,-0.5367989368060143,270400.0,54140.7,-0.021819526627218935,-0.5648190732665074,271825.0,56533.95,-0.02694748459486802,-0.5832415743106576,,,,,,,,,0.0,0.005671077504725898,-0.003780718336483932,-0.0018867924528301887,-0.635814205116315
56,2014-03-25,263500,268000,262000,267500,63001,265400.0,55903.6,0.007912584777694047,0.1269578345580607,269150.0,54148.9,-0.00613041055173695,0.16347700507304855,271850.0,58349.55,-0.016001471399668937,0.07971698153627572,,,,,,,,,-0.003780718336483932,0.001869158878504673,-0.020560747663551402,0.011342155009451797,1.6739527184754468
57,2014-03-26,268000,268000,262500,265000,53427,264700.0,55176.0,0.0011333585190782018,-0.031698564593301434,268500.0,51390.3,-0.01303538175046555,0.039631992807981214,271750.0,59474.7,-0.02483900643974241,-0.10168525440229202,,,,,,,,,0.001869158878504673,0.011320754716981131,-0.009433962264150943,-0.009345794392523364,-0.15196584181203474
58,2014-03-27,264000,268500,262000,267500,41322,265900.0,49201.2,0.006017299736743136,-0.16014243555035237,267650.0,50482.7,-0.0005604334018307491,-0.18146216426617431,271375.0,56657.5,-0.01427913403961308,-0.2706702554825045,,,,,,,,,-0.0037735849056603774,0.003738317757009346,-0.020560747663551402,0.009433962264150943,-0.22657083497108205
59,2014-03-28,271000,286000,269000,285000,354306,269900.0,107123.4,0.055946646906261575,2.3074566341247573,268750.0,81574.6,0.06046511627906977,3.3433372642955037,271900.0,71524.55,0.04817947774917249,3.9536278103112847,269200.0,57660.85,0.058692421991084695,5.144654475263546,,,,,0.013084112149532711,0.0035087719298245615,-0.056140350877192984,0.06542056074766354,7.57427036445477
60,2014-03-31,286500,289500,284500,287000,196976,274400.0,141806.4,0.04591836734693878,0.3890487312279277,270450.0,96336.0,0.06119430578665187,1.044676963959475,272550.0,78960.6,0.053017794900018345,1.4946112364900974,269325.0,59249.95,0.06562703053931124,2.324492256955491,,,,,0.005263157894736842,0.008710801393728223,-0.008710801393728223,0.007017543859649123,-0.4440511873916897
61,2014-04-01,296500,301000,292500,296000,227884,280100.0,174783.0,0.0567654409139593,0.3038110113683825,272750.0,115343.3,0.08524289642529789,0.975702099731844,273875.0,88113.4,0.0807850296668188,1.586258162776604,269616.6666666667,61732.85,0.09785497929158674,2.691454387736837,,,,,0.033101045296167246,0.016891891891891893,-0.011824324324324325,0.0313588850174216,0.15691251726098612
62,2014-04-02,292000,299000,291500,294500,84226,286000.0,180942.8,0.02972027972027972,-0.5345158801566019,275350.0,118059.4,0.06954784819320864,-0.2865794676239249,275075.0,89590.7,0.07061710442606561,-0.059880099162078176,269908.3333333333,62429.51666666667,0.09111117972151046,0.3491374672931153,,,,,-0.013513513513513514,0.015280135823429542,-0.010186757215619695,-0.005067567567567568,-0.6303996770286637
63,2014-04-03,295000,296500,287000,287500,101529,290000.0,192984.2,-0.008620689655172414,-0.4738999358496706,277950.0,121092.7,0.03435869760748336,-0.16155969765312028,275425.0,89286.0,0.04384133611691023,0.13712116121228413,270108.3333333333,63290.03333333333,0.06438774565760659,0.6041862304807339,,,,,0.001697792869269949,0.03130434782608696,-0.0017391304347826088,-0.023769100169779286,0.20543537624961414
64,2014-04-04,289000,291500,285000,290000,72702,291000.0,136663.4,-0.003436426116838488,-0.46802143075614977,280450.0,121893.4,0.0340524157603851,-0.4035608162542024,275900.0,89786.5,0.05110547299746285,-0.19027916223485714,270366.6666666667,63799.15,0.07261743311552206,0.13954496258962695,,,,,0.0052173913043478265,0.005172413793103448,-0.017241379310344827,0.008695652173913044,-0.28392872972254235
65,2014-04-07,290000,291000,286000,289500,29008,291500.0,103069.8,-0.00686106346483705,-0.7185596556896394,282950.0,122438.1,0.02314896624845379,-0.7630802830164793,276675.0,88289.4,0.04635402548116021,-0.6714441371217835,270641.6666666667,63031.8,0.06968008128829625,-0.5397878531154116,,,,,0.0,0.0051813471502590676,-0.012089810017271158,-0.0017241379310344827,-0.601001347968419
66,2014-04-08,287000,287500,279000,281500,96916,288600.0,76876.2,-0.0246015246015246,0.2606762561104738,284350.0,125829.6,-0.010022859152452964,-0.22978377106817477,276750.0,89989.25,0.017163504968383016,0.07697308289601258,270833.3333333333,63776.4,0.03938461538461546,0.5196216782383452,,,,,-0.008635578583765112,0.021314387211367674,-0.008880994671403197,-0.027633851468048358,2.3410093767236626
67,2014-04-09,283500,292000,282500,290500,93962,287800.0,78823.4,0.009381514940931202,0.19205718098940172,286900.0,129883.1,0.012547926106657371,-0.27656484946848364,277700.0,90636.7,0.046092906013683835,0.036688228940374074,271225.0,64173.38333333333,0.07106645773804038,0.46418959262186327,,,,,0.007104795737122558,0.0051635111876075735,-0.027538726333907058,0.03197158081705151,-0.030480003301828387
68,2014-04-10,294500,306000,294000,297000,212938,289700.0,101105.2,0.025198481187435277,1.1061033458219756,289850.0,147044.7,0.024667931688804556,0.44811747720251044,278750.0,98763.7,0.06547085201793722,1.1560350614648904,271708.3333333333,66989.18333333333,0.09308388284005528,2.1786922814155814,,,,,0.013769363166953529,0.030303030303030304,-0.010101010101010102,0.022375215146299483,1.2662140014048233
69,2014-04-11,297000,301500,292000,297500,72040,291200.0,100972.8,0.021634615384615384,-0.2865405336882804,291100.0,118818.1,0.02198557196839574,-0.39369506834396445,279925.0,100196.35,0.06278467446637492,-0.28101173346134867,272241.6666666667,67358.5,0.09277908720805648,0.06950125077013294,,,,,0.0,0.013445378151260505,-0.018487394957983194,0.0016835016835016834,-0.6616855610553306
70,2014-04-14,296500,302000,296500,298000,56570,292900.0,106485.2,0.017412086036189826,-0.46875246513130464,292200.0,104777.5,0.019849418206707735,-0.46009400873279094,281325.0,100556.75,0.05927308273349329,-0.4374320968010601,272758.3333333333,67347.93333333333,0.09254223824508884,-0.16003361647325978,,,,,-0.0033613445378151263,0.013422818791946308,-0.0050335570469798654,0.0016806722689075631,-0.21474181010549695
71,2014-04-15,296500,301000,295500,299500,69034,296500.0,100908.8,0.01011804384485666,-0.31587730703367795,292550.0,88892.5,0.02375662279952145,-0.22339904941361757,282650.0,102117.9,0.059614364054484344,-0.3239774809313548,273308.3333333333,67575.55,0.09583193584779104,0.02158251024223994,,,,,-0.0050335570469798654,0.005008347245409015,-0.01335559265442404,0.0050335570469798654,0.22032879618172177
72,2014-04-16,299500,299500,294000,296500,53352,297700.0,92786.8,-0.004030903594222372,-0.4250044187319748,292750.0,85805.1,0.012809564474807857,-0.37821877720555075,284050.0,101932.25,0.04383031156486534,-0.47659352167738867,273766.6666666667,67576.65,0.08303908437842437,-0.21049652505710176,,,,,0.0,0.01011804384485666,-0.008431703204047217,-0.01001669449081803,-0.22716342671726975
73,2014-04-17,296500,299500,294000,298000,55068,297900.0,61212.8,0.0003356831151393085,-0.1003842333629568,293800.0,81159.0,0.014295439074200136,-0.3214800576645843,285875.0,101125.85,0.04241364232619152,-0.45545080708839536,274308.3333333333,67690.4,0.0863687456329557,-0.18647252786214877,,,,,0.0,0.0050335570469798654,-0.013422818791946308,0.00505902192242833,0.03216374269005848
74,2014-04-18,299000,299000,292000,293500,49151,297100.0,56635.0,-0.012117132278694043,-0.13214443365410083,294150.0,78803.9,-0.002209756926738059,-0.3762872142114793,287300.0,100348.65,0.021580229725026105,-0.510197695733824,274750.0,67673.9,0.06824385805277525,-0.27370817996302854,,,,,0.003355704697986577,0.018739352640545145,-0.005110732538330494,-0.015100671140939598,-0.10744897217985036
75,2014-04-21,292500,295500,289500,292500,35715,296000.0,52464.0,-0.011824324324324325,-0.31924748398902103,294450.0,79474.6,-0.006622516556291391,-0.5506111386531043,288700.0,100956.35,0.013162452372705231,-0.6462332483295999,275233.3333333333,67662.18333333333,0.0627346493883978,-0.47215714538721903,,,,,-0.0034071550255536627,0.010256410256410256,-0.010256410256410256,-0.0034071550255536627,-0.2733616813493113
76,2014-04-22,292000,295000,290000,293000,39134,294700.0,46484.0,-0.005768578215134035,-0.15811892264004818,295600.0,73696.4,-0.008795669824086604,-0.46898355957685856,289975.0,99763.0,0.010431933787395466,-0.6077303208604392,275708.3333333333,67872.63333333333,0.06271724346380543,-0.4234200431298034,,,,,-0.0017094017094017094,0.006825938566552901,-0.010238907849829351,0.0017094017094017094,0.09573008539829203
77,2014-04-23,292000,300000,292000,297000,56687,294800.0,47151.0,0.007462686567164179,0.2022438548493139,296250.0,69968.9,0.002531645569620253,-0.18982576544722005,291575.0,99926.0,0.018605847552087797,-0.43271020555210854,276325.0,67755.66666666667,0.0748213154799602,-0.16336149005987205,,,,,-0.0034129692832764505,0.010101010101010102,-0.016835016835016835,0.013651877133105802,0.44853580007154903
78,2014-04-24,297000,304500,296500,301000,103960,295400.0,56929.4,0.018957345971563982,0.8261214767764986,296650.0,59071.1,0.014663745154222148,0.7599130539299251,293250.0,103057.9,0.026427962489343565,0.008753331864903183,277008.3333333333,69073.2,0.0866099094491743,0.5050699837274081,,,,,0.0,0.011627906976744186,-0.014950166112956811,0.013468013468013467,0.8339301779949547
79,2014-04-25,300000,303000,297000,297500,60689,296200.0,59237.0,0.004388926401080351,0.024511707210020765,296650.0,57936.0,0.0028653295128939827,0.047517950842308754,293875.0,88377.05,0.01233517652062952,-0.31329457138476563,277541.6666666667,69191.7,0.07191112445578735,-0.12288612651517447,,,,,-0.0033222591362126247,0.018487394957983194,-0.0016806722689075631,-0.011627906976744186,-0.41622739515198154
80,2014-04-28,295500,297500,290500,293500,74782,296400.0,67050.4,-0.009784075573549258,0.11531027406249637,296200.0,59757.2,-0.00911546252532073,0.25143078992991647,294200.0,82267.35,-0.002379333786539769,-0.09098810159802163,278041.6666666667,69775.55,0.055597182676457295,0.07175077803041319,,,,,-0.0067226890756302525,0.013628620102214651,-0.010221465076660987,-0.013445378151260505,0.23221671143040748
81,2014-04-29,293500,300500,292500,298500,48572,297500.0,68938.0,0.0033613445378151263,-0.29542487452493543,296100.0,57711.0,0.008105369807497468,-0.1583580253331254,294325.0,73301.75,0.014184999575299414,-0.3373691624006248,278741.6666666667,69303.03333333334,0.07088403240754575,-0.29913601665343176,,,,,0.0,0.006700167504187605,-0.020100502512562814,0.017035775127768313,-0.35048541092776336
