,date,open,high,low,close,volume,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio
0,2014-01-02,277500,281000,276000,279500,101630,,,,,,,,,,,,,,,,,,,,,0.0,0.005366726296958855,-0.012522361359570662,0.0,0.0
1,2014-01-03,278000,280000,274500,278500,78910,,,,,,,,,,,,,,,,,,,,,-0.005366726296958855,0.005385996409335727,-0.01436265709156194,-0.0035778175313059034,-0.22355603660336515
2,2014-01-06,277000,278000,272500,277000,42426,,,,,,,,,,,,,,,,,,,,,-0.005385996409335727,0.0036101083032490976,-0.016245487364620937,-0.005385996409335727,-0.4623495121023951
3,2014-01-07,274000,277000,273000,275500,49898,,,,,,,,,,,,,,,,,,,,,-0.010830324909747292,0.0054446460980036296,-0.009074410163339383,-0.005415162454873646,0.1761184179512563
4,2014-01-08,274500,276500,272000,274500,42155,277000.0,63003.8,-0.009025270758122744,-0.33091337347906,,,,,,,,,,,,,,,,,-0.003629764065335753,0.007285974499089253,-0.009107468123861567,-0.003629764065335753,-0.15517656018277284
5,2014-01-09,275500,280000,272500,273000,75049,275700.0,57687.6,-0.009793253536452665,0.30095549130142357,,,,,,,,,,,,,,,,,0.0036429872495446266,0.02564102564102564,-0.0018315018315018315,-0.00546448087431694,0.7803107579172103
6,2014-01-10,273000,274500,268000,270000,52240,274000.0,52353.6,-0.014598540145985401,-0.002169860334341832,,,,,,,,,,,,,,,,,0.0,0.016666666666666666,-0.007407407407407408,-0.01098901098901099,-0.303921437993844
7,2014-01-13,270500,271000,265000,267000,70143,272000.0,57897.0,-0.01838235294117647,0.21151354992486657,,,,,,,,,,,,,,,,,0.001851851851851852,0.0149812734082397,-0.00749063670411985,-0.011111111111111112,0.34270673813169983
8,2014-01-14,266500,270000,266000,268000,43990,270500.0,56715.4,-0.009242144177449169,-0.2243729216403305,,,,,,,,,,,,,,,,,-0.0018726591760299626,0.007462686567164179,-0.007462686567164179,0.003745318352059925,-0.37285260111486535
9,2014-01-15,268500,270000,263500,265500,49881,268700.0,58260.6,-0.01190919240788984,-0.14382962070421518,272850.0,60632.2,-0.026937877954920284,-0.17731832260745936,,,,,,,,,,,,,0.0018656716417910447,0.01694915254237288,-0.007532956685499058,-0.009328358208955223,0.13391679927256195
10,2014-01-16,265500,271000,264500,267000,57204,267500.0,54691.6,-0.001869158878504673,0.04593758456508863,271600.0,56189.6,-0.016936671575846832,0.018053162862878565,,,,,,,,,,,,,0.0,0.0149812734082397,-0.009363295880149813,0.005649717514124294,0.14680940638720155
11,2014-01-17,267000,269500,265000,266500,55377,266800.0,55319.0,-0.0011244377811094452,0.0010484643612502034,270400.0,53836.3,-0.014423076923076924,0.02861823713739609,,,,,,,,,,,,,0.0,0.01125703564727955,-0.005628517823639775,-0.0018726591760299626,-0.031938325991189426
12,2014-01-20,266500,271000,264500,269000,53286,267200.0,51947.6,0.006736526946107785,0.02576442415049014,269600.0,54922.3,-0.002225519287833828,-0.029792998472387405,,,,,,,,,,,,,0.0,0.007434944237918215,-0.016728624535315983,0.009380863039399626,-0.03775935857847121
13,2014-01-21,269000,269500,265000,265500,48243,266700.0,52798.2,-0.0044994375703037125,-0.08627566848869843,268600.0,54756.8,-0.01154132539091586,-0.11895874119744036,,,,,,,,,,,,,0.0,0.015065913370998116,-0.0018832391713747645,-0.013011152416356878,-0.09464024321585407
14,2014-01-22,265000,268000,261000,267000,50141,267000.0,52850.2,0.0,-0.0512618684508289,267850.0,55555.4,-0.0031734179578122084,-0.09745947288652411,,,,,,,,,,,,,-0.0018832391713747645,0.003745318352059925,-0.02247191011235955,0.005649717514124294,0.03934249528428995
15,2014-01-23,267000,267000,261500,263500,36418,266300.0,48693.0,-0.010514457378895982,-0.2520896227383813,266900.0,51692.3,-0.012738853503184714,-0.2954850142090795,,,,,,,,,,,,,0.0,0.013282732447817837,-0.007590132827324478,-0.013108614232209739,-0.27368819927803595
16,2014-01-24,263000,267000,262000,264500,26507,265900.0,42919.0,-0.0052651372696502444,-0.38239474358675646,266350.0,49119.0,-0.00694574807584006,-0.460351391518557,,,,,,,,,,,,,-0.0018975332068311196,0.00945179584120983,-0.00945179584120983,0.003795066413662239,-0.2721456422648141
17,2014-01-27,260500,261000,254500,260000,63705,264100.0,45002.8,-0.01552442256720939,0.41557858622130167,265650.0,48475.2,-0.021268586485977792,0.31417714625210424,,,,,,,,,,,,,-0.015122873345935728,0.0038461538461538464,-0.021153846153846155,-0.017013232514177693,1.4033274229448824
18,2014-01-28,261500,261500,257000,260000,24908,263000.0,40335.8,-0.011406844106463879,-0.3824840464302184,264850.0,46567.0,-0.01831225221823674,-0.465114780853394,,,,,,,,,,,,,0.0057692307692307696,0.0057692307692307696,-0.011538461538461539,0.0,-0.6090102817675221
19,2014-01-29,261500,265500,258000,265500,53579,262700.0,41023.4,0.010658545869813475,0.30605946849846666,264850.0,46936.8,0.002454219369454408,0.14151369501116387,268850.0,53784.5,-0.012460479821461782,-0.003820803391311623,,,,,,,,,0.0057692307692307696,0.0,-0.02824858757062147,0.021153846153846155,1.1510759595310744
20,2014-02-03,262000,264500,258000,263500,39751,262700.0,41690.0,0.0030452988199467074,-0.04650995442552171,264500.0,45191.5,-0.003780718336483932,-0.12038768352455662,268050.0,50690.55,-0.01697444506621899,-0.21581044198573507,,,,,,,,,-0.013182674199623353,0.003795066413662239,-0.020872865275142316,-0.007532956685499058,-0.2580861904850781
21,2014-02-04,259000,260000,254500,256500,76923,261100.0,51773.2,-0.017617770968977403,0.48576869886350477,263500.0,47346.1,-0.026565464895635674,0.6246955926676115,266950.0,50591.2,-0.03914590747330961,0.5204818229257263,,,,,,,,,-0.017077798861480076,0.01364522417153996,-0.007797270955165692,-0.026565464895635674,0.9351211290282005
22,2014-02-05,258000,258000,252500,253500,56879,259800.0,50408.0,-0.02424942263279446,0.12837248055864148,261950.0,47705.4,-0.03225806451612903,0.19229688882181048,265775.0,51313.85,-0.04618568337879785,0.10845317589695573,,,,,,,,,0.005847953216374269,0.01775147928994083,-0.0039447731755424065,-0.011695906432748537,-0.2605722605722606
23,2014-02-06,254000,255500,250000,255000,54321,258800.0,56290.6,-0.014683153013910355,-0.03498985621045074,260900.0,48313.2,-0.02261402836335761,0.12435110901368576,264750.0,51535.0,-0.036827195467422094,0.054060347336761426,,,,,,,,,0.0019723865877712033,0.00196078431372549,-0.0196078431372549,0.005917159763313609,-0.04497266126338367
24,2014-02-07,254000,268500,254000,266000,98473,258900.0,65269.4,0.02742371572035535,0.5087161824683542,260800.0,53146.4,0.019938650306748466,0.8528630349374557,264325.0,54350.9,0.006336895866830606,0.8118007245510194,,,,,,,,,-0.00392156862745098,0.009398496240601503,-0.045112781954887216,0.043137254901960784,0.8127979970913642
25,2014-02-10,267500,269500,263000,265000,53379,259200.0,67995.0,0.022376543209876542,-0.21495698213103906,260950.0,54842.5,0.01552021460049818,-0.02668550850161827,263925.0,53267.4,0.004073126835275173,0.002095090055080566,,,,,,,,,0.005639097744360902,0.016981132075471698,-0.007547169811320755,-0.0037593984962406013,-0.4579326312796401
26,2014-02-11,263500,274000,262500,273000,84620,262500.0,69534.4,0.04,0.21695160956303652,261800.0,60653.8,0.0427807486631016,0.39513105526776554,264075.0,54886.4,0.033797216699801194,0.5417298274253731,,,,,,,,,-0.005660377358490566,0.003663003663003663,-0.038461538461538464,0.03018867924528302,0.5852676146049944
27,2014-02-12,273000,275500,270500,272500,47999,266300.0,67758.4,0.02328201276755539,-0.2916155044983352,263050.0,59083.2,0.03592472913894697,-0.18760324423863295,264350.0,53779.2,0.030830338566294684,-0.10748021539926211,,,,,,,,,0.0,0.011009174311926606,-0.007339449541284404,-0.0018315018315018315,-0.4327700307255968
28,2014-02-13,273500,275000,269000,270000,30765,269300.0,63047.2,0.0025993316004456,-0.5120322551992792,264050.0,59668.9,0.022533611058511645,-0.4844047736760691,264450.0,53117.95,0.02098695405558707,-0.42081725669006426,,,,,,,,,0.003669724770642202,0.018518518518518517,-0.003703703703703704,-0.009174311926605505,-0.35904914685722616
29,2014-02-14,269500,273500,268000,268000,24255,269700.0,48203.6,-0.006303299962921765,-0.49682181413836307,264300.0,56736.5,0.013999243284146803,-0.5724974222942902,264575.0,51836.65,0.012945289615420958,-0.5320878181749785,,,,,,,,,-0.001851851851851852,0.020522388059701493,0.0,-0.007407407407407408,-0.21160409556313994
30,2014-02-17,271000,271500,266500,269500,30605,270600.0,43648.8,-0.0040650406504065045,-0.2988352486208098,264900.0,55821.9,0.01736504341260853,-0.4517384754012314,264700.0,50506.7,0.018133736305251228,-0.3940407906277781,,,,,,,,,0.011194029850746268,0.0074211502782931356,-0.011131725417439703,0.005597014925373134,0.26180169037311896
