,Date,Category
3412,2015-05-26,4
3413,2015-05-26,5
3414,2015-05-26,6
3415,2015-05-26,7
3416,2015-05-26,8
3417,2015-05-26,9
3418,2015-05-26,10
3419,2015-05-26,11
3420,2015-05-27,2
3421,2015-05-27,3
3422,2015-05-27,4
3423,2015-05-27,5
3424,2015-05-27,6
3425,2015-05-27,7
3426,2015-05-27,8
3427,2015-05-27,9
3428,2015-05-27,10
3429,2015-05-27,11
3430,2015-05-28,2
3431,2015-05-28,3
3432,2015-05-28,4
3433,2015-05-28,5
3434,2015-05-28,6
3435,2015-05-28,7
3436,2015-05-28,8
3437,2015-05-28,9
3438,2015-05-28,10
3439,2015-05-28,11
3440,2015-05-29,2
3441,2015-05-29,3
3442,2015-05-29,4
3443,2015-05-29,5
3444,2015-05-29,6
3445,2015-05-29,7
3446,2015-05-29,8
3447,2015-05-29,9
3448,2015-05-29,10
3449,2015-05-29,11
3450,2015-06-01,2
3451,2015-06-01,3
3452,2015-06-01,4
3453,2015-06-01,5
3454,2015-06-01,6
3455,2015-06-01,7
3456,2015-06-01,8
3457,2015-06-01,9
3458,2015-06-01,10
3459,2015-06-01,11
3460,2015-06-02,2
3461,2015-06-02,3
3462,2015-06-02,4
3463,2015-06-02,5
3464,2015-06-02,6
3465,2015-06-02,7
3466,2015-06-02,8
3467,2015-06-02,9
3468,2015-06-02,10
3469,2015-06-02,11
3470,2015-06-03,2
3471,2015-06-03,3
3472,2015-06-03,4
3473,2015-06-03,5
3474,2015-06-03,6
3475,2015-06-03,7
3476,2015-06-03,8
3477,2015-06-03,9
3478,2015-06-03,10
3479,2015-06-03,11
3480,2015-06-04,2
3481,2015-06-04,3
3482,2015-06-04,4
3483,2015-06-04,5
3484,2015-06-04,6
3485,2015-06-04,7
3486,2015-06-04,8
3487,2015-06-04,9
3488,2015-06-04,10
3489,2015-06-04,11
3490,2015-06-05,2
3491,2015-06-05,3
3492,2015-06-05,4
3493,2015-06-05,5
3494,2015-06-05,6
3495,2015-06-05,7
3496,2015-06-05,8
3497,2015-06-05,9
3498,2015-06-05,10
3499,2015-06-05,11
3500,2015-06-08,2
3501,2015-06-08,3
3502,2015-06-08,4
3503,2015-06-08,5
3504,2015-06-08,6
3505,2015-06-08,7
3506,2015-06-08,8
3507,2015-06-08,9
3508,2015-06-08,10
3509,2015-06-08,11
3510,2015-06-09,2
3511,2015-06-09,3
3512,2015-06-09,4
3513,2015-06-09,5
3514,2015-06-09,6
3515,2015-06-09,7
3516,2015-06-09,8
3517,2015-06-09,9
3518,2015-06-09,10
3519,2015-06-09,11
3520,2015-06-10,2
3521,2015-06-10,3
3522,2015-06-10,4
3523,2015-06-10,5
3524,2015-06-10,6
3525,2015-06-10,7
3526,2015-06-10,8
3527,2015-06-10,9
3528,2015-06-10,10
3529,2015-06-10,11
3530,2015-06-11,2
3531,2015-06-11,3
3532,2015-06-11,4
3533,2015-06-11,5
3534,2015-06-11,6
3535,2015-06-11,7
3536,2015-06-11,8
3537,2015-06-11,9
3538,2015-06-11,10
3539,2015-06-11,11
3540,2015-06-12,2
3541,2015-06-12,3
3542,2015-06-12,4
3543,2015-06-12,5
3544,2015-06-12,6
3545,2015-06-12,7
3546,2015-06-12,8
3547,2015-06-12,9
3548,2015-06-12,10
3549,2015-06-12,11
3550,2015-06-15,2
3551,2015-06-15,3
3552,2015-06-15,4
3553,2015-06-15,5
3554,2015-06-15,6
3555,2015-06-15,7
3556,2015-06-15,8
3557,2015-06-15,9
3558,2015-06-15,10
3559,2015-06-15,11
3560,2015-06-16,2
3561,2015-06-16,3
3562,2015-06-16,4
3563,2015-06-16,5
3564,2015-06-16,6
3565,2015-06-16,7
3566,2015-06-16,8
3567,2015-06-16,9
3568,2015-06-16,10
3569,2015-06-16,11
3570,2015-06-17,2
3571,2015-06-17,3
3572,2015-06-17,4
3573,2015-06-17,5
3574,2015-06-17,6
3575,2015-06-17,7
3576,2015-06-17,8
3577,2015-06-17,9
3578,2015-06-17,10
3579,2015-06-17,11
3580,2015-06-18,2
3581,2015-06-18,3
3582,2015-06-18,4
3583,2015-06-18,5
3584,2015-06-18,6
3585,2015-06-18,7
3586,2015-06-18,8
3587,2015-06-18,9
3588,2015-06-18,10
3589,2015-06-18,11
3590,2015-06-19,2
3591,2015-06-19,3
3592,2015-06-19,4
3593,2015-06-19,5
3594,2015-06-19,6
3595,2015-06-19,7
3596,2015-06-19,8
3597,2015-06-19,9
3598,2015-06-19,10
3599,2015-06-19,11
3600,2015-06-22,2
3601,2015-06-22,3
3602,2015-06-22,4
3603,2015-06-22,5
3604,2015-06-22,6
3605,2015-06-22,7
3606,2015-06-22,8
3607,2015-06-22,9
3608,2015-06-22,10
3609,2015-06-22,11
3610,2015-06-23,2
3611,2015-06-23,3
3612,2015-06-23,4
3613,2015-06-23,5
3614,2015-06-23,6
3615,2015-06-23,7
3616,2015-06-23,8
3617,2015-06-23,9
3618,2015-06-23,10
3619,2015-06-23,11
3620,2015-06-24,2
3621,2015-06-24,3
3622,2015-06-24,4
3623,2015-06-24,5
3624,2015-06-24,6
3625,2015-06-24,7
3626,2015-06-24,8
3627,2015-06-24,9
3628,2015-06-24,10
3629,2015-06-24,11
3630,2015-06-25,2
3631,2015-06-25,3
3632,2015-06-25,4
3633,2015-06-25,5
3634,2015-06-25,6
3635,2015-06-25,7
3636,2015-06-25,8
3637,2015-06-25,9
3638,2015-06-25,10
3639,2015-06-25,11
3640,2015-06-26,2
3641,2015-06-26,3
3642,2015-06-26,4
3643,2015-06-26,5
3644,2015-06-26,6
3645,2015-06-26,7
3646,2015-06-26,8
3647,2015-06-26,9
3648,2015-06-26,10
3649,2015-06-26,11
3650,2015-06-29,2
3651,2015-06-29,3
3652,2015-06-29,4
3653,2015-06-29,5
3654,2015-06-29,6
3655,2015-06-29,7
3656,2015-06-29,8
3657,2015-06-29,9
3658,2015-06-29,10
3659,2015-06-29,11
3660,2015-06-30,2
3661,2015-06-30,3
3662,2015-06-30,4
3663,2015-06-30,5
3664,2015-06-30,6
3665,2015-06-30,7
3666,2015-06-30,8
3667,2015-06-30,9
3668,2015-06-30,10
3669,2015-06-30,11
3670,2015-07-01,2
3671,2015-07-01,3
3672,2015-07-01,4
3673,2015-07-01,5
3674,2015-07-01,6
3675,2015-07-01,7
3676,2015-07-01,8
3677,2015-07-01,9
3678,2015-07-01,10
3679,2015-07-01,11
3680,2015-07-02,2
3681,2015-07-02,3
3682,2015-07-02,4
3683,2015-07-02,5
3684,2015-07-02,6
3685,2015-07-02,7
3686,2015-07-02,8
3687,2015-07-02,9
3688,2015-07-02,10
3689,2015-07-02,11
3690,2015-07-03,2
3691,2015-07-03,3
3692,2015-07-03,4
3693,2015-07-03,5
3694,2015-07-03,6
3695,2015-07-03,7
3696,2015-07-03,8
3697,2015-07-03,9
3698,2015-07-03,10
3699,2015-07-03,11
3700,2015-07-06,2
3701,2015-07-06,3
3702,2015-07-06,4
3703,2015-07-06,5
3704,2015-07-06,6
3705,2015-07-06,7
3706,2015-07-06,8
3707,2015-07-06,9
3708,2015-07-06,10
3709,2015-07-06,11
3710,2015-07-07,2
3711,2015-07-07,3
3712,2015-07-07,4
3713,2015-07-07,5
3714,2015-07-07,6
3715,2015-07-07,7
3716,2015-07-07,8
3717,2015-07-07,9
3718,2015-07-07,10
3719,2015-07-07,11
3720,2015-07-08,2
3721,2015-07-08,3
3722,2015-07-08,4
3723,2015-07-08,5
3724,2015-07-08,6
3725,2015-07-08,7
3726,2015-07-08,8
3727,2015-07-08,9
3728,2015-07-08,10
3729,2015-07-08,11
3730,2015-07-09,2
3731,2015-07-09,3
3732,2015-07-09,4
3733,2015-07-09,5
3734,2015-07-09,6
3735,2015-07-09,7
3736,2015-07-09,8
3737,2015-07-09,9
3738,2015-07-09,10
3739,2015-07-09,11
3740,2015-07-10,2
3741,2015-07-10,3
3742,2015-07-10,4
3743,2015-07-10,5
3744,2015-07-10,6
3745,2015-07-10,7
3746,2015-07-10,8
3747,2015-07-10,9
3748,2015-07-10,10
3749,2015-07-10,11
3750,2015-07-13,2
3751,2015-07-13,3
3752,2015-07-13,4
3753,2015-07-13,5
3754,2015-07-13,6
3755,2015-07-13,7
3756,2015-07-13,8
3757,2015-07-13,9
3758,2015-07-13,10
3759,2015-07-13,11
3760,2015-07-14,2
3761,2015-07-14,3
3762,2015-07-14,4
3763,2015-07-14,5
3764,2015-07-14,6
3765,2015-07-14,7
3766,2015-07-14,8
3767,2015-07-14,9
3768,2015-07-14,10
3769,2015-07-14,11
3770,2015-07-15,2
3771,2015-07-15,3
3772,2015-07-15,4
3773,2015-07-15,5
3774,2015-07-15,6
3775,2015-07-15,7
3776,2015-07-15,8
3777,2015-07-15,9
3778,2015-07-15,10
3779,2015-07-15,11
3780,2015-07-16,2
3781,2015-07-16,3
3782,2015-07-16,4
3783,2015-07-16,5
3784,2015-07-16,6
3785,2015-07-16,7
3786,2015-07-16,8
3787,2015-07-16,9
3788,2015-07-16,10
3789,2015-07-16,11
3790,2015-07-17,2
3791,2015-07-17,3
3792,2015-07-17,4
3793,2015-07-17,5
3794,2015-07-17,6
3795,2015-07-17,7
3796,2015-07-17,8
3797,2015-07-17,9
3798,2015-07-17,10
3799,2015-07-17,11
3800,2015-07-20,2
3801,2015-07-20,3
3802,2015-07-20,4
3803,2015-07-20,5
3804,2015-07-20,6
3805,2015-07-20,7
3806,2015-07-20,8
3807,2015-07-20,9
3808,2015-07-20,10
3809,2015-07-20,11
3810,2015-07-21,2
3811,2015-07-21,3
3812,2015-07-21,4
3813,2015-07-21,5
3814,2015-07-21,6
3815,2015-07-21,7
3816,2015-07-21,8
3817,2015-07-21,9
3818,2015-07-21,10
3819,2015-07-21,11
3820,2015-07-22,2
3821,2015-07-22,3
3822,2015-07-22,4
3823,2015-07-22,5
3824,2015-07-22,6
3825,2015-07-22,7
3826,2015-07-22,8
3827,2015-07-22,9
3828,2015-07-22,10
3829,2015-07-22,11
3830,2015-07-23,2
3831,2015-07-23,3
3832,2015-07-23,4
3833,2015-07-23,5
3834,2015-07-23,6
3835,2015-07-23,7
3836,2015-07-23,8
3837,2015-07-23,9
3838,2015-07-23,10
3839,2015-07-23,11
3840,2015-07-24,2
3841,2015-07-24,3
3842,2015-07-24,4
3843,2015-07-24,5
3844,2015-07-24,6
3845,2015-07-24,7
3846,2015-07-24,8
3847,2015-07-24,9
3848,2015-07-24,10
3849,2015-07-24,11
3850,2015-07-27,2
3851,2015-07-27,3
3852,2015-07-27,4
3853,2015-07-27,5
3854,2015-07-27,6
3855,2015-07-27,7
3856,2015-07-27,8
3857,2015-07-27,9
3858,2015-07-27,10
3859,2015-07-27,11
3860,2015-07-28,2
3861,2015-07-28,3
3862,2015-07-28,4
3863,2015-07-28,5
3864,2015-07-28,6
3865,2015-07-28,7
3866,2015-07-28,8
3867,2015-07-28,9
3868,2015-07-28,10
3869,2015-07-28,11
3870,2015-07-29,2
3871,2015-07-29,3
3872,2015-07-29,4
3873,2015-07-29,5
3874,2015-07-29,6
3875,2015-07-29,7
3876,2015-07-29,8
3877,2015-07-29,9
3878,2015-07-29,10
3879,2015-07-29,11
3880,2015-07-30,2
3881,2015-07-30,3
3882,2015-07-30,4
3883,2015-07-30,5
3884,2015-07-30,6
3885,2015-07-30,7
3886,2015-07-30,8
3887,2015-07-30,9
3888,2015-07-30,10
3889,2015-07-30,11
3890,2015-07-31,2
3891,2015-07-31,3
3892,2015-07-31,4
3893,2015-07-31,5
3894,2015-07-31,6
3895,2015-07-31,7
3896,2015-07-31,8
3897,2015-07-31,9
3898,2015-07-31,10
3899,2015-07-31,11
3900,2015-08-03,2
3901,2015-08-03,3
3902,2015-08-03,4
3903,2015-08-03,5
3904,2015-08-03,6
3905,2015-08-03,7
3906,2015-08-03,8
3907,2015-08-03,9
3908,2015-08-03,10
3909,2015-08-03,11
3910,2015-08-04,2
3911,2015-08-04,3
3912,2015-08-04,4
3913,2015-08-04,5
3914,2015-08-04,6
3915,2015-08-04,7
3916,2015-08-04,8
3917,2015-08-04,9
3918,2015-08-04,10
3919,2015-08-04,11
3920,2015-08-05,2
3921,2015-08-05,3
3922,2015-08-05,4
3923,2015-08-05,5
3924,2015-08-05,6
3925,2015-08-05,7
3926,2015-08-05,8
3927,2015-08-05,9
3928,2015-08-05,10
3929,2015-08-05,11
3930,2015-08-06,2
3931,2015-08-06,3
3932,2015-08-06,4
3933,2015-08-06,5
3934,2015-08-06,6
3935,2015-08-06,7
3936,2015-08-06,8
3937,2015-08-06,9
3938,2015-08-06,10
3939,2015-08-06,11
3940,2015-08-07,2
3941,2015-08-07,3
3942,2015-08-07,4
3943,2015-08-07,5
3944,2015-08-07,6
3945,2015-08-07,7
3946,2015-08-07,8
3947,2015-08-07,9
3948,2015-08-07,10
3949,2015-08-07,11
3950,2015-08-10,2
3951,2015-08-10,3
3952,2015-08-10,4
3953,2015-08-10,5
3954,2015-08-10,6
3955,2015-08-10,7
3956,2015-08-10,8
3957,2015-08-10,9
3958,2015-08-10,10
3959,2015-08-10,11
3960,2015-08-11,2
3961,2015-08-11,3
3962,2015-08-11,4
3963,2015-08-11,5
3964,2015-08-11,6
3965,2015-08-11,7
3966,2015-08-11,8
3967,2015-08-11,9
3968,2015-08-11,10
3969,2015-08-11,11
3970,2015-08-12,2
3971,2015-08-12,3
3972,2015-08-12,4
3973,2015-08-12,5
3974,2015-08-12,6
3975,2015-08-12,7
3976,2015-08-12,8
3977,2015-08-12,9
3978,2015-08-12,10
3979,2015-08-12,11
3980,2015-08-13,2
3981,2015-08-13,3
3982,2015-08-13,4
3983,2015-08-13,5
3984,2015-08-13,6
3985,2015-08-13,7
3986,2015-08-13,8
3987,2015-08-13,9
3988,2015-08-13,10
3989,2015-08-13,11
3990,2015-08-17,2
3991,2015-08-17,3
3992,2015-08-17,4
3993,2015-08-17,5
3994,2015-08-17,6
3995,2015-08-17,7
3996,2015-08-17,8
3997,2015-08-17,9
3998,2015-08-17,10
3999,2015-08-17,11
4000,2015-08-18,2
4001,2015-08-18,3
4002,2015-08-18,4
4003,2015-08-18,5
4004,2015-08-18,6
4005,2015-08-18,7
4006,2015-08-18,8
4007,2015-08-18,9
4008,2015-08-18,10
4009,2015-08-18,11
4010,2015-08-19,2
4011,2015-08-19,3
4012,2015-08-19,4
4013,2015-08-19,5
4014,2015-08-19,6
4015,2015-08-19,7
4016,2015-08-19,8
4017,2015-08-19,9
4018,2015-08-19,10
4019,2015-08-19,11
4020,2015-08-20,2
4021,2015-08-20,3
4022,2015-08-20,4
4023,2015-08-20,5
4024,2015-08-20,6
4025,2015-08-20,7
4026,2015-08-20,8
4027,2015-08-20,9
4028,2015-08-20,10
4029,2015-08-20,11
4030,2015-08-21,2
4031,2015-08-21,3
4032,2015-08-21,4
4033,2015-08-21,5
4034,2015-08-21,6
4035,2015-08-21,7
4036,2015-08-21,8
4037,2015-08-21,9
4038,2015-08-21,10
4039,2015-08-21,11
4040,2015-08-24,2
4041,2015-08-24,3
4042,2015-08-24,4
4043,2015-08-24,5
4044,2015-08-24,6
4045,2015-08-24,7
4046,2015-08-24,8
4047,2015-08-24,9
4048,2015-08-24,10
4049,2015-08-24,11
4050,2015-08-25,2
4051,2015-08-25,3
4052,2015-08-25,4
4053,2015-08-25,5
4054,2015-08-25,6
4055,2015-08-25,7
4056,2015-08-25,8
4057,2015-08-25,9
4058,2015-08-25,10
4059,2015-08-25,11
4060,2015-08-26,2
4061,2015-08-26,3
4062,2015-08-26,4
4063,2015-08-26,5
4064,2015-08-26,6
4065,2015-08-26,7
4066,2015-08-26,8
4067,2015-08-26,9
4068,2015-08-26,10
4069,2015-08-26,11
4070,2015-08-27,2
4071,2015-08-27,3
4072,2015-08-27,4
4073,2015-08-27,5
4074,2015-08-27,6
4075,2015-08-27,7
4076,2015-08-27,8
4077,2015-08-27,9
4078,2015-08-27,10
4079,2015-08-27,11
4080,2015-08-28,2
4081,2015-08-28,3
4082,2015-08-28,4
4083,2015-08-28,5
4084,2015-08-28,6
4085,2015-08-28,7
4086,2015-08-28,8
4087,2015-08-28,9
4088,2015-08-28,10
4089,2015-08-28,11
4090,2015-08-31,2
4091,2015-08-31,3
4092,2015-08-31,4
4093,2015-08-31,5
4094,2015-08-31,6
4095,2015-08-31,7
4096,2015-08-31,8
4097,2015-08-31,9
4098,2015-08-31,10
4099,2015-08-31,11
4100,2015-09-01,2
4101,2015-09-01,3
4102,2015-09-01,4
4103,2015-09-01,5
4104,2015-09-01,6
4105,2015-09-01,7
4106,2015-09-01,8
4107,2015-09-01,9
4108,2015-09-01,10
4109,2015-09-01,11
4110,2015-09-02,2
4111,2015-09-02,3
4112,2015-09-02,4
4113,2015-09-02,5
4114,2015-09-02,6
4115,2015-09-02,7
4116,2015-09-02,8
4117,2015-09-02,9
4118,2015-09-02,10
4119,2015-09-02,11
4120,2015-09-03,2
4121,2015-09-03,3
4122,2015-09-03,4
4123,2015-09-03,5
4124,2015-09-03,6
4125,2015-09-03,7
4126,2015-09-03,8
4127,2015-09-03,9
4128,2015-09-03,10
4129,2015-09-03,11
4130,2015-09-04,2
4131,2015-09-04,3
4132,2015-09-04,4
4133,2015-09-04,5
4134,2015-09-04,6
4135,2015-09-04,7
4136,2015-09-04,8
4137,2015-09-04,9
4138,2015-09-04,10
4139,2015-09-04,11
4140,2015-09-07,2
4141,2015-09-07,3
4142,2015-09-07,4
4143,2015-09-07,5
4144,2015-09-07,6
4145,2015-09-07,7
4146,2015-09-07,8
4147,2015-09-07,9
4148,2015-09-07,10
4149,2015-09-07,11
4150,2015-09-08,2
4151,2015-09-08,3
4152,2015-09-08,4
4153,2015-09-08,5
4154,2015-09-08,6
4155,2015-09-08,7
4156,2015-09-08,8
4157,2015-09-08,9
4158,2015-09-08,10
4159,2015-09-08,11
4160,2015-09-09,2
4161,2015-09-09,3
4162,2015-09-09,4
4163,2015-09-09,5
4164,2015-09-09,6
4165,2015-09-09,7
4166,2015-09-09,8
4167,2015-09-09,9
4168,2015-09-09,10
4169,2015-09-09,11
4170,2015-09-10,2
4171,2015-09-10,3
4172,2015-09-10,4
4173,2015-09-10,5
4174,2015-09-10,6
4175,2015-09-10,7
4176,2015-09-10,8
4177,2015-09-10,9
4178,2015-09-10,10
4179,2015-09-10,11
4180,2015-09-11,2
4181,2015-09-11,3
4182,2015-09-11,4
4183,2015-09-11,5
4184,2015-09-11,6
4185,2015-09-11,7
4186,2015-09-11,8
4187,2015-09-11,9
4188,2015-09-11,10
4189,2015-09-11,11
4190,2015-09-14,2
4191,2015-09-14,3
4192,2015-09-14,4
4193,2015-09-14,5
4194,2015-09-14,6
4195,2015-09-14,7
4196,2015-09-14,8
4197,2015-09-14,9
4198,2015-09-14,10
4199,2015-09-14,11
4200,2015-09-15,2
4201,2015-09-15,3
4202,2015-09-15,4
4203,2015-09-15,5
4204,2015-09-15,6
4205,2015-09-15,7
4206,2015-09-15,8
4207,2015-09-15,9
4208,2015-09-15,10
4209,2015-09-15,11
4210,2015-09-16,2
4211,2015-09-16,3
4212,2015-09-16,4
4213,2015-09-16,5
4214,2015-09-16,6
4215,2015-09-16,7
4216,2015-09-16,8
4217,2015-09-16,9
4218,2015-09-16,10
4219,2015-09-16,11
4220,2015-09-17,2
4221,2015-09-17,3
4222,2015-09-17,4
4223,2015-09-17,5
4224,2015-09-17,6
4225,2015-09-17,7
4226,2015-09-17,8
4227,2015-09-17,9
4228,2015-09-17,10
4229,2015-09-17,11
4230,2015-09-18,2
4231,2015-09-18,3
4232,2015-09-18,4
4233,2015-09-18,5
4234,2015-09-18,6
4235,2015-09-18,7
4236,2015-09-18,8
4237,2015-09-18,9
4238,2015-09-18,10
4239,2015-09-18,11
4240,2015-09-21,2
4241,2015-09-21,3
4242,2015-09-21,4
4243,2015-09-21,5
4244,2015-09-21,6
4245,2015-09-21,7
4246,2015-09-21,8
4247,2015-09-21,9
4248,2015-09-21,10
4249,2015-09-21,11
4250,2015-09-22,2
4251,2015-09-22,3
4252,2015-09-22,4
4253,2015-09-22,5
4254,2015-09-22,6
4255,2015-09-22,7
4256,2015-09-22,8
4257,2015-09-22,9
4258,2015-09-22,10
4259,2015-09-22,11
4260,2015-09-23,2
4261,2015-09-23,3
4262,2015-09-23,4
4263,2015-09-23,5
4264,2015-09-23,6
4265,2015-09-23,7
4266,2015-09-23,8
4267,2015-09-23,9
4268,2015-09-23,10
4269,2015-09-23,11
4270,2015-09-24,2
4271,2015-09-24,3
4272,2015-09-24,4
4273,2015-09-24,5
4274,2015-09-24,6
4275,2015-09-24,7
4276,2015-09-24,8
4277,2015-09-24,9
4278,2015-09-24,10
4279,2015-09-24,11
4280,2015-09-25,2
4281,2015-09-25,3
4282,2015-09-25,4
4283,2015-09-25,5
4284,2015-09-25,6
4285,2015-09-25,7
4286,2015-09-25,8
4287,2015-09-25,9
4288,2015-09-25,10
4289,2015-09-25,11
4290,2015-09-30,2
4291,2015-09-30,3
4292,2015-09-30,4
4293,2015-09-30,5
4294,2015-09-30,6
4295,2015-09-30,7
4296,2015-09-30,8
4297,2015-09-30,9
4298,2015-09-30,10
4299,2015-09-30,11
4300,2015-10-01,2
4301,2015-10-01,3
4302,2015-10-01,4
4303,2015-10-01,5
4304,2015-10-01,6
4305,2015-10-01,7
4306,2015-10-01,8
4307,2015-10-01,9
4308,2015-10-01,10
4309,2015-10-01,11
4310,2015-10-02,2
4311,2015-10-02,3
4312,2015-10-02,4
4313,2015-10-02,5
4314,2015-10-02,6
4315,2015-10-02,7
4316,2015-10-02,8
4317,2015-10-02,9
4318,2015-10-02,10
4319,2015-10-02,11
4320,2015-10-05,2
4321,2015-10-05,3
4322,2015-10-05,4
4323,2015-10-05,5
4324,2015-10-05,6
4325,2015-10-05,7
4326,2015-10-05,8
4327,2015-10-05,9
4328,2015-10-05,10
4329,2015-10-05,11
4330,2015-10-06,2
4331,2015-10-06,3
4332,2015-10-06,4
4333,2015-10-06,5
4334,2015-10-06,6
4335,2015-10-06,7
4336,2015-10-06,8
4337,2015-10-06,9
4338,2015-10-06,10
4339,2015-10-06,11
4340,2015-10-07,2
4341,2015-10-07,3
4342,2015-10-07,4
4343,2015-10-07,5
4344,2015-10-07,6
4345,2015-10-07,7
4346,2015-10-07,8
4347,2015-10-07,9
4348,2015-10-07,10
4349,2015-10-07,11
4350,2015-10-08,2
4351,2015-10-08,3
4352,2015-10-08,4
4353,2015-10-08,5
4354,2015-10-08,6
4355,2015-10-08,7
4356,2015-10-08,8
4357,2015-10-08,9
4358,2015-10-08,10
4359,2015-10-08,11
4360,2015-10-12,2
4361,2015-10-12,3
4362,2015-10-12,4
4363,2015-10-12,5
4364,2015-10-12,6
4365,2015-10-12,7
4366,2015-10-12,8
4367,2015-10-12,9
4368,2015-10-12,10
4369,2015-10-12,11
4370,2015-10-13,2
4371,2015-10-13,3
4372,2015-10-13,4
4373,2015-10-13,5
4374,2015-10-13,6
4375,2015-10-13,7
4376,2015-10-13,8
4377,2015-10-13,9
4378,2015-10-13,10
4379,2015-10-13,11
4380,2015-10-14,2
4381,2015-10-14,3
4382,2015-10-14,4
4383,2015-10-14,5
4384,2015-10-14,6
4385,2015-10-14,7
4386,2015-10-14,8
4387,2015-10-14,9
4388,2015-10-14,10
4389,2015-10-14,11
4390,2015-10-15,2
4391,2015-10-15,3
4392,2015-10-15,4
4393,2015-10-15,5
4394,2015-10-15,6
4395,2015-10-15,7
4396,2015-10-15,8
4397,2015-10-15,9
4398,2015-10-15,10
4399,2015-10-15,11
4400,2015-10-16,2
4401,2015-10-16,3
4402,2015-10-16,4
4403,2015-10-16,5
4404,2015-10-16,6
4405,2015-10-16,7
4406,2015-10-16,8
4407,2015-10-16,9
4408,2015-10-16,10
4409,2015-10-16,11
4410,2015-10-19,2
4411,2015-10-19,3
4412,2015-10-19,4
4413,2015-10-19,5
4414,2015-10-19,6
4415,2015-10-19,7
4416,2015-10-19,8
4417,2015-10-19,9
4418,2015-10-19,10
4419,2015-10-19,11
4420,2015-10-20,2
4421,2015-10-20,3
4422,2015-10-20,4
4423,2015-10-20,5
4424,2015-10-20,6
4425,2015-10-20,7
4426,2015-10-20,8
4427,2015-10-20,9
4428,2015-10-20,10
4429,2015-10-20,11
4430,2015-10-21,2
4431,2015-10-21,3
4432,2015-10-21,4
4433,2015-10-21,5
4434,2015-10-21,6
4435,2015-10-21,7
4436,2015-10-21,8
4437,2015-10-21,9
4438,2015-10-21,10
4439,2015-10-21,11
4440,2015-10-22,2
4441,2015-10-22,3
4442,2015-10-22,4
4443,2015-10-22,5
4444,2015-10-22,6
4445,2015-10-22,7
4446,2015-10-22,8
4447,2015-10-22,9
4448,2015-10-22,10
4449,2015-10-22,11
4450,2015-10-23,2
4451,2015-10-23,3
4452,2015-10-23,4
4453,2015-10-23,5
4454,2015-10-23,6
4455,2015-10-23,7
4456,2015-10-23,8
4457,2015-10-23,9
4458,2015-10-23,10
4459,2015-10-23,11
4460,2015-10-26,2
4461,2015-10-26,3
4462,2015-10-26,4
4463,2015-10-26,5
4464,2015-10-26,6
4465,2015-10-26,7
4466,2015-10-26,8
4467,2015-10-26,9
4468,2015-10-26,10
4469,2015-10-26,11
4470,2015-10-27,2
4471,2015-10-27,3
4472,2015-10-27,4
4473,2015-10-27,5
4474,2015-10-27,6
4475,2015-10-27,7
4476,2015-10-27,8
4477,2015-10-27,9
4478,2015-10-27,10
4479,2015-10-27,11
4480,2015-10-28,2
4481,2015-10-28,3
4482,2015-10-28,4
4483,2015-10-28,5
4484,2015-10-28,6
4485,2015-10-28,7
4486,2015-10-28,8
4487,2015-10-28,9
4488,2015-10-28,10
4489,2015-10-28,11
4490,2015-10-29,2
4491,2015-10-29,3
4492,2015-10-29,4
4493,2015-10-29,5
4494,2015-10-29,6
4495,2015-10-29,7
4496,2015-10-29,8
4497,2015-10-29,9
4498,2015-10-29,10
4499,2015-10-29,11
4500,2015-10-30,2
4501,2015-10-30,3
4502,2015-10-30,4
4503,2015-10-30,5
4504,2015-10-30,6
4505,2015-10-30,7
4506,2015-10-30,8
4507,2015-10-30,9
4508,2015-10-30,10
4509,2015-10-30,11
4510,2015-11-02,2
4511,2015-11-02,3
4512,2015-11-02,4
4513,2015-11-02,5
4514,2015-11-02,6
4515,2015-11-02,7
4516,2015-11-02,8
4517,2015-11-02,9
4518,2015-11-02,10
4519,2015-11-02,11
4520,2015-11-03,2
4521,2015-11-03,3
4522,2015-11-03,4
4523,2015-11-03,5
4524,2015-11-03,6
4525,2015-11-03,7
4526,2015-11-03,8
4527,2015-11-03,9
4528,2015-11-03,10
4529,2015-11-03,11
4530,2015-11-04,2
4531,2015-11-04,3
4532,2015-11-04,4
4533,2015-11-04,5
4534,2015-11-04,6
4535,2015-11-04,7
4536,2015-11-04,8
4537,2015-11-04,9
4538,2015-11-04,10
4539,2015-11-04,11
4540,2015-11-05,2
4541,2015-11-05,3
4542,2015-11-05,4
4543,2015-11-05,5
4544,2015-11-05,6
4545,2015-11-05,7
4546,2015-11-05,8
4547,2015-11-05,9
4548,2015-11-05,10
4549,2015-11-05,11
4550,2015-11-06,2
4551,2015-11-06,3
4552,2015-11-06,4
4553,2015-11-06,5
4554,2015-11-06,6
4555,2015-11-06,7
4556,2015-11-06,8
4557,2015-11-06,9
4558,2015-11-06,10
4559,2015-11-06,11
4560,2015-11-09,2
4561,2015-11-09,3
4562,2015-11-09,4
4563,2015-11-09,5
4564,2015-11-09,6
4565,2015-11-09,7
4566,2015-11-09,8
4567,2015-11-09,9
4568,2015-11-09,10
4569,2015-11-09,11
4570,2015-11-10,2
4571,2015-11-10,3
4572,2015-11-10,4
4573,2015-11-10,5
4574,2015-11-10,6
4575,2015-11-10,7
4576,2015-11-10,8
4577,2015-11-10,9
