date,open,high,low,close,volume,roe,per,pbr,Date,Category,count,pos,neg
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,2,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,3,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,4,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,5,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,6,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,7,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,8,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,9,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,10,4.0,3.0,1.0
2015-05-07,418000,434000,405000,419000,77887,6.18,28.8,1.7,2015-05-07,11,4.0,3.0,1.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,2,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,3,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,4,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,5,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,6,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,7,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,8,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,9,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,10,3.0,1.0,2.0
2015-05-08,422000,445500,418500,443500,110004,6.18,28.8,1.7,2015-05-08,11,3.0,1.0,2.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,2,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,3,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,4,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,5,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,6,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,7,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,8,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,9,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,10,7.0,3.0,0.0
2015-05-11,445000,469500,444500,455500,64280,6.18,28.8,1.7,2015-05-11,11,7.0,3.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,2,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,3,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,4,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,5,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,6,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,7,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,8,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,9,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,10,1.0,0.0,0.0
2015-05-12,452000,457000,445000,451500,37810,6.18,28.8,1.7,2015-05-12,11,1.0,0.0,0.0
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,2,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,3,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,4,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,5,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,6,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,7,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,8,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,9,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,10,,,
2015-05-13,449500,456500,446000,450500,30609,6.18,28.8,1.7,2015-05-13,11,,,
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,2,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,3,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,4,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,5,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,6,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,7,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,8,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,9,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,10,4.0,1.0,0.0
2015-05-14,453000,454000,440500,447000,41340,6.18,28.8,1.7,2015-05-14,11,4.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,2,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,3,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,4,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,5,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,6,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,7,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,8,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,9,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,10,3.0,1.0,0.0
2015-05-15,449000,451000,440000,443500,33971,6.18,28.8,1.7,2015-05-15,11,3.0,1.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,2,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,3,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,4,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,5,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,6,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,7,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,8,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,9,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,10,4.0,4.0,0.0
2015-05-18,443500,450500,440000,447000,37232,6.18,28.8,1.7,2015-05-18,11,4.0,4.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,2,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,3,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,4,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,5,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,6,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,7,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,8,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,9,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,10,1.0,0.0,0.0
2015-05-19,448000,455000,443500,445000,44781,6.18,28.8,1.7,2015-05-19,11,1.0,0.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,2,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,3,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,4,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,5,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,6,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,7,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,8,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,9,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,10,2.0,2.0,0.0
2015-05-20,445000,453000,444000,447500,43723,6.18,28.8,1.7,2015-05-20,11,2.0,2.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,2,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,3,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,4,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,5,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,6,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,7,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,8,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,9,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,10,1.0,1.0,0.0
2015-05-21,448000,460500,446000,458500,47131,6.18,28.8,1.7,2015-05-21,11,1.0,1.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,2,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,3,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,4,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,5,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,6,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,7,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,8,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,9,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,10,2.0,0.0,0.0
2015-05-22,461500,464000,436000,444500,80727,6.18,28.8,1.7,2015-05-22,11,2.0,0.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,2,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,3,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,4,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,5,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,6,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,7,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,8,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,9,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,10,5.0,4.0,0.0
2015-05-26,445000,445500,420000,425500,92660,6.18,28.8,1.7,2015-05-26,11,5.0,4.0,0.0
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,2,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,3,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,4,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,5,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,6,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,7,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,8,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,9,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,10,,,
2015-05-27,421000,424500,407500,424500,81908,6.18,28.8,1.7,2015-05-27,11,,,
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,2,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,3,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,4,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,5,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,6,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,7,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,8,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,9,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,10,1.0,1.0,0.0
2015-05-28,420000,426500,418500,418500,32993,6.18,28.8,1.7,2015-05-28,11,1.0,1.0,0.0
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,2,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,3,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,4,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,5,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,6,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,7,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,8,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,9,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,10,,,
2015-05-29,415000,423000,410000,410000,56305,6.18,28.8,1.7,2015-05-29,11,,,
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,2,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,3,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,4,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,5,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,6,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,7,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,8,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,9,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,10,3.0,3.0,0.0
2015-06-01,412500,421500,404000,420500,49794,6.18,28.8,1.7,2015-06-01,11,3.0,3.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,2,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,3,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,4,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,5,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,6,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,7,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,8,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,9,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,10,1.0,1.0,0.0
2015-06-02,421000,423500,400500,404000,77343,6.18,28.8,1.7,2015-06-02,11,1.0,1.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,2,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,3,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,4,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,5,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,6,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,7,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,8,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,9,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,10,5.0,4.0,0.0
2015-06-03,404000,409500,399500,406000,52018,6.18,28.8,1.7,2015-06-03,11,5.0,4.0,0.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,2,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,3,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,4,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,5,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,6,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,7,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,8,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,9,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,10,3.0,2.0,1.0
2015-06-04,398500,402000,390500,395500,71777,6.18,28.8,1.7,2015-06-04,11,3.0,2.0,1.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,2,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,3,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,4,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,5,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,6,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,7,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,8,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,9,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,10,2.0,1.0,0.0
2015-06-05,392000,404000,392000,402000,43194,6.18,28.8,1.7,2015-06-05,11,2.0,1.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,2,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,3,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,4,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,5,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,6,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,7,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,8,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,9,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,10,4.0,3.0,0.0
2015-06-08,403000,405000,395000,403000,36426,6.18,28.8,1.7,2015-06-08,11,4.0,3.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,2,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,3,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,4,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,5,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,6,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,7,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,8,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,9,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,10,2.0,1.0,0.0
2015-06-09,399000,415500,399000,408500,48003,6.18,28.8,1.7,2015-06-09,11,2.0,1.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,2,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,3,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,4,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,5,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,6,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,7,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,8,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,9,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,10,2.0,2.0,0.0
2015-06-10,414000,414000,395500,398000,61087,6.18,28.8,1.7,2015-06-10,11,2.0,2.0,0.0
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,2,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,3,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,4,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,5,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,6,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,7,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,8,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,9,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,10,,,
2015-06-11,402000,402500,392000,395500,36391,6.18,28.8,1.7,2015-06-11,11,,,
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,2,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,3,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,4,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,5,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,6,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,7,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,8,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,9,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,10,1.0,0.0,0.0
2015-06-12,397500,406500,394500,401500,52707,6.18,28.8,1.7,2015-06-12,11,1.0,0.0,0.0
