date,open,high,low,close,volume,ROE,PER,PBR,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio,label,economics,IT,finance,social,politics
2014-01-02,277500,281000,276000,279500,101630,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,0,0.005366726296959,-0.012522361359571,0,0,,0,0,0,0,1
2014-01-02,277500,281000,276000,279500,101630,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,0,0.005366726296959,-0.012522361359571,0,0,,1,0,0,0,0
2014-01-02,277500,281000,276000,279500,101630,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,0,0.005366726296959,-0.012522361359571,0,0,,0,1,0,0,0
2014-01-02,277500,281000,276000,279500,101630,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,0,0.005366726296959,-0.012522361359571,0,0,,0,0,1,0,0
2014-01-02,277500,281000,276000,279500,101630,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,0,0.005366726296959,-0.012522361359571,0,0,,0,0,0,1,0
2014-01-03,278000,280000,274500,278500,78910,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005366726296959,0.005385996409336,-0.014362657091562,-0.003577817531306,-0.223556036603365,,0,0,0,0,1
2014-01-03,278000,280000,274500,278500,78910,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005366726296959,0.005385996409336,-0.014362657091562,-0.003577817531306,-0.223556036603365,,1,0,0,0,0
2014-01-03,278000,280000,274500,278500,78910,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005366726296959,0.005385996409336,-0.014362657091562,-0.003577817531306,-0.223556036603365,,0,1,0,0,0
2014-01-03,278000,280000,274500,278500,78910,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005366726296959,0.005385996409336,-0.014362657091562,-0.003577817531306,-0.223556036603365,,0,0,1,0,0
2014-01-03,278000,280000,274500,278500,78910,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005366726296959,0.005385996409336,-0.014362657091562,-0.003577817531306,-0.223556036603365,,0,0,0,1,0
2014-01-06,277000,278000,272500,277000,42426,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005385996409336,0.003610108303249,-0.016245487364621,-0.005385996409336,-0.462349512102395,,0,0,0,0,1
2014-01-06,277000,278000,272500,277000,42426,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005385996409336,0.003610108303249,-0.016245487364621,-0.005385996409336,-0.462349512102395,,1,0,0,0,0
2014-01-06,277000,278000,272500,277000,42426,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005385996409336,0.003610108303249,-0.016245487364621,-0.005385996409336,-0.462349512102395,,0,1,0,0,0
2014-01-06,277000,278000,272500,277000,42426,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005385996409336,0.003610108303249,-0.016245487364621,-0.005385996409336,-0.462349512102395,,0,0,1,0,0
2014-01-06,277000,278000,272500,277000,42426,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.005385996409336,0.003610108303249,-0.016245487364621,-0.005385996409336,-0.462349512102395,,0,0,0,1,0
2014-01-07,274000,277000,273000,275500,49898,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.010830324909747,0.005444646098004,-0.009074410163339,-0.005415162454874,0.176118417951256,,0,0,0,0,1
2014-01-07,274000,277000,273000,275500,49898,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.010830324909747,0.005444646098004,-0.009074410163339,-0.005415162454874,0.176118417951256,,1,0,0,0,0
2014-01-07,274000,277000,273000,275500,49898,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.010830324909747,0.005444646098004,-0.009074410163339,-0.005415162454874,0.176118417951256,3,0,1,0,0,0
2014-01-07,274000,277000,273000,275500,49898,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.010830324909747,0.005444646098004,-0.009074410163339,-0.005415162454874,0.176118417951256,,0,0,1,0,0
2014-01-07,274000,277000,273000,275500,49898,8.6,22.2,1.1,,,,,,,,,,,,,,,,,,,,,-0.010830324909747,0.005444646098004,-0.009074410163339,-0.005415162454874,0.176118417951256,,0,0,0,1,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.003629764065336,0.007285974499089,-0.009107468123862,-0.003629764065336,-0.155176560182773,,0,0,0,0,1
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.003629764065336,0.007285974499089,-0.009107468123862,-0.003629764065336,-0.155176560182773,,1,0,0,0,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.003629764065336,0.007285974499089,-0.009107468123862,-0.003629764065336,-0.155176560182773,3,0,1,0,0,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.003629764065336,0.007285974499089,-0.009107468123862,-0.003629764065336,-0.155176560182773,,0,0,1,0,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.003629764065336,0.007285974499089,-0.009107468123862,-0.003629764065336,-0.155176560182773,,0,0,0,1,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700,57687.6,-0.009793253536453,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026,-0.001831501831502,-0.005464480874317,0.78031075791721,,0,0,0,0,1
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700,57687.6,-0.009793253536453,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026,-0.001831501831502,-0.005464480874317,0.78031075791721,,1,0,0,0,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700,57687.6,-0.009793253536453,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026,-0.001831501831502,-0.005464480874317,0.78031075791721,6,0,1,0,0,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700,57687.6,-0.009793253536453,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026,-0.001831501831502,-0.005464480874317,0.78031075791721,,0,0,1,0,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700,57687.6,-0.009793253536453,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026,-0.001831501831502,-0.005464480874317,0.78031075791721,,0,0,0,1,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000,52353.6,-0.014598540145985,-0.002169860334342,,,,,,,,,,,,,,,,,0,0.016666666666667,-0.007407407407407,-0.010989010989011,-0.303921437993844,,0,0,0,0,1
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000,52353.6,-0.014598540145985,-0.002169860334342,,,,,,,,,,,,,,,,,0,0.016666666666667,-0.007407407407407,-0.010989010989011,-0.303921437993844,,1,0,0,0,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000,52353.6,-0.014598540145985,-0.002169860334342,,,,,,,,,,,,,,,,,0,0.016666666666667,-0.007407407407407,-0.010989010989011,-0.303921437993844,5,0,1,0,0,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000,52353.6,-0.014598540145985,-0.002169860334342,,,,,,,,,,,,,,,,,0,0.016666666666667,-0.007407407407407,-0.010989010989011,-0.303921437993844,,0,0,1,0,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000,52353.6,-0.014598540145985,-0.002169860334342,,,,,,,,,,,,,,,,,0,0.016666666666667,-0.007407407407407,-0.010989010989011,-0.303921437993844,2,0,0,0,1,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000,57897,-0.018382352941177,0.211513549924866,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,,0,0,0,0,1
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000,57897,-0.018382352941177,0.211513549924866,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,,1,0,0,0,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000,57897,-0.018382352941177,0.211513549924866,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,2,0,1,0,0,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000,57897,-0.018382352941177,0.211513549924866,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,,0,0,1,0,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000,57897,-0.018382352941177,0.211513549924866,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,,0,0,0,1,0
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,,0,0,0,0,1
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,,1,0,0,0,0
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,,0,1,0,0,0
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,,0,0,1,0,0
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,,0,0,0,1,0
2014-01-15,268500,270000,263500,265500,49881,8.6,22.2,1.1,268700,58260.6,-0.01190919240789,-0.143829620704215,272850,60632.2,-0.02693787795492,-0.177318322607459,,,,,,,,,,,,,0.001865671641791,0.016949152542373,-0.007532956685499,-0.009328358208955,0.133916799272562,,0,0,0,0,1
2014-01-15,268500,270000,263500,265500,49881,8.6,22.2,1.1,268700,58260.6,-0.01190919240789,-0.143829620704215,272850,60632.2,-0.02693787795492,-0.177318322607459,,,,,,,,,,,,,0.001865671641791,0.016949152542373,-0.007532956685499,-0.009328358208955,0.133916799272562,,1,0,0,0,0
