Date,Open,High,Low,Close,Volume,ROE,PER,PBR,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio
2014-01-02,74100,74200,71700,72500,301161,5.6,5.1,1.1,,,,,,,,,,,,,,,,,,,,,0.0,0.023448275862068966,-0.011034482758620689,0.0,0.0
2014-01-03,72000,72400,70400,71100,390242,5.6,5.1,1.1,,,,,,,,,,,,,,,,,,,,,-0.006896551724137931,0.01828410689170183,-0.009845288326300985,-0.019310344827586208,0.29579195181314977
2014-01-06,70500,70800,69600,70000,359174,5.6,5.1,1.1,,,,,,,,,,,,,,,,,,,,,-0.008438818565400843,0.011428571428571429,-0.005714285714285714,-0.015471167369901548,-0.07961213810917328
2014-01-07,69200,69800,69100,69700,255252,5.6,5.1,1.1,,,,,,,,,,,,,,,,,,,,,-0.011428571428571429,0.0014347202295552368,-0.00860832137733142,-0.004285714285714286,-0.2893360878014556
2014-01-08,69800,69900,66700,68000,838126,5.6,5.1,1.1,70260.0,428791.0,-0.03216623968118417,0.9546259133237405,,,,,,,,,,,,,,,,,0.0014347202295552368,0.027941176470588237,-0.01911764705882353,-0.024390243902439025,2.283523733408553
2014-01-09,67700,68600,67700,67700,247632,5.6,5.1,1.1,69300.0,418085.2,-0.023088023088023088,-0.4076996746117777,,,,,,,,,,,,,,,,,-0.004411764705882353,0.013293943870014771,0.0,-0.004411764705882353,-0.7045408446939959
2014-01-10,69500,73300,69500,70300,1396447,5.6,5.1,1.1,69140.0,619326.2,0.016777552791437663,1.254784312370444,,,,,,,,,,,,,,,,,0.026587887740029542,0.04267425320056899,-0.011379800853485065,0.03840472673559823,4.639202526329392
2014-01-13,71100,71300,70100,70600,213664,5.6,5.1,1.1,69260.0,590224.2,0.019347386658966213,-0.6379951889468443,,,,,,,,,,,,,,,,,0.011379800853485065,0.009915014164305949,-0.007082152974504249,0.004267425320056899,-0.846994551171652
2014-01-14,70300,70800,68800,69800,394272,5.6,5.1,1.1,69280.0,618028.2,0.007505773672055427,-0.3620485278827082,,,,,,,,,,,,,,,,,-0.00424929178470255,0.014326647564469915,-0.014326647564469915,-0.0113314447592068,0.8452898008087465
2014-01-15,69800,70400,68900,69700,198810,5.6,5.1,1.1,69620.0,490165.0,0.0011490950876185005,-0.5944018850795141,69940.0,459478.0,-0.0034315127251930227,-0.5673133425321778,,,,,,,,,,,,,0.0,0.010043041606886656,-0.011477761836441894,-0.0014326647564469914,-0.49575420014609206
