,Unnamed: 0,Date,Open,High,Low,Close,Volume,ROE,PER,PBR,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio
11,11,2014-01-17,225000,227000,221000,223500,221933,12.88,12.01,1.3,226400.0,148270.2,-0.012809187279151944,0.49681459929237287,226450.0,165985.0,-0.013027158313093399,0.3370666024038317,,,,,,,,,,,,,-0.006622516556291391,0.015659955257270694,-0.011185682326621925,-0.013245033112582781,0.627432719806409
12,12,2014-01-20,222000,223000,217500,218500,161995,12.88,12.01,1.3,224900.0,152096.0,-0.02845709204090707,0.06508389438249526,225500.0,172932.4,-0.031042128603104215,-0.06324667904915443,,,,,,,,,,,,,-0.006711409395973154,0.020594965675057208,-0.004576659038901602,-0.02237136465324385,-0.27007249935791433
13,13,2014-01-21,219500,222500,218000,221000,157241,12.88,12.01,1.3,223600.0,159024.6,-0.011627906976744186,-0.011215874776606925,224700.0,167598.0,-0.016466399643969738,-0.061796680151314454,,,,,,,,,,,,,0.004576659038901602,0.006787330316742082,-0.013574660633484163,0.011441647597254004,-0.02934658477113491
14,14,2014-01-22,220500,221000,217500,219000,148465,12.88,12.01,1.3,221700.0,165200.8,-0.012178619756427604,-0.10130580481450446,223750.0,161293.2,-0.021229050279329607,-0.07953342112376721,,,,,,,,,,,,,-0.0022624434389140274,0.0091324200913242,-0.00684931506849315,-0.00904977375565611,-0.05581241533696682
15,15,2014-01-23,219500,219500,213000,215500,293642,12.88,12.01,1.3,219500.0,196655.2,-0.018223234624145785,0.4931819753558512,222800.0,168086.6,-0.032764811490125674,0.7469685269378998,,,,,,,,,,,,,0.00228310502283105,0.018561484918793503,-0.01160092807424594,-0.01598173515981735,0.9778533661132254
16,16,2014-01-24,213000,215500,212500,212500,151940,12.88,12.01,1.3,217300.0,182656.6,-0.02208927749654855,-0.16816583687641182,221850.0,165463.4,-0.0421455938697318,-0.0817304612379535,,,,,,,,,,,,,-0.01160092807424594,0.01411764705882353,0.0,-0.013921113689095127,-0.4825672076882735
17,17,2014-01-27,211500,212000,205000,205500,307320,12.88,12.01,1.3,214700.0,211721.6,-0.04285048905449464,0.4515288000846394,219800.0,181908.8,-0.06505914467697907,0.6894179940717547,,,,,,,,,,,,,-0.004705882352941176,0.031630170316301706,-0.0024330900243309003,-0.03294117647058824,1.022640515993155
18,18,2014-01-28,207500,215000,206500,213000,188735,12.88,12.01,1.3,213100.0,218020.4,-0.0004692632566870014,-0.13432412746697095,218350.0,188522.5,-0.0245019464163041,0.0011271864101101991,,,,,,,,,,,,,0.009732360097323601,0.009389671361502348,-0.03051643192488263,0.0364963503649635,-0.3858681504620591
19,19,2014-01-29,212500,216500,210000,216500,210964,12.88,12.01,1.3,212600.0,230520.2,0.018344308560677328,-0.08483508169782956,217150.0,197860.5,-0.0029933225880727607,0.06622595212283401,222025.0,176444.55,-0.024884585069248958,0.19563908321339488,,,,,,,,,-0.002347417840375587,0.0,-0.03002309468822171,0.01643192488262911,0.11777889633613267
20,20,2014-02-03,212500,215500,212500,214500,170913,12.88,12.01,1.3,212400.0,205974.4,0.009887005649717515,-0.17022212469122375,215950.0,201314.8,-0.006714517249363279,-0.15101621937383636,221350.0,178727.2,-0.030946464874632935,-0.04372138096495671,,,,,,,,,-0.018475750577367205,0.004662004662004662,-0.009324009324009324,-0.009237875288683603,-0.18984755692914432
21,21,2014-02-04,210500,211000,205000,207500,287466,12.88,12.01,1.3,211400.0,233079.6,-0.018448438978240302,0.2333383101738633,214350.0,207868.1,-0.03195707954280382,0.38292503755987567,220400.0,186926.55,-0.05852994555353902,0.5378553768846641,,,,,,,,,-0.018648018648018648,0.016867469879518072,-0.012048192771084338,-0.03263403263403263,0.6819434449105686
22,22,2014-02-05,207000,209000,204500,204500,197497,12.88,12.01,1.3,211200.0,211115.0,-0.03172348484848485,-0.06450512753712431,212950.0,211418.3,-0.039680676215073964,-0.06584718541394,219225.0,192175.35,-0.06716843425704185,0.027691636830634074,,,,,,,,,-0.0024096385542168677,0.022004889975550123,0.0,-0.014457831325301205,-0.312972664593378
23,23,2014-02-06,206500,208500,205000,205500,130265,12.88,12.01,1.3,209700.0,199421.0,-0.020028612303290415,-0.3467839395048666,211400.0,208720.7,-0.027909176915799434,-0.3758884480552241,218050.0,188159.35,-0.05755560651226783,-0.30768787200848646,,,,,,,,,0.009779951100244499,0.014598540145985401,-0.0024330900243309003,0.004889975550122249,-0.34042036081560734
24,24,2014-02-07,207500,208000,203500,206000,159668,12.88,12.01,1.3,207600.0,189161.8,-0.007707129094412331,-0.155918372525531,210100.0,209841.0,-0.01951451689671585,-0.2391000805371686,216925.0,185567.1,-0.05036302869655411,-0.13956730476469162,,,,,,,,,0.009732360097323601,0.009708737864077669,-0.012135922330097087,0.0024330900243309003,0.22571680804513874
25,25,2014-02-10,207500,207500,205500,206500,103694,12.88,12.01,1.3,206000.0,175718.0,0.0024271844660194173,-0.4098840187117996,209200.0,190846.2,-0.012906309751434034,-0.456661961307063,216000.0,179466.4,-0.04398148148148148,-0.4222093940704221,,,,,,,,,0.007281553398058253,0.004842615012106538,-0.004842615012106538,0.0024271844660194173,-0.3505649222135932
26,26,2014-02-11,204500,207500,204000,206500,114576,12.88,12.01,1.3,205800.0,141140.0,0.003401360544217687,-0.1882102876576449,208600.0,187109.8,-0.010067114093959731,-0.38765366645680766,215225.0,176286.6,-0.040538970844465096,-0.350058370857456,,,,,,,,,-0.009685230024213076,0.004842615012106538,-0.012106537530266344,0.0,0.10494339113159874
27,27,2014-02-12,206500,208000,204500,206000,135337,12.88,12.01,1.3,206100.0,128708.0,-0.00048520135856380397,0.05150418000435093,208650.0,169911.5,-0.012700694943685599,-0.20348534384076417,214225.0,175910.15,-0.038394211693313106,-0.23064700928286397,,,,,,,,,0.0,0.009708737864077669,-0.007281553398058253,-0.002421307506053269,0.18119850579528
28,28,2014-02-13,204500,205000,200000,200000,366509,12.88,12.01,1.3,205000.0,175956.8,-0.024390243902439025,1.08294876924336,207350.0,187688.9,-0.035447311309380274,0.9527473388143892,212850.0,188105.7,-0.06037115339440921,0.9484204891186178,,,,,,,,,-0.007281553398058253,0.025,0.0,-0.02912621359223301,1.708121208538685
29,29,2014-02-14,199500,201000,194000,198000,306414,12.88,12.01,1.3,203400.0,205306.0,-0.02654867256637168,0.4924746475991934,205500.0,197233.9,-0.0364963503649635,0.5535564626567746,211325.0,197547.2,-0.0630545368508222,0.5510925996420095,,,,,,,,,-0.0025,0.015151515151515152,-0.020202020202020204,-0.01,-0.16396595990821508
30,30,2014-02-17,199000,199000,192000,196500,392260,12.88,12.01,1.3,201400.0,263019.2,-0.02432969215491559,0.4913740137602121,203700.0,219368.6,-0.035346097201767304,0.7881319386639656,209825.0,210341.7,-0.06350530203741213,0.8648703514329302,,,,,,,,,0.005050505050505051,0.01272264631043257,-0.022900763358778626,-0.007575757575757576,0.2801634390073561
31,31,2014-02-18,196500,200000,195500,199000,157953,12.88,12.01,1.3,199900.0,271694.6,-0.004502251125562781,-0.4186376909956988,202850.0,206417.3,-0.018979541533152577,-0.23478797562026046,208600.0,207142.7,-0.046021093000958774,-0.23746769738928772,,,,,,,,,0.0,0.005025125628140704,-0.017587939698492462,0.01272264631043257,-0.597325753326875
32,32,2014-02-19,199500,204000,199000,201500,167109,12.88,12.01,1.3,199000.0,278049.0,0.01256281407035176,-0.3989944218465091,202550.0,203378.5,-0.005183905208590471,-0.17833497641097756,207750.0,207398.4,-0.030084235860409144,-0.19426090075911867,,,,,,,,,0.002512562814070352,0.01240694789081886,-0.01240694789081886,0.01256281407035176,0.05796661032079163
33,33,2014-02-20,202000,210000,201500,208500,277190,12.88,12.01,1.3,200700.0,260185.2,0.03886397608370702,0.06535652296902356,202850.0,218071.0,0.02785309341878235,0.2710997794296353,207125.0,213395.85,0.006638503319251659,0.298947472502394,,,,,,,,,0.0024813895781637717,0.007194244604316547,-0.03357314148681055,0.034739454094292806,0.6587377101173486
34,34,2014-02-21,206500,210000,205500,209500,124307,12.88,12.01,1.3,203000.0,223763.8,0.03201970443349754,-0.44447225154381537,203200.0,214534.9,0.031003937007874016,-0.42057446131142295,206650.0,212187.95,0.013791434793128478,-0.4141656017695633,,,,,,,,,-0.009592326139088728,0.002386634844868735,-0.01909307875894988,0.004796163069544364,-0.5515458710631697
35,35,2014-02-24,207000,213000,204500,210500,206435,12.88,12.01,1.3,205800.0,186598.8,0.0228377065111759,0.10630400624226959,203600.0,224809.0,0.03388998035363458,-0.08173160327211099,206400.0,207827.6,0.01986434108527132,-0.006700746195404296,,,,,,,,,-0.011933174224343675,0.011876484560570071,-0.028503562945368172,0.00477326968973747,0.6606868478846726
36,36,2014-02-25,210500,217000,210000,215000,201028,12.88,12.01,1.3,209000.0,195213.8,0.028708133971291867,0.02978375504190796,204450.0,233454.2,0.051601858645145514,-0.13889747967695595,206525.0,210282.0,0.04103619416535528,-0.04400757078589703,,,,,,,,,0.0,0.009302325581395349,-0.023255813953488372,0.021377672209026127,-0.026192263908736406
37,37,2014-02-26,213000,216000,211000,214000,166090,12.88,12.01,1.3,211500.0,195010.0,0.01182033096926714,-0.14830008717501666,205250.0,236529.5,0.04263093788063337,-0.2978042907967082,206950.0,203220.5,0.034066199565112344,-0.18271040569233912,,,,,,,,,-0.009302325581395349,0.009345794392523364,-0.014018691588785047,-0.004651162790697674,-0.17379668503890006
38,38,2014-02-27,212000,216000,212000,213000,97107,12.88,12.01,1.3,212400.0,158993.4,0.002824858757062147,-0.3892387985916396,206550.0,209589.3,0.03122730573710966,-0.5366795919448177,206950.0,198639.1,0.02923411452041556,-0.5111385422104712,,,,,,,,,-0.009345794392523364,0.014084507042253521,-0.004694835680751174,-0.004672897196261682,-0.415335059305196
39,39,2014-02-28,215000,218000,213500,216500,158341,12.88,12.01,1.3,213800.0,165800.2,0.012628624883068288,-0.044989089277335075,208400.0,194782.0,0.03886756238003839,-0.1870860757154152,206950.0,196007.95,0.046146412176854314,-0.1921705216548615,,,,,,,,,0.009389671361502348,0.006928406466512702,-0.013856812933025405,0.01643192488262911,0.6305827592243608
40,40,2014-03-03,212500,215500,208000,214000,162796,12.88,12.01,1.3,214500.0,157072.4,-0.002331002331002331,0.03643924712425611,210150.0,171835.6,0.018320247442303116,-0.052606095593695404,206925.0,195602.1,0.03419113205267609,-0.16771854698901498,,,,,,,,,-0.018475750577367205,0.007009345794392523,-0.028037383177570093,-0.011547344110854504,0.02813547975571709
41,41,2014-03-04,213500,216000,211500,213000,74440,12.88,12.01,1.3,214100.0,131754.8,-0.005137786081270434,-0.43501109636992347,211550.0,163484.3,0.0068541715906405105,-0.5446657568953104,207200.0,184950.8,0.027992277992277992,-0.5975145822564704,,,,,,,,,-0.002336448598130841,0.014084507042253521,-0.007042253521126761,-0.004672897196261682,-0.5427406078773435
42,42,2014-03-05,212500,216500,208000,211500,202399,12.88,12.01,1.3,213600.0,139016.6,-0.009831460674157303,0.4559340395319695,212550.0,167013.3,-0.004940014114326041,0.21187354540027659,207550.0,185195.9,0.01903155866056372,0.09289136530560345,,,,,,,,,-0.002347417840375587,0.02364066193853428,-0.016548463356973995,-0.007042253521126761,1.718954862976894
43,43,2014-03-06,210000,214000,208500,211500,140621,12.88,12.01,1.3,213300.0,147719.4,-0.008438818565400843,-0.048053268561881475,212850.0,153356.4,-0.006342494714587738,-0.08304446374588863,207850.0,185713.7,0.017560740918931922,-0.24280761193169922,,,,,,,,,-0.0070921985815602835,0.01182033096926714,-0.014184397163120567,0.0,-0.3052287807746086
44,44,2014-03-07,210500,217500,209500,210000,139239,12.88,12.01,1.3,212000.0,143899.0,-0.009433962264150943,-0.03238382476598169,212900.0,154849.6,-0.013621418506341005,-0.10081136793378868,208050.0,184692.25,0.009372746935832732,-0.24610263830777956,,,,,,,,,-0.004728132387706856,0.03571428571428571,-0.002380952380952381,-0.0070921985815602835,-0.009827835102865149
45,45,2014-03-10,210500,212500,209000,210000,127360,12.88,12.01,1.3,211200.0,136811.8,-0.005681818181818182,-0.06908614607804289,212850.0,146942.1,-0.013389711064129669,-0.1332640543452149,208225.0,185875.55,0.008524432705006604,-0.3148103663983778,,,,,,,,,0.002380952380952381,0.011904761904761904,-0.004761904761904762,0.0,-0.08531374112138122
46,46,2014-03-11,209000,210000,205000,207000,136811,12.88,12.01,1.3,210000.0,149286.0,-0.014285714285714285,-0.08356443336950552,212050.0,140520.4,-0.02381513793916529,-0.026397590670109067,208250.0,186987.3,-0.006002400960384154,-0.26834068409993617,,,,,,,,,-0.004761904761904762,0.014492753623188406,-0.00966183574879227,-0.014285714285714285,0.07420697236180905
47,47,2014-03-12,206000,206500,203500,203500,307733,12.88,12.01,1.3,208400.0,170352.8,-0.023512476007677544,0.8064452125236569,211000.0,154684.7,-0.035545023696682464,0.9894210610357713,208125.0,195607.1,-0.022222222222222223,0.5732199904809181,,,,,,,,,-0.004830917874396135,0.014742014742014743,0.0,-0.016908212560386472,1.249329366790682
48,48,2014-03-13,207500,211500,205000,207000,463865,12.88,12.01,1.3,207500.0,235001.6,-0.0024096385542168677,0.973880177837087,210400.0,191360.5,-0.016159695817490494,1.4240373535813295,208475.0,200474.9,-0.007075188871567334,1.3138308087446358,,,,,,,,,0.019656019656019656,0.021739130434782608,-0.00966183574879227,0.0171990171990172,0.5073619013885413
49,49,2014-03-14,207000,215500,207000,212000,289600,12.88,12.01,1.3,207900.0,265073.8,0.019721019721019722,0.09252593051444546,209950.0,204486.4,0.009764229578471064,0.4162311038778129,209175.0,199634.2,0.013505438030357357,0.45065324478471114,,,,,,,,,0.0,0.01650943396226415,-0.02358490566037736,0.024154589371980676,-0.37568042426136916
50,50,2014-03-17,213500,217000,213000,214500,117562,12.88,12.01,1.3,208800.0,263114.2,0.027298850574712645,-0.5531902117027512,210000.0,199963.0,0.02142857142857143,-0.41208123502848026,210075.0,185899.3,0.021063905747947163,-0.3676038586482036,,,,,,,,,0.007075471698113208,0.011655011655011656,-0.006993006993006993,0.01179245283018868,-0.5940538674033149
51,51,2014-03-18,217500,218500,214000,216500,217495,12.88,12.01,1.3,210700.0,279251.0,0.027527289985761746,-0.2211487156715643,210350.0,214268.5,0.029236985975754696,0.01505820967617732,210950.0,188876.4,0.026309552026546574,0.151520253456758,,,,,,,,,0.013986013986013986,0.009237875288683603,-0.011547344110854504,0.009324009324009324,0.850045082594716
52,52,2014-03-19,215500,217000,214500,215500,161081,12.88,12.01,1.3,213100.0,249920.6,0.011262318160488035,-0.3554712976841445,210750.0,210136.7,0.022538552787663108,-0.23344660880274606,211650.0,188575.0,0.01819040869359792,-0.14579875381148083,,,,,,,,,-0.004618937644341801,0.0069605568445475635,-0.004640371229698376,-0.004618937644341801,-0.2593806754178257
53,53,2014-03-20,215500,216000,214000,214000,257292,12.88,12.01,1.3,214500.0,208606.0,-0.002331002331002331,0.233387342645945,211000.0,221803.8,0.014218009478672985,0.1599981605364742,211925.0,187580.1,0.009791199716880972,0.3716380362309221,,,,,,,,,0.0,0.009345794392523364,0.0,-0.0069605568445475635,0.5972833543372589
54,54,2014-03-21,211500,212000,208000,209000,179726,12.88,12.01,1.3,213900.0,186631.2,-0.022907900888265546,-0.03699917269995591,210900.0,225852.5,-0.009009009009009009,-0.20423285108643915,211900.0,190351.05,-0.01368570080226522,-0.05581818434939019,,,,,,,,,-0.011682242990654205,0.014354066985645933,-0.004784688995215311,-0.02336448598130841,-0.3014707025480777
55,55,2014-03-24,209500,215000,209500,213000,142743,12.88,12.01,1.3,213600.0,191667.4,-0.0028089887640449437,-0.2552567624958652,211200.0,227390.8,0.008522727272727272,-0.3722569250822812,212025.0,187166.45,0.004598514326140785,-0.23734729167540447,,,,,,,,,0.0023923444976076554,0.009389671361502348,-0.01643192488262911,0.019138755980861243,-0.2057743453924307
56,56,2014-03-25,211000,214500,211000,212000,156750,12.88,12.01,1.3,212700.0,179518.4,-0.003291020216267043,-0.12683045303434073,211700.0,229384.7,0.0014170996693434106,-0.31665015147043374,211875.0,184952.55,0.0005899705014749262,-0.1524853266418873,,,,,,,,,-0.009389671361502348,0.01179245283018868,-0.0047169811320754715,-0.004694835680751174,0.09812740379563271
57,57,2014-03-26,214000,216000,213000,214500,94531,12.88,12.01,1.3,212500.0,166208.4,0.009411764705882352,-0.4312501654549349,212800.0,208064.5,0.007988721804511278,-0.545664926020537,211900.0,181374.6,0.012269938650306749,-0.478807947750126,,,,,,,,,0.009433962264150943,0.006993006993006993,-0.006993006993006993,0.01179245283018868,-0.39693141945773525
58,58,2014-03-27,216000,219000,216000,219000,204296,12.88,12.01,1.3,213500.0,155609.2,0.02576112412177986,0.3128786729833454,214000.0,182107.6,0.02336448598130841,0.12184225150405581,212200.0,186734.05,0.03204524033930255,0.09404792537836572,,,,,,,,,0.006993006993006993,0.0,-0.0136986301369863,0.02097902097902098,1.161153484042272
59,59,2014-03-28,218000,218500,215000,215000,85166,12.88,12.01,1.3,214700.0,136697.2,0.0013972985561248254,-0.37697333961485685,214300.0,161664.2,0.0032664489034064394,-0.4731919621041641,212125.0,183075.3,0.013553329404832056,-0.534803438803596,213700.0,185175.93333333332,0.006083294337856809,-0.5400806224278965,,,,,-0.0045662100456621,0.01627906976744186,0.0,-0.0182648401826484,-0.5831244860398638
60,60,2014-03-31,217000,217000,212000,215500,124711,12.88,12.01,1.3,215200.0,133090.8,0.0013940520446096654,-0.0629630297511172,214400.0,162379.1,0.005130597014925373,-0.23197628266199286,212200.0,181171.05,0.015551366635249765,-0.3116394699925843,213491.66666666666,185166.78333333333,0.009407080682306147,-0.3264936736763532,,,,,0.009302325581395349,0.0069605568445475635,-0.016241299303944315,0.002325581395348837,0.4643284878942301
61,61,2014-04-01,214000,219500,214000,217000,159470,12.88,12.01,1.3,216200.0,133634.8,0.0037002775208140612,0.19332688790644365,214450.0,156576.6,0.011890883655863837,0.01847913417458288,212400.0,185422.55,0.021657250470809793,-0.1399643678721924,213333.33333333334,185766.63333333333,0.017187499999999953,-0.14155735538441688,,,,,-0.0069605568445475635,0.01152073732718894,-0.013824884792626729,0.0069605568445475635,0.27871639229899525
62,62,2014-04-02,216500,217000,204500,207000,561620,12.88,12.01,1.3,214700.0,227052.6,-0.03586399627387052,1.4735237561692753,213600.0,196630.5,-0.03089887640449438,1.8562201693023208,212175.0,203383.6,-0.024390243902439025,1.761382923696896,212983.33333333334,193584.95,-0.02809296502073719,1.9011552809244725,,,,,-0.002304147465437788,0.04830917874396135,-0.012077294685990338,-0.04608294930875576,2.5217909324637864
63,63,2014-04-03,207000,207500,199000,202000,560179,12.88,12.01,1.3,211300.0,298229.2,-0.04401325130146711,0.878350610872443,212400.0,226919.2,-0.04896421845574388,1.4686275996037355,211700.0,224361.5,-0.04581955597543694,1.4967697220779856,212533.33333333334,199411.51666666666,-0.04956085319949816,1.8091607213257743,,,,,0.0,0.027227722772277228,-0.01485148514851485,-0.024154589371980676,-0.00256579181653075
64,64,2014-04-04,202500,205500,200500,204000,254514,12.88,12.01,1.3,209100.0,332098.8,-0.024390243902439025,-0.23361963367527974,211900.0,234398.0,-0.03728173666823974,0.08581984487922252,211400.0,230125.25,-0.03500473036896878,0.10598033027666455,212125.0,200128.2,-0.03830288744843842,0.27175480516988604,,,,,0.0024752475247524753,0.007352941176470588,-0.01715686274509804,0.009900990099009901,-0.5456559421185014
65,65,2014-04-07,205000,206000,198000,198000,392586,12.88,12.01,1.3,205600.0,385673.8,-0.03696498054474708,0.01792239970669517,210400.0,259382.3,-0.058935361216730035,0.5135419803124578,210800.0,243386.55,-0.06072106261859583,0.6130143592569105,211675.0,202909.5,-0.06460375575764733,0.9347837336349456,,,,,0.004901960784313725,0.04040404040404041,0.0,-0.029411764705882353,0.5424927508899314
66,66,2014-04-08,198500,205000,198500,202000,382853,12.88,12.01,1.3,202600.0,430350.4,-0.0029615004935834156,-0.11036913175867856,209400.0,281992.6,-0.03533906399235912,0.3576703785844027,210550.0,255688.65,-0.04060793160769413,0.4973406132810354,211341.66666666666,206320.85,-0.044201727061235714,0.8556195362708131,,,,,0.0025252525252525255,0.01485148514851485,-0.017326732673267328,0.020202020202020204,-0.024792020092412874
67,67,2014-04-09,201000,205000,201000,204000,209407,12.88,12.01,1.3,202000.0,359907.8,0.009900990099009901,-0.4181648744484004,208350.0,293480.2,-0.02087832973362131,-0.2864697516220856,210575.0,250772.35,-0.031224029443191262,-0.1649517979155198,210975.0,207429.86666666667,-0.03306078919303235,0.009531575009448968,,,,,-0.0049504950495049506,0.004901960784313725,-0.014705882352941176,0.009900990099009901,-0.45303549926473086
68,68,2014-04-10,204000,206500,203000,206500,224691,12.88,12.01,1.3,202900.0,292810.2,0.017742730409068506,-0.23263943674093324,207100.0,295519.7,-0.0028971511347175277,-0.2396750538119794,210550.0,238813.65,-0.019235336024697222,-0.05913669507584677,210625.0,209131.41666666666,-0.019584569732937686,0.07440098470778148,,,,,0.0,0.0,-0.01694915254237288,0.012254901960784314,0.07298705391892343
69,69,2014-04-11,204000,205500,202500,205000,100558,12.88,12.01,1.3,203100.0,262019.0,0.009354997538158542,-0.6162186711650682,206100.0,297058.9,-0.005337214944201844,-0.6614880079337802,210200.0,229361.55,-0.024738344433872503,-0.5615742917677352,210233.33333333334,208847.65,-0.024892976058347914,-0.5185102633426807,,,,,-0.012106537530266344,0.0024390243902439024,-0.012195121951219513,-0.007263922518159807,-0.5524609352399518
70,70,2014-04-14,203500,207500,203500,206000,119839,12.88,12.01,1.3,204700.0,207469.6,0.006350757205666829,-0.42237802550349546,205150.0,296571.7,0.004143309773336583,-0.5959189632726252,209775.0,229475.4,-0.017995471338338696,-0.4777697304373366,209891.66666666666,208572.13333333333,-0.01854131099376658,-0.4254313935194922,,,,,-0.007317073170731708,0.007281553398058253,-0.012135922330097087,0.004878048780487805,0.1917400902961475
71,71,2014-04-15,206500,207000,203500,207000,184749,12.88,12.01,1.3,205700.0,167848.8,0.006319883325230919,0.10068704691365093,204150.0,299099.6,0.013960323291697281,-0.38231612479588734,209300.0,227838.1,-0.01098901098901099,-0.18912157360862825,209616.66666666666,207952.4,-0.01248310407887409,-0.11158034242451635,,,,,0.0024271844660194173,0.0,-0.016908212560386472,0.0048543689320388345,0.5416433715234606
72,72,2014-04-16,205500,206500,203500,204000,127039,12.88,12.01,1.3,205700.0,151375.2,-0.008264462809917356,-0.16076741764833347,203850.0,255641.5,0.0007358351729212656,-0.5030579933226804,208725.0,226136.0,-0.022637441609773625,-0.43821859412035236,209375.0,207369.8,-0.025671641791044777,-0.3873794544818001,,,,,-0.007246376811594203,0.012254901960784314,-0.0024509803921568627,-0.014492753623188406,-0.3123697557226291
73,73,2014-04-17,204500,206000,203000,205500,67492,12.88,12.01,1.3,205500.0,119935.4,0.0,-0.43726372697302046,204200.0,206372.8,0.006366307541625857,-0.6729607777769163,208300.0,216646.0,-0.01344215074411906,-0.6884687462496423,209116.66666666666,205873.98333333334,-0.01729497090938068,-0.6721683871501005,,,,,0.0024509803921568627,0.0024330900243309003,-0.012165450121654502,0.007352941176470588,-0.46873007501633357
74,74,2014-04-18,206000,209000,205500,208500,88837,12.88,12.01,1.3,206200.0,117591.2,0.011154219204655674,-0.24452680132526922,204650.0,189805.1,0.018812606889811873,-0.531956728243867,208275.0,212101.55,0.0010803024846957148,-0.5811581763546754,208941.66666666666,204880.18333333332,-0.002113827623339801,-0.5663953509087547,,,,,0.0024330900243309003,0.002398081534772182,-0.014388489208633094,0.014598540145985401,0.3162597048539086
75,75,2014-04-21,209000,209500,206500,208000,44682,12.88,12.01,1.3,206600.0,102559.8,0.006776379477250726,-0.5643322237367858,205650.0,155014.7,0.011427182105519086,-0.7117563689121097,208025.0,207198.5,-0.00012017786323759164,-0.7843517206929587,208816.66666666666,200730.85,-0.003910926650171556,-0.7774034235395306,,,,,0.002398081534772182,0.007211538461538462,-0.007211538461538462,-0.002398081534772182,-0.49703389353535127
