,Date,Category,article
4992,2016-01-12,4,Null
4993,2016-01-12,5,Null
4994,2016-01-12,6,Null
4995,2016-01-12,7,Null
4996,2016-01-12,8,Null
4997,2016-01-12,9,Null
4998,2016-01-12,10,Null
4999,2016-01-12,11,Null
5000,2016-01-13,2,Null
5001,2016-01-13,3,Null
5002,2016-01-13,4,Null
5003,2016-01-13,5,Null
5004,2016-01-13,6,Null
5005,2016-01-13,7,Null
5006,2016-01-13,8,Null
5007,2016-01-13,9,Null
5008,2016-01-13,10,Null
5009,2016-01-13,11,Null
5010,2016-01-14,2,Null
5011,2016-01-14,3,Null
5012,2016-01-14,4,Null
5013,2016-01-14,5,Null
5014,2016-01-14,6,Null
5015,2016-01-14,7,Null
5016,2016-01-14,8,Null
5017,2016-01-14,9,Null
5018,2016-01-14,10,Null
5019,2016-01-14,11,Null
5020,2016-01-15,2,Null
5021,2016-01-15,3,Null
5022,2016-01-15,4,Null
5023,2016-01-15,5,Null
5024,2016-01-15,6,Null
5025,2016-01-15,7,Null
5026,2016-01-15,8,Null
5027,2016-01-15,9,Null
5028,2016-01-15,10,Null
5029,2016-01-15,11,Null
5030,2016-01-18,2,Null
5031,2016-01-18,3,Null
5032,2016-01-18,4,Null
5033,2016-01-18,5,Null
5034,2016-01-18,6,Null
5035,2016-01-18,7,Null
5036,2016-01-18,8,Null
5037,2016-01-18,9,Null
5038,2016-01-18,10,Null
5039,2016-01-18,11,Null
5040,2016-01-19,2,Null
5041,2016-01-19,3,Null
5042,2016-01-19,4,Null
5043,2016-01-19,5,Null
5044,2016-01-19,6,Null
5045,2016-01-19,7,Null
5046,2016-01-19,8,Null
5047,2016-01-19,9,Null
5048,2016-01-19,10,Null
5049,2016-01-19,11,Null
5050,2016-01-20,2,Null
5051,2016-01-20,3,Null
5052,2016-01-20,4,Null
5053,2016-01-20,5,Null
5054,2016-01-20,6,Null
5055,2016-01-20,7,Null
5056,2016-01-20,8,Null
5057,2016-01-20,9,Null
5058,2016-01-20,10,Null
5059,2016-01-20,11,Null
5060,2016-01-21,2,Null
5061,2016-01-21,3,Null
5062,2016-01-21,4,Null
5063,2016-01-21,5,Null
5064,2016-01-21,6,Null
5065,2016-01-21,7,Null
5066,2016-01-21,8,Null
5067,2016-01-21,9,Null
5068,2016-01-21,10,Null
5069,2016-01-21,11,Null
5070,2016-01-22,2,Null
5071,2016-01-22,3,Null
5072,2016-01-22,4,Null
5073,2016-01-22,5,Null
5074,2016-01-22,6,Null
5075,2016-01-22,7,Null
5076,2016-01-22,8,Null
5077,2016-01-22,9,Null
5078,2016-01-22,10,Null
5079,2016-01-22,11,Null
5080,2016-01-25,2,Null
5081,2016-01-25,3,Null
5082,2016-01-25,4,Null
5083,2016-01-25,5,Null
5084,2016-01-25,6,Null
5085,2016-01-25,7,Null
5086,2016-01-25,8,Null
5087,2016-01-25,9,Null
5088,2016-01-25,10,Null
5089,2016-01-25,11,Null
5090,2016-01-26,2,Null
5091,2016-01-26,3,Null
5092,2016-01-26,4,Null
5093,2016-01-26,5,Null
5094,2016-01-26,6,Null
5095,2016-01-26,7,Null
5096,2016-01-26,8,Null
5097,2016-01-26,9,Null
5098,2016-01-26,10,Null
5099,2016-01-26,11,Null
5100,2016-01-27,2,Null
5101,2016-01-27,3,Null
5102,2016-01-27,4,Null
5103,2016-01-27,5,Null
5104,2016-01-27,6,Null
5105,2016-01-27,7,Null
5106,2016-01-27,8,Null
5107,2016-01-27,9,Null
5108,2016-01-27,10,Null
5109,2016-01-27,11,Null
5110,2016-01-28,2,Null
5111,2016-01-28,3,Null
5112,2016-01-28,4,Null
5113,2016-01-28,5,Null
5114,2016-01-28,6,Null
5115,2016-01-28,7,Null
5116,2016-01-28,8,Null
5117,2016-01-28,9,Null
5118,2016-01-28,10,Null
5119,2016-01-28,11,Null
5120,2016-01-29,2,Null
5121,2016-01-29,3,Null
5122,2016-01-29,4,Null
5123,2016-01-29,5,Null
5124,2016-01-29,6,Null
5125,2016-01-29,7,Null
5126,2016-01-29,8,Null
5127,2016-01-29,9,Null
5128,2016-01-29,10,Null
5129,2016-01-29,11,Null
5130,2016-02-01,2,Null
5131,2016-02-01,3,Null
5132,2016-02-01,4,Null
5133,2016-02-01,5,Null
5134,2016-02-01,6,Null
5135,2016-02-01,7,Null
5136,2016-02-01,8,Null
5137,2016-02-01,9,Null
5138,2016-02-01,10,Null
5139,2016-02-01,11,Null
5140,2016-02-02,2,Null
5141,2016-02-02,3,Null
5142,2016-02-02,4,Null
5143,2016-02-02,5,Null
5144,2016-02-02,6,Null
5145,2016-02-02,7,Null
5146,2016-02-02,8,Null
5147,2016-02-02,9,Null
5148,2016-02-02,10,Null
5149,2016-02-02,11,Null
5150,2016-02-03,2,Null
5151,2016-02-03,3,Null
5152,2016-02-03,4,Null
5153,2016-02-03,5,Null
5154,2016-02-03,6,Null
5155,2016-02-03,7,Null
5156,2016-02-03,8,Null
5157,2016-02-03,9,Null
5158,2016-02-03,10,Null
5159,2016-02-03,11,Null
5160,2016-02-04,2,Null
5161,2016-02-04,3,Null
5162,2016-02-04,4,Null
5163,2016-02-04,5,Null
5164,2016-02-04,6,Null
5165,2016-02-04,7,Null
5166,2016-02-04,8,Null
5167,2016-02-04,9,Null
5168,2016-02-04,10,Null
5169,2016-02-04,11,Null
5170,2016-02-05,2,Null
5171,2016-02-05,3,Null
5172,2016-02-05,4,Null
5173,2016-02-05,5,Null
5174,2016-02-05,6,Null
5175,2016-02-05,7,Null
5176,2016-02-05,8,Null
5177,2016-02-05,9,Null
5178,2016-02-05,10,Null
5179,2016-02-05,11,Null
5180,2016-02-11,2,Null
5181,2016-02-11,3,Null
5182,2016-02-11,4,Null
5183,2016-02-11,5,Null
5184,2016-02-11,6,Null
5185,2016-02-11,7,Null
5186,2016-02-11,8,Null
5187,2016-02-11,9,Null
5188,2016-02-11,10,Null
5189,2016-02-11,11,Null
5190,2016-02-12,2,Null
5191,2016-02-12,3,Null
5192,2016-02-12,4,Null
5193,2016-02-12,5,Null
5194,2016-02-12,6,Null
5195,2016-02-12,7,Null
5196,2016-02-12,8,Null
5197,2016-02-12,9,Null
5198,2016-02-12,10,Null
5199,2016-02-12,11,Null
5200,2016-02-15,2,Null
5201,2016-02-15,3,Null
5202,2016-02-15,4,Null
5203,2016-02-15,5,Null
5204,2016-02-15,6,Null
5205,2016-02-15,7,Null
5206,2016-02-15,8,Null
5207,2016-02-15,9,Null
5208,2016-02-15,10,Null
5209,2016-02-15,11,Null
5210,2016-02-16,2,Null
5211,2016-02-16,3,Null
5212,2016-02-16,4,Null
5213,2016-02-16,5,Null
5214,2016-02-16,6,Null
5215,2016-02-16,7,Null
5216,2016-02-16,8,Null
5217,2016-02-16,9,Null
5218,2016-02-16,10,Null
5219,2016-02-16,11,Null
5220,2016-02-17,2,Null
5221,2016-02-17,3,Null
5222,2016-02-17,4,Null
5223,2016-02-17,5,Null
5224,2016-02-17,6,Null
5225,2016-02-17,7,Null
5226,2016-02-17,8,Null
5227,2016-02-17,9,Null
5228,2016-02-17,10,Null
5229,2016-02-17,11,Null
5230,2016-02-18,2,Null
5231,2016-02-18,3,Null
5232,2016-02-18,4,Null
5233,2016-02-18,5,Null
5234,2016-02-18,6,Null
5235,2016-02-18,7,Null
5236,2016-02-18,8,Null
5237,2016-02-18,9,Null
5238,2016-02-18,10,Null
5239,2016-02-18,11,Null
5240,2016-02-19,2,Null
5241,2016-02-19,3,Null
5242,2016-02-19,4,Null
5243,2016-02-19,5,Null
5244,2016-02-19,6,Null
5245,2016-02-19,7,Null
5246,2016-02-19,8,Null
5247,2016-02-19,9,Null
5248,2016-02-19,10,Null
5249,2016-02-19,11,Null
5250,2016-02-22,2,Null
5251,2016-02-22,3,Null
5252,2016-02-22,4,Null
5253,2016-02-22,5,Null
5254,2016-02-22,6,Null
5255,2016-02-22,7,Null
5256,2016-02-22,8,Null
5257,2016-02-22,9,Null
5258,2016-02-22,10,Null
5259,2016-02-22,11,Null
5260,2016-02-23,2,Null
5261,2016-02-23,3,Null
5262,2016-02-23,4,Null
5263,2016-02-23,5,Null
5264,2016-02-23,6,Null
5265,2016-02-23,7,Null
5266,2016-02-23,8,Null
5267,2016-02-23,9,Null
5268,2016-02-23,10,Null
5269,2016-02-23,11,Null
5270,2016-02-24,2,Null
5271,2016-02-24,3,Null
5272,2016-02-24,4,Null
5273,2016-02-24,5,Null
5274,2016-02-24,6,Null
5275,2016-02-24,7,Null
5276,2016-02-24,8,Null
5277,2016-02-24,9,Null
5278,2016-02-24,10,Null
5279,2016-02-24,11,Null
5280,2016-02-25,2,Null
5281,2016-02-25,3,Null
5282,2016-02-25,4,Null
5283,2016-02-25,5,Null
5284,2016-02-25,6,Null
5285,2016-02-25,7,Null
5286,2016-02-25,8,Null
5287,2016-02-25,9,Null
5288,2016-02-25,10,Null
5289,2016-02-25,11,Null
5290,2016-02-26,2,Null
5291,2016-02-26,3,Null
5292,2016-02-26,4,Null
5293,2016-02-26,5,Null
5294,2016-02-26,6,Null
5295,2016-02-26,7,Null
5296,2016-02-26,8,Null
5297,2016-02-26,9,Null
5298,2016-02-26,10,Null
5299,2016-02-26,11,Null
5300,2016-02-29,2,Null
5301,2016-02-29,3,Null
5302,2016-02-29,4,Null
5303,2016-02-29,5,Null
5304,2016-02-29,6,Null
5305,2016-02-29,7,Null
5306,2016-02-29,8,Null
5307,2016-02-29,9,Null
5308,2016-02-29,10,Null
5309,2016-02-29,11,Null
5310,2016-03-02,2,Null
5311,2016-03-02,3,Null
5312,2016-03-02,4,Null
5313,2016-03-02,5,Null
5314,2016-03-02,6,Null
5315,2016-03-02,7,Null
5316,2016-03-02,8,Null
5317,2016-03-02,9,Null
5318,2016-03-02,10,Null
5319,2016-03-02,11,Null
5320,2016-03-03,2,Null
5321,2016-03-03,3,Null
5322,2016-03-03,4,Null
5323,2016-03-03,5,Null
5324,2016-03-03,6,Null
5325,2016-03-03,7,Null
5326,2016-03-03,8,Null
5327,2016-03-03,9,Null
5328,2016-03-03,10,Null
5329,2016-03-03,11,Null
5330,2016-03-04,2,Null
5331,2016-03-04,3,Null
5332,2016-03-04,4,Null
5333,2016-03-04,5,Null
5334,2016-03-04,6,Null
5335,2016-03-04,7,Null
5336,2016-03-04,8,Null
5337,2016-03-04,9,Null
5338,2016-03-04,10,Null
5339,2016-03-04,11,Null
5340,2016-03-07,2,Null
5341,2016-03-07,3,Null
5342,2016-03-07,4,Null
5343,2016-03-07,5,Null
5344,2016-03-07,6,Null
5345,2016-03-07,7,Null
5346,2016-03-07,8,Null
5347,2016-03-07,9,Null
5348,2016-03-07,10,Null
5349,2016-03-07,11,Null
5350,2016-03-08,2,Null
5351,2016-03-08,3,Null
5352,2016-03-08,4,Null
5353,2016-03-08,5,Null
5354,2016-03-08,6,Null
5355,2016-03-08,7,Null
5356,2016-03-08,8,Null
5357,2016-03-08,9,Null
5358,2016-03-08,10,Null
5359,2016-03-08,11,Null
5360,2016-03-09,2,Null
5361,2016-03-09,3,Null
5362,2016-03-09,4,Null
5363,2016-03-09,5,Null
5364,2016-03-09,6,Null
5365,2016-03-09,7,Null
5366,2016-03-09,8,Null
5367,2016-03-09,9,Null
5368,2016-03-09,10,Null
5369,2016-03-09,11,Null
5370,2016-03-10,2,Null
5371,2016-03-10,3,Null
5372,2016-03-10,4,Null
5373,2016-03-10,5,Null
5374,2016-03-10,6,Null
5375,2016-03-10,7,Null
5376,2016-03-10,8,Null
5377,2016-03-10,9,Null
5378,2016-03-10,10,Null
5379,2016-03-10,11,Null
5380,2016-03-11,2,Null
5381,2016-03-11,3,Null
5382,2016-03-11,4,Null
5383,2016-03-11,5,Null
5384,2016-03-11,6,Null
5385,2016-03-11,7,Null
5386,2016-03-11,8,Null
5387,2016-03-11,9,Null
5388,2016-03-11,10,Null
5389,2016-03-11,11,Null
5390,2016-03-14,2,Null
5391,2016-03-14,3,Null
5392,2016-03-14,4,Null
5393,2016-03-14,5,Null
5394,2016-03-14,6,Null
5395,2016-03-14,7,Null
5396,2016-03-14,8,Null
5397,2016-03-14,9,Null
5398,2016-03-14,10,Null
5399,2016-03-14,11,Null
5400,2016-03-15,2,Null
5401,2016-03-15,3,Null
5402,2016-03-15,4,Null
5403,2016-03-15,5,Null
5404,2016-03-15,6,Null
5405,2016-03-15,7,Null
5406,2016-03-15,8,Null
5407,2016-03-15,9,Null
5408,2016-03-15,10,Null
5409,2016-03-15,11,Null
5410,2016-03-16,2,Null
5411,2016-03-16,3,Null
5412,2016-03-16,4,Null
5413,2016-03-16,5,Null
5414,2016-03-16,6,Null
5415,2016-03-16,7,Null
5416,2016-03-16,8,Null
5417,2016-03-16,9,Null
5418,2016-03-16,10,Null
5419,2016-03-16,11,Null
5420,2016-03-17,2,Null
5421,2016-03-17,3,Null
5422,2016-03-17,4,Null
5423,2016-03-17,5,Null
5424,2016-03-17,6,Null
5425,2016-03-17,7,Null
5426,2016-03-17,8,Null
5427,2016-03-17,9,Null
5428,2016-03-17,10,Null
5429,2016-03-17,11,Null
5430,2016-03-18,2,Null
5431,2016-03-18,3,Null
5432,2016-03-18,4,Null
5433,2016-03-18,5,Null
5434,2016-03-18,6,Null
5435,2016-03-18,7,Null
5436,2016-03-18,8,Null
5437,2016-03-18,9,Null
5438,2016-03-18,10,Null
5439,2016-03-18,11,Null
5440,2016-03-21,2,Null
5441,2016-03-21,3,Null
5442,2016-03-21,4,Null
5443,2016-03-21,5,Null
5444,2016-03-21,6,Null
5445,2016-03-21,7,Null
5446,2016-03-21,8,Null
5447,2016-03-21,9,Null
5448,2016-03-21,10,Null
5449,2016-03-21,11,Null
5450,2016-03-22,2,Null
5451,2016-03-22,3,Null
5452,2016-03-22,4,Null
5453,2016-03-22,5,Null
5454,2016-03-22,6,Null
5455,2016-03-22,7,Null
5456,2016-03-22,8,Null
5457,2016-03-22,9,Null
5458,2016-03-22,10,Null
5459,2016-03-22,11,Null
5460,2016-03-23,2,Null
5461,2016-03-23,3,Null
5462,2016-03-23,4,Null
5463,2016-03-23,5,Null
5464,2016-03-23,6,Null
5465,2016-03-23,7,Null
5466,2016-03-23,8,Null
5467,2016-03-23,9,Null
5468,2016-03-23,10,Null
5469,2016-03-23,11,Null
5470,2016-03-24,2,Null
5471,2016-03-24,3,Null
5472,2016-03-24,4,Null
5473,2016-03-24,5,Null
5474,2016-03-24,6,Null
5475,2016-03-24,7,Null
5476,2016-03-24,8,Null
5477,2016-03-24,9,Null
5478,2016-03-24,10,Null
5479,2016-03-24,11,Null
5480,2016-03-25,2,Null
5481,2016-03-25,3,Null
5482,2016-03-25,4,Null
5483,2016-03-25,5,Null
5484,2016-03-25,6,Null
5485,2016-03-25,7,Null
5486,2016-03-25,8,Null
5487,2016-03-25,9,Null
5488,2016-03-25,10,Null
5489,2016-03-25,11,Null
5490,2016-03-28,2,Null
5491,2016-03-28,3,Null
5492,2016-03-28,4,Null
5493,2016-03-28,5,Null
5494,2016-03-28,6,Null
5495,2016-03-28,7,Null
5496,2016-03-28,8,Null
5497,2016-03-28,9,Null
5498,2016-03-28,10,Null
5499,2016-03-28,11,Null
5500,2016-03-29,2,Null
5501,2016-03-29,3,Null
5502,2016-03-29,4,Null
5503,2016-03-29,5,Null
5504,2016-03-29,6,Null
5505,2016-03-29,7,Null
5506,2016-03-29,8,Null
5507,2016-03-29,9,Null
5508,2016-03-29,10,Null
5509,2016-03-29,11,Null
5510,2016-03-30,2,Null
5511,2016-03-30,3,Null
5512,2016-03-30,4,Null
5513,2016-03-30,5,Null
5514,2016-03-30,6,Null
5515,2016-03-30,7,Null
5516,2016-03-30,8,Null
5517,2016-03-30,9,Null
5518,2016-03-30,10,Null
5519,2016-03-30,11,Null
5520,2016-03-31,2,Null
5521,2016-03-31,3,Null
5522,2016-03-31,4,Null
5523,2016-03-31,5,Null
5524,2016-03-31,6,Null
5525,2016-03-31,7,Null
5526,2016-03-31,8,Null
5527,2016-03-31,9,Null
5528,2016-03-31,10,Null
5529,2016-03-31,11,Null
5530,2016-04-01,2,Null
5531,2016-04-01,3,Null
5532,2016-04-01,4,Null
5533,2016-04-01,5,Null
5534,2016-04-01,6,Null
5535,2016-04-01,7,Null
5536,2016-04-01,8,Null
5537,2016-04-01,9,Null
5538,2016-04-01,10,Null
5539,2016-04-01,11,Null
5540,2016-04-04,2,Null
5541,2016-04-04,3,Null
5542,2016-04-04,4,Null
5543,2016-04-04,5,Null
5544,2016-04-04,6,Null
5545,2016-04-04,7,Null
5546,2016-04-04,8,Null
5547,2016-04-04,9,Null
5548,2016-04-04,10,Null
5549,2016-04-04,11,Null
5550,2016-04-05,2,Null
5551,2016-04-05,3,Null
5552,2016-04-05,4,Null
5553,2016-04-05,5,Null
5554,2016-04-05,6,Null
5555,2016-04-05,7,Null
5556,2016-04-05,8,Null
5557,2016-04-05,9,Null
5558,2016-04-05,10,Null
5559,2016-04-05,11,Null
5560,2016-04-06,2,Null
5561,2016-04-06,3,Null
5562,2016-04-06,4,Null
5563,2016-04-06,5,Null
5564,2016-04-06,6,Null
5565,2016-04-06,7,Null
5566,2016-04-06,8,Null
5567,2016-04-06,9,Null
5568,2016-04-06,10,Null
5569,2016-04-06,11,Null
5570,2016-04-07,2,Null
5571,2016-04-07,3,Null
5572,2016-04-07,4,Null
5573,2016-04-07,5,Null
5574,2016-04-07,6,Null
5575,2016-04-07,7,Null
5576,2016-04-07,8,Null
5577,2016-04-07,9,Null
5578,2016-04-07,10,Null
5579,2016-04-07,11,Null
5580,2016-04-08,2,Null
5581,2016-04-08,3,Null
5582,2016-04-08,4,Null
5583,2016-04-08,5,Null
5584,2016-04-08,6,Null
5585,2016-04-08,7,Null
5586,2016-04-08,8,Null
5587,2016-04-08,9,Null
5588,2016-04-08,10,Null
5589,2016-04-08,11,Null
5590,2016-04-11,2,Null
5591,2016-04-11,3,Null
5592,2016-04-11,4,Null
5593,2016-04-11,5,Null
5594,2016-04-11,6,Null
5595,2016-04-11,7,Null
5596,2016-04-11,8,Null
5597,2016-04-11,9,Null
5598,2016-04-11,10,Null
5599,2016-04-11,11,Null
5600,2016-04-12,2,Null
5601,2016-04-12,3,Null
5602,2016-04-12,4,Null
5603,2016-04-12,5,Null
5604,2016-04-12,6,Null
5605,2016-04-12,7,Null
5606,2016-04-12,8,Null
5607,2016-04-12,9,Null
5608,2016-04-12,10,Null
5609,2016-04-12,11,Null
5610,2016-04-14,2,Null
5611,2016-04-14,3,Null
5612,2016-04-14,4,Null
5613,2016-04-14,5,Null
5614,2016-04-14,6,Null
5615,2016-04-14,7,Null
5616,2016-04-14,8,Null
5617,2016-04-14,9,Null
5618,2016-04-14,10,Null
5619,2016-04-14,11,Null
5620,2016-04-15,2,Null
5621,2016-04-15,3,Null
5622,2016-04-15,4,Null
5623,2016-04-15,5,Null
5624,2016-04-15,6,Null
5625,2016-04-15,7,Null
5626,2016-04-15,8,Null
5627,2016-04-15,9,Null
5628,2016-04-15,10,Null
5629,2016-04-15,11,Null
5630,2016-04-18,2,Null
5631,2016-04-18,3,Null
5632,2016-04-18,4,Null
5633,2016-04-18,5,Null
5634,2016-04-18,6,Null
5635,2016-04-18,7,Null
5636,2016-04-18,8,Null
5637,2016-04-18,9,Null
5638,2016-04-18,10,Null
5639,2016-04-18,11,Null
5640,2016-04-19,2,Null
5641,2016-04-19,3,Null
5642,2016-04-19,4,Null
5643,2016-04-19,5,Null
5644,2016-04-19,6,Null
5645,2016-04-19,7,Null
5646,2016-04-19,8,Null
5647,2016-04-19,9,Null
5648,2016-04-19,10,Null
5649,2016-04-19,11,Null
5650,2016-04-20,2,Null
5651,2016-04-20,3,Null
5652,2016-04-20,4,Null
5653,2016-04-20,5,Null
5654,2016-04-20,6,Null
5655,2016-04-20,7,Null
5656,2016-04-20,8,Null
5657,2016-04-20,9,Null
5658,2016-04-20,10,Null
5659,2016-04-20,11,Null
5660,2016-04-21,2,Null
5661,2016-04-21,3,Null
5662,2016-04-21,4,Null
5663,2016-04-21,5,Null
5664,2016-04-21,6,Null
5665,2016-04-21,7,Null
5666,2016-04-21,8,Null
5667,2016-04-21,9,Null
5668,2016-04-21,10,Null
5669,2016-04-21,11,Null
5670,2016-04-22,2,Null
5671,2016-04-22,3,Null
5672,2016-04-22,4,Null
5673,2016-04-22,5,Null
5674,2016-04-22,6,Null
5675,2016-04-22,7,Null
5676,2016-04-22,8,Null
5677,2016-04-22,9,Null
5678,2016-04-22,10,Null
5679,2016-04-22,11,Null
5680,2016-04-25,2,Null
5681,2016-04-25,3,Null
5682,2016-04-25,4,Null
5683,2016-04-25,5,Null
5684,2016-04-25,6,Null
5685,2016-04-25,7,Null
5686,2016-04-25,8,Null
5687,2016-04-25,9,Null
5688,2016-04-25,10,Null
5689,2016-04-25,11,Null
5690,2016-04-26,2,Null
5691,2016-04-26,3,Null
5692,2016-04-26,4,Null
5693,2016-04-26,5,Null
5694,2016-04-26,6,Null
5695,2016-04-26,7,Null
5696,2016-04-26,8,Null
5697,2016-04-26,9,Null
5698,2016-04-26,10,Null
5699,2016-04-26,11,Null
5700,2016-04-27,2,Null
5701,2016-04-27,3,Null
5702,2016-04-27,4,Null
5703,2016-04-27,5,Null
5704,2016-04-27,6,Null
5705,2016-04-27,7,Null
5706,2016-04-27,8,Null
5707,2016-04-27,9,Null
5708,2016-04-27,10,Null
5709,2016-04-27,11,Null
5710,2016-04-28,2,Null
5711,2016-04-28,3,Null
5712,2016-04-28,4,Null
5713,2016-04-28,5,Null
5714,2016-04-28,6,Null
5715,2016-04-28,7,Null
5716,2016-04-28,8,Null
5717,2016-04-28,9,Null
5718,2016-04-28,10,Null
5719,2016-04-28,11,Null
5720,2016-04-29,2,Null
5721,2016-04-29,3,Null
5722,2016-04-29,4,Null
5723,2016-04-29,5,Null
5724,2016-04-29,6,Null
5725,2016-04-29,7,Null
5726,2016-04-29,8,Null
5727,2016-04-29,9,Null
5728,2016-04-29,10,Null
5729,2016-04-29,11,Null
5730,2016-05-02,2,Null
5731,2016-05-02,3,Null
5732,2016-05-02,4,Null
5733,2016-05-02,5,Null
5734,2016-05-02,6,Null
5735,2016-05-02,7,Null
5736,2016-05-02,8,Null
5737,2016-05-02,9,Null
5738,2016-05-02,10,Null
5739,2016-05-02,11,Null
5740,2016-05-03,2,Null
5741,2016-05-03,3,Null
5742,2016-05-03,4,Null
5743,2016-05-03,5,Null
5744,2016-05-03,6,Null
5745,2016-05-03,7,Null
5746,2016-05-03,8,Null
5747,2016-05-03,9,Null
5748,2016-05-03,10,Null
5749,2016-05-03,11,Null
5750,2016-05-04,2,Null
5751,2016-05-04,3,Null
5752,2016-05-04,4,Null
5753,2016-05-04,5,Null
5754,2016-05-04,6,Null
5755,2016-05-04,7,Null
5756,2016-05-04,8,Null
5757,2016-05-04,9,Null
5758,2016-05-04,10,Null
5759,2016-05-04,11,Null
5760,2016-05-09,2,Null
5761,2016-05-09,3,Null
5762,2016-05-09,4,Null
5763,2016-05-09,5,Null
5764,2016-05-09,6,Null
5765,2016-05-09,7,Null
5766,2016-05-09,8,Null
5767,2016-05-09,9,Null
5768,2016-05-09,10,Null
5769,2016-05-09,11,Null
5770,2016-05-10,2,Null
5771,2016-05-10,3,Null
5772,2016-05-10,4,Null
5773,2016-05-10,5,Null
5774,2016-05-10,6,Null
5775,2016-05-10,7,Null
5776,2016-05-10,8,Null
5777,2016-05-10,9,Null
5778,2016-05-10,10,Null
5779,2016-05-10,11,Null
5780,2016-05-11,2,Null
5781,2016-05-11,3,Null
5782,2016-05-11,4,Null
5783,2016-05-11,5,Null
5784,2016-05-11,6,Null
5785,2016-05-11,7,Null
5786,2016-05-11,8,Null
5787,2016-05-11,9,Null
5788,2016-05-11,10,Null
5789,2016-05-11,11,Null
5790,2016-05-12,2,Null
5791,2016-05-12,3,Null
5792,2016-05-12,4,Null
5793,2016-05-12,5,Null
5794,2016-05-12,6,Null
5795,2016-05-12,7,Null
5796,2016-05-12,8,Null
5797,2016-05-12,9,Null
5798,2016-05-12,10,Null
5799,2016-05-12,11,Null
5800,2016-05-13,2,Null
5801,2016-05-13,3,Null
5802,2016-05-13,4,Null
5803,2016-05-13,5,Null
5804,2016-05-13,6,Null
5805,2016-05-13,7,Null
5806,2016-05-13,8,Null
5807,2016-05-13,9,Null
5808,2016-05-13,10,Null
5809,2016-05-13,11,Null
5810,2016-05-16,2,Null
5811,2016-05-16,3,Null
5812,2016-05-16,4,Null
5813,2016-05-16,5,Null
5814,2016-05-16,6,Null
5815,2016-05-16,7,Null
5816,2016-05-16,8,Null
5817,2016-05-16,9,Null
5818,2016-05-16,10,Null
5819,2016-05-16,11,Null
5820,2016-05-17,2,Null
5821,2016-05-17,3,Null
5822,2016-05-17,4,Null
5823,2016-05-17,5,Null
5824,2016-05-17,6,Null
5825,2016-05-17,7,Null
5826,2016-05-17,8,Null
5827,2016-05-17,9,Null
5828,2016-05-17,10,Null
5829,2016-05-17,11,Null
5830,2016-05-18,2,Null
5831,2016-05-18,3,Null
5832,2016-05-18,4,Null
5833,2016-05-18,5,Null
5834,2016-05-18,6,Null
5835,2016-05-18,7,Null
5836,2016-05-18,8,Null
5837,2016-05-18,9,Null
5838,2016-05-18,10,Null
5839,2016-05-18,11,Null
5840,2016-05-19,2,Null
5841,2016-05-19,3,Null
5842,2016-05-19,4,Null
5843,2016-05-19,5,Null
5844,2016-05-19,6,Null
5845,2016-05-19,7,Null
5846,2016-05-19,8,Null
5847,2016-05-19,9,Null
5848,2016-05-19,10,Null
5849,2016-05-19,11,Null
5850,2016-05-20,2,Null
5851,2016-05-20,3,Null
5852,2016-05-20,4,Null
5853,2016-05-20,5,Null
5854,2016-05-20,6,Null
5855,2016-05-20,7,Null
5856,2016-05-20,8,Null
5857,2016-05-20,9,Null
5858,2016-05-20,10,Null
5859,2016-05-20,11,Null
5860,2016-05-23,2,Null
5861,2016-05-23,3,Null
5862,2016-05-23,4,Null
5863,2016-05-23,5,Null
5864,2016-05-23,6,Null
5865,2016-05-23,7,Null
5866,2016-05-23,8,Null
5867,2016-05-23,9,Null
5868,2016-05-23,10,Null
5869,2016-05-23,11,Null
5870,2016-05-24,2,Null
5871,2016-05-24,3,Null
5872,2016-05-24,4,Null
5873,2016-05-24,5,Null
5874,2016-05-24,6,Null
5875,2016-05-24,7,Null
5876,2016-05-24,8,Null
5877,2016-05-24,9,Null
5878,2016-05-24,10,Null
5879,2016-05-24,11,Null
5880,2016-05-25,2,Null
5881,2016-05-25,3,Null
5882,2016-05-25,4,Null
5883,2016-05-25,5,Null
5884,2016-05-25,6,Null
5885,2016-05-25,7,Null
5886,2016-05-25,8,Null
5887,2016-05-25,9,Null
5888,2016-05-25,10,Null
5889,2016-05-25,11,Null
5890,2016-05-26,2,Null
5891,2016-05-26,3,Null
5892,2016-05-26,4,Null
5893,2016-05-26,5,Null
5894,2016-05-26,6,Null
5895,2016-05-26,7,Null
5896,2016-05-26,8,Null
5897,2016-05-26,9,Null
5898,2016-05-26,10,Null
5899,2016-05-26,11,Null
5900,2016-05-27,2,Null
5901,2016-05-27,3,Null
5902,2016-05-27,4,Null
5903,2016-05-27,5,Null
5904,2016-05-27,6,Null
5905,2016-05-27,7,Null
5906,2016-05-27,8,Null
5907,2016-05-27,9,Null
5908,2016-05-27,10,Null
5909,2016-05-27,11,Null
5910,2016-05-30,2,Null
5911,2016-05-30,3,Null
5912,2016-05-30,4,Null
5913,2016-05-30,5,Null
5914,2016-05-30,6,Null
5915,2016-05-30,7,Null
5916,2016-05-30,8,Null
5917,2016-05-30,9,Null
5918,2016-05-30,10,Null
5919,2016-05-30,11,Null
5920,2016-05-31,2,Null
5921,2016-05-31,3,Null
5922,2016-05-31,4,Null
5923,2016-05-31,5,Null
