date,open,high,low,close,volume,roe,per,pbr,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio,Date,SA,economics,IT,finance,social,politics
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000.0,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.0036297640653360002,0.007285974499089001,-0.009107468123862,-0.0036297640653360002,-0.155176560182773,2014-01-08,,0,0,0,0,1
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000.0,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.0036297640653360002,0.007285974499089001,-0.009107468123862,-0.0036297640653360002,-0.155176560182773,2014-01-08,,1,0,0,0,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000.0,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.0036297640653360002,0.007285974499089001,-0.009107468123862,-0.0036297640653360002,-0.155176560182773,2014-01-08,1.0,0,1,0,0,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000.0,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.0036297640653360002,0.007285974499089001,-0.009107468123862,-0.0036297640653360002,-0.155176560182773,2014-01-08,,0,0,1,0,0
2014-01-08,274500,276500,272000,274500,42155,8.6,22.2,1.1,277000.0,63003.8,-0.009025270758123,-0.33091337347906,,,,,,,,,,,,,,,,,-0.0036297640653360002,0.007285974499089001,-0.009107468123862,-0.0036297640653360002,-0.155176560182773,2014-01-08,,0,0,0,1,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700.0,57687.6,-0.009793253536453002,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026004,-0.001831501831502,-0.005464480874317001,0.78031075791721,2014-01-09,,0,0,0,0,1
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700.0,57687.6,-0.009793253536453002,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026004,-0.001831501831502,-0.005464480874317001,0.78031075791721,2014-01-09,,1,0,0,0,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700.0,57687.6,-0.009793253536453002,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026004,-0.001831501831502,-0.005464480874317001,0.78031075791721,2014-01-09,1.0,0,1,0,0,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700.0,57687.6,-0.009793253536453002,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026004,-0.001831501831502,-0.005464480874317001,0.78031075791721,2014-01-09,,0,0,1,0,0
2014-01-09,275500,280000,272500,273000,75049,8.6,22.2,1.1,275700.0,57687.6,-0.009793253536453002,0.300955491301424,,,,,,,,,,,,,,,,,0.003642987249545,0.025641025641026004,-0.001831501831502,-0.005464480874317001,0.78031075791721,2014-01-09,,0,0,0,1,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000.0,52353.6,-0.014598540145985,-0.0021698603343420003,,,,,,,,,,,,,,,,,0.0,0.016666666666667,-0.007407407407406999,-0.010989010989011,-0.303921437993844,2014-01-10,,0,0,0,0,1
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000.0,52353.6,-0.014598540145985,-0.0021698603343420003,,,,,,,,,,,,,,,,,0.0,0.016666666666667,-0.007407407407406999,-0.010989010989011,-0.303921437993844,2014-01-10,,1,0,0,0,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000.0,52353.6,-0.014598540145985,-0.0021698603343420003,,,,,,,,,,,,,,,,,0.0,0.016666666666667,-0.007407407407406999,-0.010989010989011,-0.303921437993844,2014-01-10,0.0,0,1,0,0,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000.0,52353.6,-0.014598540145985,-0.0021698603343420003,,,,,,,,,,,,,,,,,0.0,0.016666666666667,-0.007407407407406999,-0.010989010989011,-0.303921437993844,2014-01-10,,0,0,1,0,0
2014-01-10,273000,274500,268000,270000,52240,8.6,22.2,1.1,274000.0,52353.6,-0.014598540145985,-0.0021698603343420003,,,,,,,,,,,,,,,,,0.0,0.016666666666667,-0.007407407407406999,-0.010989010989011,-0.303921437993844,2014-01-10,0.0,0,0,0,1,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000.0,57897.0,-0.018382352941177,0.211513549924867,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,2014-01-13,,0,0,0,0,1
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000.0,57897.0,-0.018382352941177,0.211513549924867,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,2014-01-13,,1,0,0,0,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000.0,57897.0,-0.018382352941177,0.211513549924867,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,2014-01-13,0.0,0,1,0,0,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000.0,57897.0,-0.018382352941177,0.211513549924867,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,2014-01-13,,0,0,1,0,0
2014-01-13,270500,271000,265000,267000,70143,8.6,22.2,1.1,272000.0,57897.0,-0.018382352941177,0.211513549924867,,,,,,,,,,,,,,,,,0.001851851851852,0.01498127340824,-0.00749063670412,-0.011111111111111,0.3427067381317,2014-01-13,,0,0,0,1,0
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500.0,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,2014-01-14,,0,0,0,0,1
2014-01-14,266500,270000,266000,268000,43990,8.6,22.2,1.1,270500.0,56715.4,-0.009242144177449,-0.22437292164033,,,,,,,,,,,,,,,,,-0.00187265917603,0.007462686567164,-0.007462686567164,0.00374531835206,-0.372852601114865,2014-01-14,,1,0,0,0,0
