,Date,Open,High,Low,Close,Volume
0,2014-01-02,38750,39350,38450,38550,399548
1,2014-01-03,39900,41300,39800,40900,1283322
2,2014-01-06,41150,41150,40250,40500,346786
3,2014-01-07,40500,43600,40450,43300,1377761
4,2014-01-08,43700,49300,43300,47400,3617740
5,2014-01-09,47250,47750,45100,46000,2044918
6,2014-01-10,46600,47300,45050,46000,1450711
7,2014-01-13,45550,46750,45550,46450,591073
8,2014-01-14,46100,46300,45150,45150,756940
9,2014-01-15,45850,48200,45850,46150,2151388
10,2014-01-16,46750,47550,45500,45500,1346123
11,2014-01-17,45800,46800,44800,45650,1028468
12,2014-01-20,45300,45850,44850,45100,464942
13,2014-01-21,45250,45650,44850,45150,399323
14,2014-01-22,45200,45300,44450,44800,448362
15,2014-01-23,44500,45750,44100,45300,534401
16,2014-01-24,46100,46750,45000,45000,1023015
17,2014-01-27,44200,44450,42700,42700,808163
18,2014-01-28,42900,44200,42100,43600,549313
19,2014-01-29,44450,45500,44200,44750,612862
20,2014-02-03,44100,44600,43500,43800,426267
21,2014-02-04,42800,43500,42800,43150,340539
22,2014-02-05,42900,43350,40300,40500,1093822
23,2014-02-06,40300,41750,40250,41700,550549
24,2014-02-07,42200,42350,41600,41850,292067
25,2014-02-10,42200,43100,41850,42900,347918
26,2014-02-11,42750,42900,42050,42300,347465
27,2014-02-12,42800,42850,42300,42600,236741
28,2014-02-13,42600,43350,42600,43000,301399
29,2014-02-14,43350,43350,42800,42900,203063
30,2014-02-17,42750,43050,42300,42650,249237
31,2014-02-18,43100,45500,43050,44700,1249382
32,2014-02-19,45200,48900,44600,47850,3029490
33,2014-02-20,48150,48300,46150,46500,1220562
34,2014-02-21,46900,47800,46300,47050,685423
35,2014-02-24,47400,48550,47050,47150,763224
36,2014-02-25,47550,47800,46650,47400,432730
37,2014-02-26,47200,47900,46150,47150,646804
38,2014-02-27,47050,48250,47050,47300,589714
39,2014-02-28,47450,48000,47250,47950,558339
40,2014-03-03,48250,49650,48050,49550,1359682
41,2014-03-04,49400,49600,46050,46250,1061410
42,2014-03-05,47150,47300,45500,46250,1496164
43,2014-03-06,46250,46600,44950,45550,839211
44,2014-03-07,46200,46400,45750,46150,457670
45,2014-03-10,46000,46850,45250,46250,528073
46,2014-03-11,46250,47100,46250,47000,477952
47,2014-03-12,45200,45650,42300,43100,2851882
48,2014-03-13,43300,43850,41250,43200,1790990
49,2014-03-14,42600,42900,42000,42000,624776
50,2014-03-17,41600,42300,41250,41600,432192
51,2014-03-18,42000,42450,41950,42000,316762
52,2014-03-19,42250,42350,41600,41600,320425
53,2014-03-20,41400,41750,40300,40900,600318
54,2014-03-21,40850,41700,40850,41550,318393
55,2014-03-24,42100,42100,41350,41350,277185
56,2014-03-25,41500,41650,41000,41300,281022
57,2014-03-26,41300,47350,41300,46000,3239674
58,2014-03-27,46000,46300,43750,44550,1472886
59,2014-03-28,44400,45250,43750,43900,635627
60,2014-03-31,43900,44350,43350,44000,417479
61,2014-04-01,44000,45100,43850,44400,743622
62,2014-04-02,44950,46500,44800,45950,1186184
63,2014-04-03,46000,52800,46000,48850,5972697
64,2014-04-04,50100,50900,48400,49000,2030413
65,2014-04-07,48400,52400,48250,51000,2446327
66,2014-04-08,50500,51600,49500,49500,1052917
67,2014-04-09,50200,50800,49250,49600,741050
68,2014-04-10,50600,51200,49500,49650,834905
69,2014-04-11,49300,50300,48700,50000,755858
70,2014-04-14,50600,52100,50600,51500,1395248
71,2014-04-15,51800,52100,50700,50700,629886
72,2014-04-16,50600,50700,49200,49750,714390
73,2014-04-17,49600,50200,49400,49550,355141
74,2014-04-18,49800,51700,49600,51400,1276016
75,2014-04-21,51300,51700,49950,50000,684528
76,2014-04-22,49500,49800,47900,48500,1345925
77,2014-04-23,48500,49400,47600,47600,774481
78,2014-04-24,47900,48600,47100,48050,632038
79,2014-04-25,49200,50300,48000,48000,1162282
80,2014-04-28,47600,48350,47400,47600,381657
