2016-03-03,363000,363000,355500,362000,41863
2016-03-04,361500,362500,356000,357000,55906
2016-03-07,358000,368500,357500,361500,72815
2016-03-08,361500,367500,359500,366000,51233
2016-03-09,366000,382000,365000,381000,87007
2016-03-10,380000,382500,374000,382500,53005
2016-03-11,382500,383000,374500,377500,38213
2016-03-14,377500,382000,374500,376000,35568
2016-03-15,377500,381000,374000,379500,21811
2016-03-16,381500,383000,373000,377000,30434
2016-03-17,378500,383500,376000,377000,46508
2016-03-18,377500,390000,377000,388000,74870
2016-03-21,387000,390000,373000,374500,79692
2016-03-22,375500,377500,364500,367000,67901
2016-03-23,368500,370500,366000,368500,36099
2016-03-24,366000,367000,357500,360500,79370
2016-03-25,358500,361500,356000,359000,37239
2016-03-28,359000,362000,355500,357000,43463
2016-03-29,355000,356500,342000,352500,116370
2016-03-30,350500,353500,348000,353000,61119
2016-03-31,353000,353000,342500,347500,81477
2016-04-01,350000,350000,343500,345500,46797
2016-04-04,343500,345000,340000,341500,60300
2016-04-05,342000,349500,341500,345500,39731
2016-04-06,347500,361500,343000,361500,91499
2016-04-07,359000,361500,352500,360500,49719
2016-04-08,354500,357500,351500,357500,41557
2016-04-11,358000,361000,356000,357500,26657
2016-04-12,358000,359500,353000,358000,20300
2016-04-14,358500,361000,351500,357000,59125
2016-04-15,354500,364500,354500,361500,38793
2016-04-18,357500,368500,356500,368000,43209
2016-04-19,365500,368000,359000,365000,54353
2016-04-20,364500,367000,362000,365500,25255
2016-04-21,365500,369500,363500,369500,31301
2016-04-22,369000,372500,365500,371000,27194
2016-04-25,367500,372000,363500,370000,26546
2016-04-26,368500,373000,367000,373000,23347
2016-04-27,372000,374500,369000,374000,26419
2016-04-28,375000,384500,371500,378000,64063
2016-04-29,378000,380000,372000,380000,27494
2016-05-02,380000,380000,372000,375000,30413
2016-05-03,372500,378500,372500,376000,26194
2016-05-04,372000,379000,370500,379000,38507
2016-05-09,375000,380000,373000,380000,47593
2016-05-10,380000,395500,378000,387000,91444
2016-05-11,390000,400000,387000,397500,84063
2016-05-12,396000,397000,390000,393500,51793
2016-05-13,395000,400000,391500,399500,44869
2016-05-16,396000,399000,392500,398000,31036
2016-05-17,398000,399500,393500,399500,33468
2016-05-18,396000,398000,386500,389500,43110
2016-05-19,386500,392000,384000,389500,35633
2016-05-20,387000,396500,384500,391500,28620
2016-05-23,391500,394000,385500,387500,24107
2016-05-24,382000,383500,372000,382000,112510
2016-05-25,384000,393500,381500,391000,53913
2016-05-26,387000,394000,383500,387500,22729
2016-05-27,390000,390000,383000,385500,18509
2016-05-30,384000,387500,379500,386500,22031
2016-05-31,383500,386000,381000,382500,51998
2016-06-01,382000,387500,381000,384000,24388
2016-06-02,383000,384500,378500,380000,30266
2016-06-03,380000,382500,377500,380000,20906
2016-06-07,382500,383000,376500,379000,37338
2016-06-08,378500,385000,376500,383500,34222
2016-06-09,380500,382500,377500,378000,50016
2016-06-10,378000,381500,376500,380500,23628
2016-06-13,380000,380500,370500,373000,28797
2016-06-14,372500,374500,363500,367000,48692
2016-06-15,362500,366000,362500,364500,27792
2016-06-16,364500,367000,359000,361500,30195
2016-06-17,363000,368000,361500,365000,25758
2016-06-20,370000,380500,364000,379000,61066
2016-06-21,381000,393000,375500,381500,78241
2016-06-22,380500,394000,380000,391000,60622
2016-06-23,390500,394500,385500,390000,39885
2016-06-24,386000,398000,373500,385000,91367
2016-06-27,381000,391000,375000,391000,37785
2016-06-28,384500,393000,384500,391000,29445
2016-06-29,392000,398000,389000,392000,32762
2016-06-30,393000,394500,385000,388500,30734
2016-07-01,387500,392000,385500,386500,23880
2016-07-04,384500,391500,381000,389500,30358
2016-07-05,389500,393000,386500,389500,14990
2016-07-06,391000,394500,383500,391000,37130
2016-07-07,391500,392000,384500,386000,27933
2016-07-08,385000,388500,382500,386500,24431
2016-07-11,391000,391500,384000,390500,23592
2016-07-12,391000,405000,388000,402000,74088
2016-07-13,400000,404500,398000,403000,43059
2016-07-14,403500,406500,397500,406500,36022
2016-07-15,404000,405000,395000,399000,47108
2016-07-18,397000,401500,391500,396000,28305
2016-07-19,397000,397000,391500,396000,27404
2016-07-20,396000,400000,391000,399000,28623
2016-07-21,398000,406000,396000,402500,44473
2016-07-22,402500,402500,395500,400000,22107
2016-07-25,399000,404000,394000,397500,31029
2016-07-26,396000,397500,391000,394500,32005
2016-07-27,396500,398500,392500,395000,20713
2016-07-28,393000,396000,386500,392500,34514
2016-07-29,386500,394000,386500,393500,32999
2016-08-01,394000,395500,381000,387000,56835
