,Date,Open,High,Low,Close,Volume,ROE,PBR,PER
0,2014-01-02,1348000,1355000,1302000,1309000,620500,15.1,1.4,10
1,2014-01-03,1300000,1311000,1287000,1296000,529932,15.1,1.4,10
2,2014-01-06,1303000,1320000,1296000,1307000,394716,15.1,1.4,10
3,2014-01-07,1300000,1318000,1295000,1304000,395264,15.1,1.4,10
4,2014-01-08,1300000,1304000,1287000,1291000,409493,15.1,1.4,10
5,2014-01-09,1307000,1307000,1275000,1275000,425019,15.1,1.4,10
6,2014-01-10,1275000,1286000,1272000,1272000,363783,15.1,1.4,10
7,2014-01-13,1283000,1297000,1273000,1295000,328987,15.1,1.4,10
8,2014-01-14,1297000,1330000,1290000,1313000,294333,15.1,1.4,10
9,2014-01-15,1330000,1331000,1298000,1299000,234949,15.1,1.4,10
10,2014-01-16,1300000,1310000,1293000,1301000,195049,15.1,1.4,10
11,2014-01-17,1301000,1315000,1292000,1292000,255485,15.1,1.4,10
12,2014-01-20,1305000,1319000,1296000,1316000,173656,15.1,1.4,10
13,2014-01-21,1315000,1327000,1311000,1324000,151246,15.1,1.4,10
14,2014-01-22,1314000,1328000,1312000,1328000,216530,15.1,1.4,10
15,2014-01-23,1316000,1322000,1299000,1299000,206739,15.1,1.4,10
16,2014-01-24,1300000,1318000,1291000,1307000,280035,15.1,1.4,10
17,2014-01-27,1293000,1304000,1285000,1292000,266926,15.1,1.4,10
18,2014-01-28,1273000,1293000,1273000,1283000,234027,15.1,1.4,10
19,2014-01-29,1280000,1288000,1277000,1280000,383637,15.1,1.4,10
20,2014-02-03,1286000,1288000,1271000,1272000,325184,15.1,1.4,10
21,2014-02-04,1263000,1263000,1249000,1249000,320660,15.1,1.4,10
22,2014-02-05,1245000,1255000,1234000,1237000,298533,15.1,1.4,10
23,2014-02-06,1245000,1267000,1240000,1259000,303949,15.1,1.4,10
24,2014-02-07,1275000,1279000,1263000,1275000,198872,15.1,1.4,10
25,2014-02-10,1271000,1281000,1262000,1277000,155993,15.1,1.4,10
26,2014-02-11,1281000,1315000,1272000,1311000,253680,15.1,1.4,10
27,2014-02-12,1331000,1331000,1305000,1307000,200548,15.1,1.4,10
28,2014-02-13,1300000,1320000,1290000,1298000,116769,15.1,1.4,10
29,2014-02-14,1296000,1308000,1292000,1301000,124415,15.1,1.4,10
30,2014-02-17,1292000,1306000,1280000,1285000,187733,15.1,1.4,10
31,2014-02-18,1285000,1299000,1282000,1295000,118213,15.1,1.4,10
32,2014-02-19,1300000,1300000,1280000,1290000,123595,15.1,1.4,10
33,2014-02-20,1290000,1296000,1281000,1286000,190866,15.1,1.4,10
34,2014-02-21,1333000,1333000,1300000,1330000,286924,15.1,1.4,10
35,2014-02-24,1334000,1345000,1321000,1328000,148501,15.1,1.4,10
36,2014-02-25,1332000,1340000,1326000,1334000,175706,15.1,1.4,10
37,2014-02-26,1337000,1343000,1325000,1342000,258361,15.1,1.4,10
38,2014-02-27,1335000,1342000,1330000,1341000,157827,15.1,1.4,10
39,2014-02-28,1337000,1349000,1332000,1349000,284647,15.1,1.4,10
40,2014-03-03,1336000,1340000,1321000,1325000,242083,15.1,1.4,10
41,2014-03-04,1320000,1329000,1315000,1315000,158003,15.1,1.4,10
42,2014-03-05,1335000,1341000,1330000,1330000,149830,15.1,1.4,10
43,2014-03-06,1329000,1329000,1310000,1326000,172335,15.1,1.4,10
44,2014-03-07,1339000,1339000,1329000,1339000,150973,15.1,1.4,10
45,2014-03-10,1320000,1330000,1317000,1320000,173152,15.1,1.4,10
46,2014-03-11,1320000,1327000,1309000,1322000,181596,15.1,1.4,10
47,2014-03-12,1320000,1320000,1293000,1294000,251585,15.1,1.4,10
48,2014-03-13,1294000,1313000,1290000,1290000,235004,15.1,1.4,10
49,2014-03-14,1270000,1285000,1270000,1275000,216736,15.1,1.4,10
50,2014-03-17,1275000,1276000,1258000,1266000,176400,15.1,1.4,10
51,2014-03-18,1270000,1283000,1266000,1278000,220912,15.1,1.4,10
52,2014-03-19,1280000,1285000,1268000,1269000,152771,15.1,1.4,10
53,2014-03-20,1270000,1272000,1262000,1262000,118788,15.1,1.4,10
54,2014-03-21,1269000,1273000,1262000,1273000,166426,15.1,1.4,10
55,2014-03-24,1260000,1274000,1259000,1273000,141478,15.1,1.4,10
56,2014-03-25,1269000,1270000,1241000,1247000,272500,15.1,1.4,10
57,2014-03-26,1269000,1290000,1248000,1285000,348894,15.1,1.4,10
58,2014-03-27,1290000,1333000,1285000,1333000,417557,15.1,1.4,10
59,2014-03-28,1320000,1338000,1320000,1335000,212974,15.1,1.4,10
60,2014-03-31,1345000,1345000,1322000,1343000,265197,15.1,1.4,10
61,2014-04-01,1345000,1345000,1331000,1339000,221620,15.1,1.4,10
62,2014-04-02,1350000,1357000,1343000,1357000,262001,15.1,1.4,10
63,2014-04-03,1351000,1395000,1351000,1390000,381976,15.1,1.4,10
64,2014-04-04,1377000,1397000,1377000,1380000,368007,15.1,1.4,10
65,2014-04-07,1397000,1397000,1374000,1397000,215235,15.1,1.4,10
66,2014-04-08,1387000,1399000,1375000,1394000,212164,15.1,1.4,10
67,2014-04-09,1394000,1395000,1364000,1371000,321232,15.1,1.4,10
68,2014-04-10,1369000,1380000,1360000,1380000,199984,15.1,1.4,10
69,2014-04-11,1362000,1368000,1359000,1365000,213187,15.1,1.4,10
70,2014-04-14,1365000,1386000,1365000,1370000,211720,15.1,1.4,10
71,2014-04-15,1386000,1387000,1369000,1370000,219396,15.1,1.4,10
72,2014-04-16,1370000,1392000,1363000,1380000,186171,15.1,1.4,10
73,2014-04-17,1376000,1380000,1366000,1370000,144833,15.1,1.4,10
74,2014-04-18,1370000,1379000,1370000,1378000,190367,15.1,1.4,10
75,2014-04-21,1379000,1386000,1375000,1380000,65985,15.1,1.4,10
76,2014-04-22,1374000,1384000,1371000,1375000,121686,15.1,1.4,10
77,2014-04-23,1394000,1395000,1382000,1389000,190015,15.1,1.4,10
78,2014-04-24,1409000,1409000,1399000,1407000,210924,15.1,1.4,10
79,2014-04-25,1420000,1428000,1398000,1399000,305396,15.1,1.4,10
80,2014-04-28,1404000,1406000,1382000,1388000,188629,15.1,1.4,10
81,2014-04-29,1389000,1395000,1351000,1360000,218184,15.1,1.4,10
82,2014-04-30,1380000,1381000,1326000,1343000,300946,15.1,1.4,10
83,2014-05-02,1354000,1359000,1344000,1346000,298867,15.1,1.4,10
84,2014-05-07,1350000,1356000,1340000,1344000,283794,15.1,1.4,10
85,2014-05-08,1355000,1355000,1344000,1350000,325638,15.1,1.4,10
86,2014-05-09,1356000,1358000,1326000,1335000,263141,15.1,1.4,10
87,2014-05-12,1336000,1395000,1332000,1388000,318896,15.1,1.4,10
88,2014-05-13,1388000,1425000,1388000,1400000,242148,15.1,1.4,10
89,2014-05-14,1409000,1415000,1401000,1415000,222075,15.1,1.4,10
90,2014-05-15,1414000,1419000,1403000,1410000,136134,15.1,1.4,10
91,2014-05-16,1400000,1437000,1399000,1428000,317130,15.1,1.4,10
92,2014-05-19,1428000,1450000,1408000,1448000,385621,15.1,1.4,10
93,2014-05-20,1445000,1454000,1435000,1451000,320146,15.1,1.4,10
94,2014-05-21,1435000,1450000,1435000,1441000,216850,15.1,1.4,10
95,2014-05-22,1441000,1448000,1426000,1426000,190800,15.1,1.4,10
96,2014-05-23,1405000,1428000,1405000,1428000,170233,15.1,1.4,10
97,2014-05-26,1420000,1432000,1415000,1422000,74712,15.1,1.4,10
98,2014-05-27,1417000,1423000,1403000,1407000,94968,15.1,1.4,10
99,2014-05-28,1419000,1435000,1409000,1433000,184019,15.1,1.4,10
100,2014-05-29,1450000,1465000,1440000,1460000,250430,15.1,1.4,10
101,2014-05-30,1470000,1482000,1443000,1443000,316621,15.1,1.4,10
102,2014-06-02,1443000,1458000,1439000,1455000,148789,15.1,1.4,10
103,2014-06-03,1484000,1495000,1465000,1470000,344685,15.1,1.4,10
104,2014-06-05,1466000,1480000,1450000,1457000,270141,15.1,1.4,10
105,2014-06-09,1470000,1473000,1402000,1409000,445392,15.1,1.4,10
106,2014-06-10,1421000,1438000,1405000,1436000,184282,15.1,1.4,10
107,2014-06-11,1412000,1430000,1412000,1422000,172515,15.1,1.4,10
108,2014-06-12,1430000,1430000,1401000,1413000,258863,15.1,1.4,10
109,2014-06-13,1402000,1404000,1363000,1367000,371781,15.1,1.4,10
110,2014-06-16,1380000,1382000,1362000,1374000,306399,15.1,1.4,10
111,2014-06-17,1360000,1378000,1351000,1374000,269535,15.1,1.4,10
112,2014-06-18,1373000,1376000,1356000,1358000,220887,15.1,1.4,10
113,2014-06-19,1345000,1349000,1320000,1323000,446794,15.1,1.4,10
114,2014-06-20,1330000,1330000,1296000,1301000,478053,15.1,1.4,10
115,2014-06-23,1321000,1332000,1316000,1322000,249765,15.1,1.4,10
116,2014-06-24,1340000,1354000,1332000,1345000,237817,15.1,1.4,10
117,2014-06-25,1330000,1333000,1318000,1320000,204638,15.1,1.4,10
118,2014-06-26,1309000,1343000,1307000,1325000,255306,15.1,1.4,10
119,2014-06-27,1307000,1319000,1306000,1311000,179061,15.1,1.4,10
120,2014-06-30,1310000,1324000,1309000,1322000,177621,15.1,1.4,10
121,2014-07-01,1308000,1314000,1301000,1310000,174508,15.1,1.4,10
122,2014-07-02,1317000,1331000,1306000,1330000,222785,15.1,1.4,10
123,2014-07-03,1336000,1336000,1316000,1318000,170861,15.1,1.4,10
124,2014-07-04,1322000,1326000,1303000,1306000,119577,15.1,1.4,10
125,2014-07-07,1291000,1301000,1290000,1292000,188741,15.1,1.4,10
126,2014-07-08,1294000,1319000,1287000,1295000,241464,15.1,1.4,10
127,2014-07-09,1287000,1308000,1283000,1308000,236598,15.1,1.4,10
128,2014-07-10,1308000,1311000,1302000,1306000,179204,15.1,1.4,10
129,2014-07-11,1300000,1302000,1282000,1284000,215592,15.1,1.4,10
130,2014-07-14,1298000,1300000,1286000,1286000,141643,15.1,1.4,10
131,2014-07-15,1300000,1323000,1297000,1320000,239521,15.1,1.4,10
132,2014-07-16,1313000,1323000,1311000,1321000,182284,15.1,1.4,10
133,2014-07-17,1326000,1335000,1320000,1330000,218454,15.1,1.4,10
134,2014-07-18,1315000,1343000,1314000,1343000,194853,15.1,1.4,10
135,2014-07-21,1349000,1360000,1343000,1353000,161199,15.1,1.4,10
136,2014-07-22,1348000,1358000,1345000,1348000,126019,15.1,1.4,10
137,2014-07-23,1354000,1357000,1335000,1338000,128346,15.1,1.4,10
138,2014-07-24,1350000,1358000,1331000,1355000,161034,15.1,1.4,10
139,2014-07-25,1346000,1355000,1335000,1355000,175803,15.1,1.4,10
140,2014-07-28,1355000,1367000,1344000,1358000,179851,15.1,1.4,10
141,2014-07-29,1355000,1388000,1353000,1386000,256186,15.1,1.4,10
142,2014-07-30,1388000,1408000,1374000,1395000,347189,15.1,1.4,10
143,2014-07-31,1374000,1385000,1336000,1343000,487027,15.1,1.4,10
