,Date,Open,High,Low,Close,Volume,ROE,PER,PBR
405,2015-08-25,219000,228000,212000,219000,202144,9.18,21.06,1.86
406,2015-08-26,219500,229000,214000,226000,282032,9.18,21.06,1.86
407,2015-08-27,230000,230500,222500,226500,257133,9.18,21.06,1.86
408,2015-08-28,241000,246000,238000,240500,387353,9.18,21.06,1.86
409,2015-08-31,241000,241500,233000,234000,220700,9.18,21.06,1.86
410,2015-09-01,240000,242500,230000,230500,232544,9.18,21.06,1.86
411,2015-09-02,223000,230000,222000,228500,272695,9.18,21.06,1.86
412,2015-09-03,232000,233000,225000,227000,184978,9.18,21.06,1.86
413,2015-09-04,226500,229500,220000,221500,191696,9.18,21.06,1.86
414,2015-09-07,219500,223000,216500,219500,164343,9.18,21.06,1.86
415,2015-09-08,219500,221000,215000,217000,147319,9.18,21.06,1.86
416,2015-09-09,221500,232500,220000,231500,275402,9.18,21.06,1.86
417,2015-09-10,226500,236000,225500,236000,179861,9.18,21.06,1.86
418,2015-09-11,233500,237000,230500,230500,155880,9.18,21.06,1.86
419,2015-09-14,232500,235500,229000,234500,161653,9.18,21.06,1.86
420,2015-09-15,233500,236000,230500,233500,93496,9.18,21.06,1.86
421,2015-09-16,236000,254000,235500,251000,444532,9.18,21.06,1.86
422,2015-09-17,254000,266500,252000,257000,398046,9.18,21.06,1.86
423,2015-09-18,258000,268000,253000,264000,281776,9.18,21.06,1.86
424,2015-09-21,257500,261500,254500,256000,204512,9.18,21.06,1.86
425,2015-09-22,261000,263500,256000,258000,185351,9.18,21.06,1.86
426,2015-09-23,254000,271000,253500,266000,535466,9.18,21.06,1.86
427,2015-09-24,267000,273000,264000,268000,237070,9.18,21.06,1.86
428,2015-09-25,270000,271000,264000,267000,192856,9.18,21.06,1.86
429,2015-09-30,264500,285500,264500,285500,547594,9.18,21.06,1.86
430,2015-10-01,282500,288500,278000,288000,390644,9.18,21.06,1.86
431,2015-10-02,282500,285000,276500,276500,285419,9.18,21.06,1.86
432,2015-10-05,278000,292000,278000,288000,389828,9.18,21.06,1.86
433,2015-10-06,292000,297500,285000,285500,219350,9.18,21.06,1.86
434,2015-10-07,288000,293000,284500,287000,152608,9.18,21.06,1.86
435,2015-10-08,289500,290000,284000,289000,180161,9.18,21.06,1.86
436,2015-10-12,287000,294000,285500,287000,223050,9.18,21.06,1.86
437,2015-10-13,287000,287000,280000,284000,191854,9.18,21.06,1.86
438,2015-10-14,280000,282000,270000,271000,309186,9.18,21.06,1.86
439,2015-10-15,273000,289000,272000,287500,347515,9.18,21.06,1.86
440,2015-10-16,287000,291500,282500,289000,194238,9.18,21.06,1.86
441,2015-10-19,297500,298000,287000,290500,392479,9.18,21.06,1.86
442,2015-10-20,289500,294000,288000,290500,194476,9.18,21.06,1.86
443,2015-10-21,290500,297000,290000,294000,219305,9.18,21.06,1.86
444,2015-10-22,292500,294500,286000,290500,153558,9.18,21.06,1.86
445,2015-10-23,296000,299000,293000,297000,173499,9.18,21.06,1.86
446,2015-10-26,300000,300000,295000,297000,130804,9.18,21.06,1.86
