,Date,Close,RateofChange,Label,Unnamed: 0.1,Title,Category
27,2014-01-14,261000,0.009671179883945842,1.0,553,"이마트, ""차가버섯으로 건강테크 하세요""",4.0
28,2014-01-14,261000,0.009671179883945842,1.0,552,"립톤, 프리미엄 허브티 6종 출시…3000개 한정 판매",4.0
29,2014-01-14,261000,0.009671179883945842,1.0,993,"JK메디컬 그룹, '라마다 제주 호텔' 이달 분양",8.0
30,2014-01-15,261500,0.0019157088122605363,1.0,882,층고3.9m 포스코A&C 생활인프라 잘 갖춰진 오피스텔,6.0
31,2014-01-16,265000,0.01338432122370937,1.0,81,분당권 '오포 우림필유' 700만원대 특별공급,3.0
32,2014-01-16,265000,0.01338432122370937,1.0,680,"""이마트, 4Q 턴어라운드 시작…목표가 ↑""",5.0
33,2014-01-16,265000,0.01338432122370937,1.0,679,꽉막힌 증시…외국인·기관 동반구애株 '눈길가네',5.0
34,2014-01-17,253000,-0.045283018867924525,-1.0,880,"""투자비,공실률은 내리고 임대수익과 관리편의는 높이고""",6.0
35,2014-01-17,253000,-0.045283018867924525,-1.0,992,[부고]허인철(이마트 대표이사)씨 모친상,8.0
36,2014-01-20,252500,-0.001976284584980237,-1.0,989,"포스코플랜텍, 대림역 ‘포스큐’ 분양",8.0
37,2014-01-20,252500,-0.001976284584980237,-1.0,876,바다·산조망 갖춘 '호텔 리젠트마린 제주' 2월 분양,6.0
38,2014-01-20,252500,-0.001976284584980237,-1.0,678,공사채 빈자리 회사채가 채운다…회사채 흥행 지속,5.0
39,2014-01-20,252500,-0.001976284584980237,-1.0,990,‘청약 불패’ 위례·강남… 올해도 공급 풍년,8.0
40,2014-01-20,252500,-0.001976284584980237,-1.0,991,"[포토]광주 남구, 효덕동 희망배달마차 나눔장터 운영",8.0
41,2014-01-20,252500,-0.001976284584980237,-1.0,879,"'핫플레이스' 하남, 아파트 분양 스타트",6.0
42,2014-01-20,252500,-0.001976284584980237,-1.0,878,"맹추위 속 분양시장도 ‘꽁꽁’…전국 7곳, 1322가구 청약",6.0
43,2014-01-22,253000,0.0019801980198019802,1.0,677,올 설엔 '게임'보다 '영화',5.0
44,2014-01-22,253000,0.0019801980198019802,1.0,874,"서울권 오피스텔 투자 보증수표, 상권 발달한 역세권으로 몰려",6.0
45,2014-01-23,245500,-0.029644268774703556,-1.0,533,[소비자대상]소비자 러브콜 영화를 누리다,4.0
46,2014-01-23,245500,-0.029644268774703556,-1.0,534,"[소비자대상]이마트, '품질 제일주의' 선언…합리적 경영상 제시",4.0
47,2014-01-23,245500,-0.029644268774703556,-1.0,535,"올 겨울, 귤보다 딸기…출하 빨라지고 값 20% 내려",4.0
48,2014-01-23,245500,-0.029644268774703556,-1.0,872,"KCC건설, 왕십리 KCC 스위첸 분양",6.0
49,2014-01-23,245500,-0.029644268774703556,-1.0,873,포스코A&C 층고3.9m 임대수요 풍부한 힘멜하임 오피스텔 마감임박,6.0
50,2014-01-23,245500,-0.029644268774703556,-1.0,988,패션잡화 등 설날 선물 실속 상품 선보여,8.0
51,2014-01-23,245500,-0.029644268774703556,-1.0,532,[소비자대상]안전과 가치의 기업…소비자는 눈이 밝다,4.0
52,2014-01-24,244000,-0.006109979633401222,-1.0,987,"설 선물세트 1위, '한우·사과 제친 이것은?'",8.0
53,2014-01-24,244000,-0.006109979633401222,-1.0,531,"[슈퍼스타P]마트표 반값 홍삼, 명절선물로 딱이죠",4.0
54,2014-01-24,244000,-0.006109979633401222,-1.0,1007,이마트·홈플러스·롯데마트 문화센터 회원 모집에 사이트 '북적',9.0
55,2014-01-24,244000,-0.006109979633401222,-1.0,1006,"이마트 문화센터 회원모집 시작 ""50% 할인받으려면?""",9.0
56,2014-01-27,247000,0.012295081967213115,1.0,525,"""체중조절용 시리얼, 일반제품과 열량 차이 없어""",4.0
57,2014-01-27,247000,0.012295081967213115,1.0,527,1~2인가구·맞벌이 증가에 '간편가정식' 불티,4.0
58,2014-01-27,247000,0.012295081967213115,1.0,526,"[르포]알뜰폰, 정말 쓸만한가요?",4.0
59,2014-01-27,247000,0.012295081967213115,1.0,528,"유통업계, 설 맞아 27~29일 일제히 '연장영업'",4.0
60,2014-01-27,247000,0.012295081967213115,1.0,529,"짧은 설 연휴, 지하철로 찾아가는 '몰링 명소'",4.0
61,2014-01-27,247000,0.012295081967213115,1.0,530,"이마트, 귀성길 인기 아이템 최대 30% 할인",4.0
62,2014-01-27,247000,0.012295081967213115,1.0,871,일산·파주 전세금 오르자 역세권 신규분양 '일산 요진와이시티' 수요 몰려,6.0
63,2014-01-28,259000,0.048582995951417005,1.0,986,노숙인 상시급식시설 '수원역'에 문열어…전국 최초,8.0
64,2014-01-28,259000,0.048582995951417005,1.0,524,"팬택 이마트 서비스센터, 설 연휴에도 오픈",4.0
65,2014-01-28,259000,0.048582995951417005,1.0,522,"허인철 이마트 대표, 전격 사의 표명",4.0
66,2014-01-28,259000,0.048582995951417005,1.0,521,"허인철 이마트 대표, 잇단 악재에 사의 표명했나",4.0
67,2014-01-28,259000,0.048582995951417005,1.0,673,"이마트, 1주당 1500원 현금배당 실시",5.0
68,2014-01-28,259000,0.048582995951417005,1.0,674,"이마트, 작년 영업익 7592억원 전년比 2% 감소",5.0
69,2014-01-28,259000,0.048582995951417005,1.0,675,"[특징주]이마트, 외국인 '사자'…'강세'",5.0
70,2014-01-28,259000,0.048582995951417005,1.0,676,회사채 양극화 여전…A급도 AA 앞에선 찬밥,5.0
71,2014-01-29,260000,0.003861003861003861,1.0,984,올해 세종시 편의시설 크게 는다,8.0
72,2014-01-29,260000,0.003861003861003861,1.0,520,대형마트 성장주역 퇴장…1.5세대 노병용 대표는 건재,4.0
73,2014-01-29,260000,0.003861003861003861,1.0,868,"돈 버는 귀성·귀경길 ""고향길 따라 견본주택 들러볼까""",6.0
74,2014-02-03,258500,-0.0057692307692307696,-1.0,982,지역사회와 함께하는 광주시 광산구 교복 나눔 ‘눈길’,8.0
75,2014-02-03,258500,-0.0057692307692307696,-1.0,513,'빙상삼성'·'피겨KB'…韓 기업 소치올림픽 전 종목 후원,4.0
76,2014-02-03,258500,-0.0057692307692307696,-1.0,514,'50만 황금돼지띠' 입학에 유통가 들썩…3월까지 '특수',4.0
77,2014-02-03,258500,-0.0057692307692307696,-1.0,515,"대형마트 설 판매 실적, 한 자릿수 신장",4.0
78,2014-02-03,258500,-0.0057692307692307696,-1.0,516,"이마트, 소치올림픽 겨냥 'TV마케팅' 돌입",4.0
79,2014-02-03,258500,-0.0057692307692307696,-1.0,517,"이마트, 병행수입 백팩 '반값 판매'",4.0
80,2014-02-03,258500,-0.0057692307692307696,-1.0,983,"양천구, 대형마트 영업시간 제한  오전 10시까지 연장",8.0
81,2014-02-03,258500,-0.0057692307692307696,-1.0,671,유통업계 핫이슈 '병행수입·해외직구'…수혜株는?,5.0
82,2014-02-03,258500,-0.0057692307692307696,-1.0,852,'별그대' 천송이네집…'럭셔리 하우스'의 모든 것,6.0
83,2014-02-03,258500,-0.0057692307692307696,-1.0,866,"[2014 분양이슈] 벌써부터 뜨거운 세종시, 올해 분양계획은?",6.0
84,2014-02-03,258500,-0.0057692307692307696,-1.0,518,"""이번 설엔 부모님께 알뜰폰 선물해야 겠어요""",4.0
85,2014-02-03,258500,-0.0057692307692307696,-1.0,74,"레고 잡은 뽀로로·또봇, 韓장난감 산업 살린 비결은?",3.0
86,2014-02-03,258500,-0.0057692307692307696,-1.0,73,민족 최대 명절 설 맞이 카드사 혜택 풍성,3.0
87,2014-02-03,258500,-0.0057692307692307696,-1.0,519,귀성길 도우미상품 판매 2배↑…'휴대용소변기·목베개' 인기,4.0
88,2014-02-04,253000,-0.02127659574468085,-1.0,980,"이마트, 인천 구월지구 부지 매입… 롯데와 상권경쟁 불 붙나?",8.0
89,2014-02-04,253000,-0.02127659574468085,-1.0,669,"신세계, 위드미에프에스 계열사로 추가",5.0
90,2014-02-04,253000,-0.02127659574468085,-1.0,981,"은평구, 구청사 내 무인민원발급기 24시간 운영",8.0
91,2014-02-04,253000,-0.02127659574468085,-1.0,512,"이마트, 골프공 '아이즈 온' 상시 판매",4.0
92,2014-02-04,253000,-0.02127659574468085,-1.0,511,"[아시아블로그]스포츠 특수, 내수 활성화 기회다",4.0
93,2014-02-04,253000,-0.02127659574468085,-1.0,510,"[포토]이마트, 주요 이온음료 '반값 판매'",4.0
94,2014-02-04,253000,-0.02127659574468085,-1.0,670,"롯데하이마트, 지난해 영업익 1848억…전년比 14.4%↑",5.0
95,2014-02-05,261500,0.03359683794466403,1.0,508,"롯데하이마트, 1분기 실적도 물음표..투자의견 '중립'",4.0
96,2014-02-05,261500,0.03359683794466403,1.0,667,"장 종료 후 ""이 공시 눈에 띄네""(코스피-4일)",5.0
97,2014-02-05,261500,0.03359683794466403,1.0,509,"이마트, 동계올림픽 응원 '먹거리 모음전'",4.0
98,2014-02-05,261500,0.03359683794466403,1.0,506,"유통가, 스포츠마케팅 본격 돌입…TV·먹거리 행사",4.0
99,2014-02-05,261500,0.03359683794466403,1.0,507,"롯데하이마트, 자체브랜드 '일렉시온(ELEXION)' 론칭",4.0
100,2014-02-05,261500,0.03359683794466403,1.0,505,"모나미, 어린이 회화용품·아트북 세트 출시",4.0
101,2014-02-06,264000,0.009560229445506692,1.0,503,이마트표 '반값 소시지' 나온다,4.0
102,2014-02-06,264000,0.009560229445506692,1.0,504,"""날 풀린다!""…인테리어 용품 판매 쑥↑",4.0
103,2014-02-07,262500,-0.005681818181818182,-1.0,865,제주 수익형부동산 물망 올라··· '호텔 리젠트마린 블루 제주' 분양,6.0
104,2014-02-07,262500,-0.005681818181818182,-1.0,502,이마트 신임 대표에 이갑수 부사장 내정,4.0
105,2014-02-10,265500,0.011428571428571429,1.0,496,"[포토]이마트 ""발렌타인데이 초콜릿으로 마음 전하세요""",4.0
106,2014-02-10,265500,0.011428571428571429,1.0,72,"농식품부, 방역-소비촉진…AI 투트랙 대응",3.0
107,2014-02-10,265500,0.011428571428571429,1.0,862,광주 동구 '월남지구 2차 호반 베르디움' 분양,6.0
108,2014-02-10,265500,0.011428571428571429,1.0,666,"유통株, M&A 시너지 효과는 언제쯤?",5.0
109,2014-02-10,265500,0.011428571428571429,1.0,497,"""러 소치특수, 안 생겨요"" 2題",4.0
110,2014-02-10,265500,0.011428571428571429,1.0,500,"이마트, 주부봉사단 1만명 모집",4.0
111,2014-02-10,265500,0.011428571428571429,1.0,499,"광고계도 응답했다, '아 옛날이여~'",4.0
112,2014-02-10,265500,0.011428571428571429,1.0,498,"아영FBC, '빌라엠 스페셜 패키지' 2종 출시",4.0
113,2014-02-10,265500,0.011428571428571429,1.0,501,"롯데홈쇼핑, 하이마트 인기제품 최대 46% 할인",4.0
114,2014-02-10,265500,0.011428571428571429,1.0,848,"2,404세대 초역세권 '일산 요진와이시티' 계약율 상승",6.0
115,2014-02-10,265500,0.011428571428571429,1.0,864,[부동산캘린더]위례신도시 첫 분양…관심 고조,6.0
116,2014-02-11,262500,-0.011299435028248588,-1.0,493,"롯데하이마트, 결연학생에 교복 구입비 1억 지원",4.0
117,2014-02-11,262500,-0.011299435028248588,-1.0,491,"필립스, 아이케어 LED스탠드 2종 출시",4.0
118,2014-02-11,262500,-0.011299435028248588,-1.0,494,"롯데마트, 사상 최대규모 '창고 개방전'",4.0
119,2014-02-11,262500,-0.011299435028248588,-1.0,492,"'이마트 알뜰폰' 브리즈, 가죽 케이스 증정 행사 실시",4.0
120,2014-02-11,262500,-0.011299435028248588,-1.0,495,"이마트, 에어컨 예약판매 본격 돌입",4.0
121,2014-02-12,264500,0.007619047619047619,1.0,486,"[포토]케냐, 인도네시아 커피 직수입 판매",4.0
122,2014-02-12,264500,0.007619047619047619,1.0,490,"이마트, 케냐·인니산 반값 커피 판매",4.0
123,2014-02-12,264500,0.007619047619047619,1.0,484,"[포토]케냐, 인도네시아 커피 맛보세요~",4.0
124,2014-02-12,264500,0.007619047619047619,1.0,483,"[포토]이마트, '케냐, 인도네시아 커피 직수입' 판매",4.0
125,2014-02-12,264500,0.007619047619047619,1.0,482,[포토]'케냐·인도네시아 커피 직수입 판매',4.0
126,2014-02-12,264500,0.007619047619047619,1.0,861,"분양형 호텔, 공무원 와이프 안부러워",6.0
127,2014-02-12,264500,0.007619047619047619,1.0,860,포스코A&C 층고3.9m 프리미엄 오피스텔 5천만원대 눈길,6.0
128,2014-02-12,264500,0.007619047619047619,1.0,487,"삼성전기, ESL 유럽시장 진출…최치준 사장 내주 독일행 (종합)",4.0
129,2014-02-12,264500,0.007619047619047619,1.0,488,"최치준 사장 ""ESL 매출 2천억 목표, 내주 獨 출장""",4.0
130,2014-02-12,264500,0.007619047619047619,1.0,481,[부고]김현철(롯데하이마트 전무)씨 부친상,4.0
131,2014-02-12,264500,0.007619047619047619,1.0,485,"[포토]케냐, 인도네시아산 커피 직수입 판매",4.0
132,2014-02-12,264500,0.007619047619047619,1.0,489,"보령메디앙스, 새봄맞이 이벤트 실시",4.0
133,2014-02-13,258500,-0.022684310018903593,-1.0,978,예비 신혼부부의 혼수 트렌드가 변한다,8.0
134,2014-02-13,258500,-0.022684310018903593,-1.0,480,AI로 닭 소비 줄자 현대百ㆍ이마트 나섰다,4.0
135,2014-02-13,258500,-0.022684310018903593,-1.0,479,판로 확대…農家 돕기 나선 기업들,4.0
136,2014-02-13,258500,-0.022684310018903593,-1.0,478,모바일 쇼핑이 대세?…신선식품·반복구매 중량물 인기,4.0
137,2014-02-13,258500,-0.022684310018903593,-1.0,477,"[포토]""우리 닭고기 안전해요""",4.0
138,2014-02-14,260000,0.005802707930367505,1.0,665,실적 부진에 목표주가도 '뚝뚝',5.0
139,2014-02-14,260000,0.005802707930367505,1.0,844,제주 바다·한라산이 눈앞에··· '호텔 리젠트마린 블루 제주',6.0
140,2014-02-17,260000,0.0,1.0,663,살아나는 부동산시장 建ㆍ銀ㆍ消에 주목하라,5.0
141,2014-02-17,260000,0.0,1.0,71,"통계청, 온라인몰 가격정보 매일 수집해 '물가지표' 만든다",3.0
142,2014-02-17,260000,0.0,1.0,977,"광주신세계, ‘소치올림픽 효과’로 주류 및 포장음식 매출 25% 신장",8.0
143,2014-02-17,260000,0.0,1.0,976,"[아시아초대석]""목표는 아시아 허브우체국…공익성·효율성 갖춘 새 먹거리 집중""",8.0
144,2014-02-17,260000,0.0,1.0,468,"오리온, 초코파이 1만5560상자 사회복지시설에 기부",4.0
145,2014-02-17,260000,0.0,1.0,470,"대형마트 물가 3.5% 상승, 물가상승률의 2.7배",4.0
146,2014-02-17,260000,0.0,1.0,471,"이마트, 기부프로모션 통해 초코파이 기부",4.0
147,2014-02-17,260000,0.0,1.0,841,서울 강남에 모여있는 견본주택이 '제주도 호텔 분양용'?,6.0
148,2014-02-17,260000,0.0,1.0,842,이마트가 아파트 값 높인다,6.0
149,2014-02-17,260000,0.0,1.0,475,황금돼지띠 입학 맞아 문구업계 好好,4.0
150,2014-02-17,260000,0.0,1.0,473,"최원식 ""알뜰폰, 대기업 계열사 점유율 45% 차지""",4.0
151,2014-02-17,260000,0.0,1.0,474,"이마트, 맞춤형 가구 '스마트 키트(SMART KIT)' 출시",4.0
152,2014-02-17,260000,0.0,1.0,472,[기술열전]'마트혁명' 불러올 삼성전기 ESL…쇼핑도·판매도 똑똑하게,4.0
153,2014-02-17,260000,0.0,1.0,664,"해외 직구족 타격받은 소비재株, 옥석 가려볼까?",5.0
154,2014-02-17,260000,0.0,1.0,843,"""아직 안 가보셨나요?"" 아파트에 영화관이, 대형마트가, 까페거리가 있는 '일산 요진와이시티'",6.0
155,2014-02-17,260000,0.0,1.0,476,"유통업계, '안심마케팅' 한창…""소비자 신뢰 잡는다""",4.0
156,2014-02-18,257500,-0.009615384615384616,-1.0,840,"JK메디컬그룹, '라마다 앙코르 제주 호텔' 이슈",6.0
157,2014-02-18,257500,-0.009615384615384616,-1.0,467,Al 누른 동계올림픽 특수…닭·오리 매출 늘어,4.0
158,2014-02-18,257500,-0.009615384615384616,-1.0,466,"[포토]이마트 ""생(生)쭈꾸미 맛보세요""",4.0
159,2014-02-18,257500,-0.009615384615384616,-1.0,70,"공정위, 대형유통사 '甲질' 약관 정비",3.0
160,2014-02-18,257500,-0.009615384615384616,-1.0,854,입지조건 어떻길래… 계약률 순항 달리는 '라마다 앙코르 제주 호텔',6.0
161,2014-02-19,258000,0.001941747572815534,1.0,464,'한국型 오너' 새로운 리더십 실험?,4.0
162,2014-02-19,258000,0.001941747572815534,1.0,463,"[포토]이마트, 데이즈(Daiz) 봄 옷 출시",4.0
163,2014-02-19,258000,0.001941747572815534,1.0,465,"이마트 SPA브랜드 '데이즈', 봄 신상품  판매",4.0
164,2014-02-19,258000,0.001941747572815534,1.0,975,이마트 봉선점 ‘교복 나눔’ 수익금 남구장학회 기부,8.0
165,2014-02-19,258000,0.001941747572815534,1.0,974,"[포토]이마트 봉선점, '남구 교복 나눔장터' 판매수익금 기부",8.0
166,2014-02-20,254500,-0.013565891472868217,-1.0,836,지긋지긋한 전세 걱정··· 마곡지구 공공분양으로 고민 '끝',6.0
167,2014-02-20,254500,-0.013565891472868217,-1.0,837,"포스코A&C 시공, 층고3.9m 투자+희소 가치 뛰어나 투자자들 몰려",6.0
168,2014-02-20,254500,-0.013565891472868217,-1.0,838,"여유법 시행에도 中관광객 증가, 제주도 분양형 호텔 '방긋'",6.0
169,2014-02-20,254500,-0.013565891472868217,-1.0,662,"다이와 “이마트 보유-목표가 26만원""",5.0
170,2014-02-20,254500,-0.013565891472868217,-1.0,462,"이마트, 알뜰폰 청소년 요금제 출시",4.0
171,2014-02-21,254500,0.0,-1.0,460,"대상FNF 종가집, '春 미각전' 진행…20% 할인 제공",4.0
172,2014-02-21,254500,0.0,-1.0,461,"모나미, 어린이회화구류 시연회 개최",4.0
173,2014-02-21,254500,0.0,-1.0,972,여수산 알굴 전국 이마트점에서 만나요!,8.0
174,2014-02-21,254500,0.0,-1.0,973,"法, “대형마트 영업시간 제한·의무휴업 지정 정당”",8.0
175,2014-02-24,252000,-0.009823182711198428,-1.0,971,"광주 도심 교통량 줄고, 외곽은 증가",8.0
176,2014-02-24,252000,-0.009823182711198428,-1.0,457,"[이번주 쇼핑정보]""고등어·멸치 싸게 사세요~""",4.0
177,2014-02-24,252000,-0.009823182711198428,-1.0,459,"이마트, 수산물 소비촉진 나서",4.0
178,2014-02-24,252000,-0.009823182711198428,-1.0,458,"전경련, 축산농가 돕기 ""닭·오리고기 소비 늘리자""",4.0
179,2014-02-24,252000,-0.009823182711198428,-1.0,834,"2,404세대 초역세권 마지막 프리미엄 '일산 요진와이시티'",6.0
180,2014-02-24,252000,-0.009823182711198428,-1.0,835,좁은 전세 갈 바엔··· 마곡지구 공공분양 대형평형 인기,6.0
181,2014-02-25,250000,-0.007936507936507936,-1.0,456,홍삼에 꽂힌 이마트…'반값 파우치'로 정관장에 도전장,4.0
182,2014-02-25,250000,-0.007936507936507936,-1.0,661,유통가 핫이슈 '병행수입·해외직구'…수혜주는?,5.0
183,2014-02-25,250000,-0.007936507936507936,-1.0,833,임대수익을 원하세요? 수익형부동산 '호텔리젠트마린제주' 열기 '앗 뜨거워',6.0
184,2014-02-25,250000,-0.007936507936507936,-1.0,455,'초미세먼지 공습'에 공기청정기 수요 급증,4.0
185,2014-02-25,250000,-0.007936507936507936,-1.0,454,"[포토]이마트, 반값 홍삼파우치 출시",4.0
186,2014-02-26,260000,0.04,1.0,832,3월 분양시장에 '봄' 오나…9년만에 최대,6.0
187,2014-02-26,260000,0.04,1.0,660,차타드“이마트 목표가 31만원으로 상향”,5.0
188,2014-02-26,260000,0.04,1.0,831,월세 미리 받고 프리미엄 기다리는 오피스텔 화제!,6.0
189,2014-02-27,264500,0.01730769230769231,1.0,451,"롯데마트, 대규모 유통센터 설립 추진",4.0
190,2014-02-27,264500,0.01730769230769231,1.0,452,"신세계, '기프트카드 부산패키지' 출시",4.0
191,2014-02-27,264500,0.01730769230769231,1.0,453,"이마트, 주요 생필품 50% 가격 인하",4.0
192,2014-02-28,254000,-0.03969754253308128,-1.0,830,3월 전국 1만4000가구 입주…2월보다 8000여가구 ↓,6.0
193,2014-02-28,254000,-0.03969754253308128,-1.0,828,인기몰이중 포스코 A&C가 짓는 층고 3.9m 실투자금 5천만원 마감임박,6.0
194,2014-02-28,254000,-0.03969754253308128,-1.0,829,"오피스텔 지고 분양형 호텔이 뜨고, 부동산 투자자 ""분양형호텔이 좋아""",6.0
195,2014-03-03,254500,0.001968503937007874,1.0,970,"송파구, 롯데월드몰 채용박람회 개최",8.0
196,2014-03-03,254500,0.001968503937007874,1.0,825,'엠코타운 센트로엘' ··· 청약 대박 '이유 있네~',6.0
197,2014-03-03,254500,0.001968503937007874,1.0,446,"사브밀러, '밀워키 베스트 프리미엄' 캔맥주 출시",4.0
198,2014-03-03,254500,0.001968503937007874,1.0,445,"아웃도어, 바람나기 딱 좋네",4.0
199,2014-03-03,254500,0.001968503937007874,1.0,447,이마트·전통시장 맛집 제휴 '순희네 빈대떡' 일본 간다,4.0
200,2014-03-03,254500,0.001968503937007874,1.0,968,"광주시 광산구 운남동, ‘온세상 따뜻한’ 장터 개최",8.0
201,2014-03-03,254500,0.001968503937007874,1.0,969,"‘노조 무력화 시도’ 이마트 전 대표, 법정서 혐의 부인",8.0
202,2014-03-03,254500,0.001968503937007874,1.0,68,2월중 대기업집단 소속사 전월比 8개 감소,3.0
203,2014-03-03,254500,0.001968503937007874,1.0,826,"봄 이사철, 분양 성수기 탄다…'양주 덕정 서희스타힐스' 관심",6.0
204,2014-03-03,254500,0.001968503937007874,1.0,449,"이마트, 두유가격 최대 35% 인하",4.0
205,2014-03-03,254500,0.001968503937007874,1.0,448,"""봄 내음 담은 밥상""…도우미 제품으로 '뚝딱'",4.0
206,2014-03-03,254500,0.001968503937007874,1.0,827,수도권 전세난에 전용 84㎡ '일산 요진와이시티' 계약 쏟아져,6.0
207,2014-03-03,254500,0.001968503937007874,1.0,450,"3월3일 앞두고 삼겹살 전쟁…""100g당 780원""까지",4.0
208,2014-03-04,257500,0.011787819253438114,1.0,442,'규제의 함정'에 빠진 내수…누가 살리나,4.0
209,2014-03-04,257500,0.011787819253438114,1.0,443,대형마트 죽이면서 내수 살린다는 정부,4.0
210,2014-03-04,257500,0.011787819253438114,1.0,444,"이마트, 협력사 대금지급일 당기고 판매장려금 폐지",4.0
211,2014-03-05,251000,-0.02524271844660194,-1.0,437,"팬택, ""이익폭 키우고 서비스 강화하는데 주력""",4.0
212,2014-03-05,251000,-0.02524271844660194,-1.0,3,3월7일 참치데이…전국 이마트서 참치 최대 50% 할인,2.0
213,2014-03-05,251000,-0.02524271844660194,-1.0,438,'베가 시크릿 업' 4월 '킷캣' 먹는다…순차 적용,4.0
214,2014-03-05,251000,-0.02524271844660194,-1.0,4,유통업체 제품 사고 리콜 조치 빨라진다,2.0
215,2014-03-05,251000,-0.02524271844660194,-1.0,439,봄 대청소 앞두고 청소기 판매 불티,4.0
216,2014-03-05,251000,-0.02524271844660194,-1.0,440,"삼성 커브드 UHD TV, 출시 열흘만에 예약판매 120대",4.0
217,2014-03-05,251000,-0.02524271844660194,-1.0,441,"이마트, 26만원대 24인치 LED TV 출시",4.0
218,2014-03-05,251000,-0.02524271844660194,-1.0,824,"3월 아파트 분양의 숨은 강자가 온다, '월남 호반 베르디움 2차'",6.0
219,2014-03-06,253000,0.00796812749003984,1.0,436,"3월7일은 '참치데이'…""50% 싸게 드세요""",4.0
220,2014-03-06,253000,0.00796812749003984,1.0,823,"우림건설, 경기도 광주 '오포 우림필유' 분양중",6.0
221,2014-03-06,253000,0.00796812749003984,1.0,435,"네슬레 퓨리나, 반려묘를 위한 '팬시피스트 로얄' 출시",4.0
222,2014-03-07,245000,-0.03162055335968379,-1.0,822,"우후죽순 늘어나는 제주도 호텔 객실분양 옥석을 가리자! "" 호텔 리젠트마린 제주"" 특별 분양중!",6.0
223,2014-03-07,245000,-0.03162055335968379,-1.0,1005,"삼치·참치 데이, 오늘 점심은 삼치구이? 참치회?",9.0
224,2014-03-10,250000,0.02040816326530612,1.0,658,JP모건 “韓 증시 긍정적..현대百·신한지주·현대건설 등 추천”,5.0
225,2014-03-10,250000,0.02040816326530612,1.0,434,"이마트 칠레와인 G7, 최단기간 200만병 돌파",4.0
226,2014-03-10,250000,0.02040816326530612,1.0,659,"3월 둘째주, 삼성전자 등 133개사 정기주총 개최",5.0
227,2014-03-11,254500,0.018,1.0,967,"양천구, 이마트와 함께 희망 나누고 행복 더하다",8.0
